name,label,summary,description
apache-commons-beanutils-javadoc,库, Javadoc for apache-commons-beanutils, Javadoc for apache-commons-beanutils.
freeradius-perl,库, Perl support for freeradius, This plugin provides the Perl support for the FreeRADIUS server project.
texlive-marvosym,库, Martin Vogel's Symbols (marvosym) font," Martin Vogel's Symbol font (marvosym) contains the Euro
currency symbol as defined by the European commission, along
with symbols for structural engineering; symbols for steel
cross-sections; astronomy signs (sun, moon, planets); the 12
signs of the zodiac; scissor symbols; CE sign and others. The
package contains both the original TrueType font and the
derived Type 1 font, together with support files for TeX
(LaTeX)."
log4j,库, Java logging package," Log4j is a tool to help the programmer output log statements to a
variety of output targets."
libmodman,库,A simple library for managing C++ modules (plug-ins) ,libmodman is a simple library for managing C++ modules (plug-ins). 
python2-requests,库," HTTP library, written in Python, for human beings"," Most existing Python modules for sending HTTP requests are extremely verbose and
cumbersome. Python__ built-in urllib2 module provides most of the HTTP
capabilities you should need, but the API is thoroughly broken. This library is
designed to make HTTP requests easy for developers."
libreoffice-langpack-it,库, Italian language pack for LibreOffice, Provides additional Italian translations and resources for LibreOffice.
libeot,库, A library for parsing Embedded OpenType font files," libeot is a library for parsing Embedded OpenType files (Microsoft
embedded font ""standard"") and converting them to other formats."
lightdm-gtk-greeter-settings,库, Settings editor for LightDM GTK+ Greeter," Just a small dialog to make it easier for users to modify the settings
of lightdm-gtk-greeter."
maven-resolver-transport-classpath,库, Maven Artifact Resolver Transport Classpath, A transport implementation for repositories using classpath:// URLs.
deepin-anything-dkms,库," Something like everything, but nothing is really like anything...", 
python38-wcwidth,库, Measures number of Terminal column cells of wide-character codes," This API is mainly for Terminal Emulator implementors, or those writing programs
that expect to interpreted by a terminal emulator and wish to determine the
printable width of a string on a Terminal."
libcacard,库, CAC (Common Access Card) library," This library provides emulation of smart cards to a virtual card
reader running in a guest virtual machine.

It implements DoD CAC standard with separate pki containers
(compatible coolkey), using certificates read from NSS."
krb5-pkinit,库,The PKINIT module for Kerberos 5 ,"Kerberos is a network authentication system. The krb5-pkinit
package contains the PKINIT plugin, which allows clients
to obtain initial credentials from a KDC using a private key and a
certificate. "
java_cup,库, LALR parser generator for Java, java_cup is a LALR Parser Generator for Java
imlib2-id3tag-loader,库, Imlib2 id3tag-loader," This package contains a plugin which makes imlib2 capable of parsing id3 tags
of mp3 files. This plugin is packaged separately because it links with
libid3tag which is GPLv2+, thus making imlib2 and apps using it subject to the
conditions of the GPL version 2 (or at your option) any later version."
disomaster,库, Library to manipulate DISC burning, This package provides a libisoburn wrapper class for Qt.
libsvm-java,库, Java tools and interfaces for libsvm," Java tools and interfaces for libsvm.
Install this package if you want to develop
programs with libsvm in Java."
pentaho-reporting-flow-engine,库, Pentaho Flow Reporting Engine," Pentaho Reporting Flow Engine is a free Java report library, formerly
known as 'JFreeReport'"
apache-commons-io-javadoc,库, API documentation for apache-commons-io, API documentation for apache-commons-io.
qt5-qtquickcontrols-examples,库, Programming examples for qt5-qtquickcontrols, Programming examples for qt5-qtquickcontrols.
qt5-qtx11extras,库, Qt5 - X11 support library," The X11 Extras module provides features specific to platforms using X11, e.g.
Linux and UNIX-like systems including embedded Linux systems that use the X
Window System."
ffmpeg-libs,库, Libraries for ffmpeg," FFmpeg is a complete and free Internet live audio and video
broadcasting solution for Linux/Unix. It also includes a digital
VCR. It can encode in real time in many formats including MPEG1 audio
and video, MPEG4, h263, ac3, asf, avi, real, mjpeg, and flash.
This package contains the libraries for ffmpeg"
mpitests-openmpi,库, MPI tests package compiled against openmpi, MPI test suite compiled against the openmpi package
libusbmuxd,库, Client library USB multiplex daemon for Apple's iOS devices," libusbmuxd is the client library used for communicating with Apple's iPod Touch,
iPhone, iPad and Apple TV devices. It allows multiple services on the device
to be accessed simultaneously."
xalan-j2,库, Java XSLT processor," Xalan is an XSLT processor for transforming XML documents into HTML,
text, or other XML document types. It implements the W3C Recommendations
for XSL Transformations (XSLT) and the XML Path Language (XPath). It can
be used from the command line, in an applet or a servlet, or as a module
in other program."
rubygem-irb,库, The Interactive Ruby," The irb is acronym for Interactive Ruby.  It evaluates ruby expression
from the terminal."
python38-rpm-macros,库, RPM macros for building RPMs with Python 3.8," RPM macros for building RPMs with Python 3.8 from the python38 module.
If you want to build an RPM against the python38 module, you need to
BuildRequire: python38-rpm-macros."
mythes-el,库, Greek thesaurus, Greek thesaurus.
libmbim,库, Support library for the Mobile Broadband Interface Model protocol," This package contains the libraries that make it easier to use MBIM
functionality from applications that use glib."
python2-pytest,库, Simple powerful testing with Python," py.test provides simple, yet powerful testing for Python."
spec-version-maven-plugin,库, Spec Version Maven Plugin," Maven Plugin to configure APIs version and
specs in a MANIFEST.MF file."
python3-blivet,库, A python3 package for examining and modifying storage configuration.," The python3-blivet is a python3 package for examining and modifying storage
configuration."
librelp,库, The Reliable Event Logging Protocol library," Librelp is an easy to use library for the RELP protocol. RELP (stands
for Reliable Event Logging Protocol) is a general-purpose, extensible
logging protocol."
python3-lib389,库," A library for accessing, testing, and configuring the 389 Directory Server"," This module contains tools and libraries for accessing, testing,
 and configuring the 389 Directory Server."
libtsan,库,The Thread Sanitizer runtime library ,"This package contains the Thread Sanitizer library
which is used for -fsanitize=thread instrumented programs. "
egl-wayland,库, Wayland EGL External Platform library, Wayland EGL External Platform library
jdom2,库, Java manipulation of XML made easy," JDOM is a Java-oriented object model which models XML documents.
It provides a Java-centric means of generating and manipulating
XML documents. While JDOM inter-operates well with existing
standards such as the Simple API for XML (SAX) and the Document
Object Model (DOM), it is not an abstraction layer or
enhancement to those APIs. Rather, it seeks to provide a robust,
light-weight means of reading and writing XML data without the
complex and memory-consumptive options that current API
offerings provide."
utf8proc,库, Library for processing UTF-8 encoded Unicode strings," utf8proc is a library for processing UTF-8 encoded Unicode strings.
Some features are Unicode normalization, stripping of default ignorable
characters, case folding and detection of grapheme cluster boundaries.
A special character mapping is available, which converts for example
the characters __yphen_ (U+2010), __inus_ (U+2212) and __yphen-Minus
(U+002D, ASCII Minus) all into the ASCII minus sign, to make them
equal for comparisons.

The currently supported Unicode version is 9.0.0.

This package only contains the C library."
perl-IPC-SysV,库, Object interface to System V IPC," This is an object interface for System V messages, semaphores, and
inter-process calls."
libwsman1,库, Open source Implementation of WS-Management, Openwsman library for packages dependent on openwsman.
librdkafka,库, The Apache Kafka C library," Librdkafka is a C/C++ library implementation of the Apache Kafka protocol,
containing both Producer and Consumer support.
It was designed with message delivery reliability and high performance in mind,
current figures exceed 800000 messages/second for the producer and 3 million
messages/second for the consumer."
dotnet5.0-build-reference-packages,库, Reference packages needed by the .NET 5.0 SDK build," This contains references packages used for building .NET 5.

This is not meant to be used by end-users."
python3-libmount,库, Python bindings for the libmount library," The libmount-python package contains a module that permits applications
written in the Python programming language to use the interface
supplied by the libmount library to work with mount tables (fstab,
mountinfo, etc) and mount filesystems."
jsr-305-javadoc,库, Javadoc documentation for jsr-305, This package contains the API documentation for jsr-305.
pmix,库, Process Management Interface Exascale (PMIx)," The Process Management Interface (PMI) has been used for quite some time as
a means of exchanging wireup information needed for interprocess
communication. Two versions (PMI-1 and PMI-2) have been released as part of
the MPICH effort. While PMI-2 demonstrates better scaling properties than its
PMI-1 predecessor, attaining rapid launch and wireup of the roughly 1M
processes executing across 100k nodes expected for exascale operations remains
challenging.

PMI Exascale (PMIx) represents an attempt to resolve these questions by
providing an extended version of the PMI standard specifically designed to
support clusters up to and including exascale sizes. The overall objective of
the project is not to branch the existing pseudo-standard definitions - in
fact, PMIx fully supports both of the existing PMI-1 and PMI-2 APIs - but
rather to (a) augment and extend those APIs to eliminate some current
restrictions that impact scalability, and (b) provide a reference
implementation of the PMI-server that demonstrates the desired level of
scalability."
libreoffice-langpack-nr,库, Southern language pack for LibreOffice, Provides additional Southern translations and resources for LibreOffice.
gpm-libs,库, Dynamic library for gpm," This package contains the libgpm.so dynamic library which contains
the gpm system calls and library functions."
java-1.8.0-alibaba-dragonwell-javadoc,库, Alibaba Dragonwell 1.8.0 javadoc, Alibaba Dragonwell 1.8.0 javadoc
perl-Parse-PMFile,库, Parses .pm file as PAUSE does," The most of the code of this module is taken from the PAUSE code as of
April 2013 almost verbatim. Thus, the heart of this module should be quite
stable. However, I made it not to use pipe (""-|"") as well as I stripped
database-related code. If you encounter any issue, that's most probably
because of my modification."
python3-libnmstate,库, nmstate Python 3 API library, This package contains the Python 3 library for nmstate.
mingw32-zlib-static,库, Static libraries for mingw32-zlib development., The mingw32-zlib-static package contains static library for mingw32-zlib development.
python3-meh,库, A python 3 library for handling exceptions," The python3-meh package is a python 3 library for handling, saving, and reporting
exceptions."
java-11-alibaba-dragonwell-fastdebug,库, Alibaba Dragonwell11 Runtime Environment fastdebug, Alibaba Dragonwell11 Runtime Environment fastdebug
python3-click,库, Simple wrapper around optparse for powerful command line utilities," click is a Python package for creating beautiful command line
interfaces in a composable way with as little amount of code as necessary.
It's the ""Command Line Interface Creation Kit"".  It's highly configurable but
comes with good defaults out of the box.

Python 3 version."
java-17-openjdk-jmods-slowdebug,库, JMods for OpenJDK 17 unoptimised with full debugging on," The JMods for OpenJDK 17.
This package is unoptimised with full debugging. Install only as needed and remove ASAP."
device-mapper-libs,库, Device-mapper shared library," This package contains the device-mapper shared library, libdevmapper."
python2-tkinter,库, A graphical user interface for the Python 2 scripting language," 
The Tkinter (Tk interface) program is an graphical user interface for
the Python 2 scripting language.

You should install the python2tkinter package if you'd like to use a graphical
user interface for Python 2 programming."
libqb,库,An IPC library for high performance servers ,"libqb provides high-performance, reusable features for client-server
architecture, such as logging, tracing, inter-process communication (IPC),
and polling. "
grilo-plugins,库, Plugins for the Grilo framework," Grilo is a framework that provides access to different sources of
multimedia content, using a pluggable system.
This package contains plugins to get information from theses sources:
- Apple Trailers
- Bookmarks
- Euronews
- Filesystem
- Flickr
- Freebox
- Gravatar
- iTunes Music Sharing
- Jamendo
- Last.fm (for album arts)
- Local metadata (album arts and thumbnails)
- Metadata Store
- Pocket
- Podcasts
- Radio France
- Shoutcast
- The Guardian Videos
- Tracker
- Vimeo
- Youtube"
man-pages,库,Linux kernel and C library user-space interface documentation ,A large collection of manual pages from the Linux Documentation Project (LDP). 
python2-setuptools-wheel,库, The setuptools wheel, A Python wheel of setuptools to use with venv.
javassist,库, The Java Programming Assistant provides simple Java bytecode manipulation," Javassist enables Java programs to define a new class at runtime and to
modify a class file when the JVM loads it. Unlike other similar
bytecode editors, Javassist provides two levels of API: source level
and bytecode level. If the users use the source-level API, they can
edit a class file without knowledge of the specifications of the Java
bytecode. The whole API is designed with only the vocabulary of the
Java language. You can even specify inserted bytecode in the form of
source text; Javassist compiles it on the fly. On the other hand, the
bytecode-level API allows the users to directly edit a class file as
other editors."
guice-testlib,库, TestLib extension module for Guice," Guice is a lightweight dependency injection framework for Java 5
and above. This package provides TestLib module for Guice."
python3-dnf-plugin-post-transaction-actions,库,Post transaction actions Plugin for DNF ,"Post transaction actions Plugin for DNF, Python 3 version. Plugin runs actions
(shell commands) after transaction is completed. Actions are defined in action
files. "
jss,库, Java Security Services (JSS)," Java Security Services (JSS) is a java native interface which provides a bridge
for java-based applications to use native Network Security Services (NSS).
This only works with gcj. Other JREs require that JCE providers be signed."
python3-imagesize,库, Python module for analyzing image file headers and returning image sizes," The imagesize package parses image file headers and returns the image sizes.

* PNG
* JPEG
* JPEG2000
* GIF

This is a pure Python library."
maven-plugin-tools-javadocs,库, Javadoc for maven-plugin-tools, API documentation for maven-plugin-tools.
autocorr-sr,库, Serbian auto-correction rules, Rules for auto-correcting common Serbian typing errors.
libmusicbrainz5,库, Library for accessing MusicBrainz servers," The MusicBrainz client library allows applications to make metadata
lookup to a MusicBrainz server, generate signatures from WAV data and
create CD Index Disk ids from audio CD roms."
perl-Test-Exception,库, Library of test functions for exception based Perl code," This module provides a few convenience methods for testing exception
based code. It is built with Test::Builder and plays happily with
Test::More and friends."
libXext,库, X.Org X11 libXext runtime library, X.Org X11 libXext runtime library
liburing,库,Linux-native io_uring I/O access library ,"Provides native async IO for the Linux kernel, in a fast and efficient
manner, for both buffered and O_DIRECT. "
hyphen-ca,库, Catalan hyphenation rules, Catalan hyphenation rules.
pciutils-libs,库, Linux PCI library," This package contains a library for inspecting and setting
devices connected to the PCI bus."
libunrar,库, Decompress library for RAR v3 archives," The libunrar library allows programs linking against it to decompress
existing RAR v3 archives."
gdbm,库,A GNU set of database routines which use extensible hashing ,"Gdbm is a GNU database indexing library, including routines which use
extensible hashing.  Gdbm works in a similar way to standard UNIX dbm
routines.  Gdbm is useful for developers who write C applications and
need access to a simple and efficient database or who are building C
applications which will use such a database.

If you're a C developer and your programs need access to simple
database routines, you should install gdbm.  You'll also need to
install gdbm-devel. "
dotnet-sdk-5.0-source-built-artifacts,库, Internal package for building .NET 5.0 Software Development Kit," The .NET source-built archive is a collection of packages needed
to build the .NET SDK itself.

These are not meant for general use."
gcc-python-plugin,库, GCC plugin that embeds Python, Plugins for embedding various versions of Python within GCC
docbook-dtds,库, SGML and XML document type definitions for DocBook," The DocBook Document Type Definition (DTD) describes the syntax of
technical documentation texts (articles, books and manual pages).
This syntax is XML-compliant and is developed by the OASIS consortium.
This package contains SGML and XML versions of the DocBook DTD."
python-srpm-macros,库, RPM macros for building Python source packages, RPM macros for building Python source packages.
libsigc++20,库, Typesafe signal framework for C++," This library implements a full callback system for use in widget libraries,
abstract interfaces, and general programming. Originally part of the Gtk--
widget set, libsigc++20 is now a separate library to provide for more general
use. It is the most complete library of its kind with the ability to connect
an abstract callback to a class method, function, or function object. It
contains adaptor classes for connection of dissimilar callbacks and has an
ease of use unmatched by other C++ callback libraries.

Package GTK-- (gtkmm), which is a C++ binding to the GTK+ library,
starting with version 1.1.2, uses libsigc++20."
perl-Sys-Syslog,库, Perl interface to the UNIX syslog(3) calls," Sys::Syslog is an interface to the UNIX syslog(3) function. Call syslog() with
a string priority and a list of printf() arguments just like at syslog(3)."
libreoffice-langpack-zh-Hans,库, Simplified language pack for LibreOffice, Provides additional Simplified translations and resources for LibreOffice.
python3-freeradius,库, Python 3 support for freeradius, This plugin provides the Python 3 support for the FreeRADIUS server project.
autocorr-nl,库, Dutch auto-correction rules, Rules for auto-correcting common Dutch typing errors.
boost-thread,库, Run-time component of boost thread library," 
Run-time component Boost.Thread library, which provides classes and
functions for managing multiple threads of execution, and for
synchronizing data between the threads or providing separate copies of
data specific to individual threads."
perl-Text-Template,库, Expand template text with embedded Perl," This is a library for generating form letters, building HTML pages, or
filling in templates generally.  A 'template' is a piece of text that
has little Perl programs embedded in it here and there.  When you
'fill in' a template, you evaluate the little programs and replace
them with their values."
boost-graph-openmpi,库, Run-time component of parallel boost graph library," 
Run-time support for the Parallel BGL graph library.  The interface and
graph components are generic, in the same sense as the Standard
Template Library (STL).  This libraries in this package use OpenMPI
back-end to do the parallel work."
hyphen-ta,库, Tamil hyphenation rules, Tamil hyphenation rules.
libreoffice-help-ru,库, Russian help for LibreOffice, Provides Russian help for LibreOffice.
python3-rpm,库,Python 3 bindings for apps which will manipulate RPM packages ,"The python3-rpm package contains a module that permits applications
written in the Python programming language to use the interface
supplied by RPM Package Manager libraries.

This package should be installed if you want to develop Python 3
programs that will manipulate RPM packages and databases. "
texlive-philokalia,库, A font to typeset the Philokalia Books," The philokalia package has been designed to ease the use of the
Philokalia-Regular OpenType font with XeLaTeX. The font started
as a project to digitize the typeface used to typeset the
Philokalia books."
ghc-srpm-macros,库, RPM macros for building Haskell source packages, Macros used when generating Haskell source RPM packages.
httpcomponents-client-javadoc,库, API documentation for httpcomponents-client, API documentation for httpcomponents-client.
autocorr-vi,库, Vietnamese auto-correction rules, Rules for auto-correcting common Vietnamese typing errors.
beust-jcommander,库, Java framework for parsing command line parameters," JCommander is a very small Java framework that makes it trivial to
parse command line parameters (with annotations)."
rpm-build-libs,库, Libraries for building and signing RPM packages," This package contains the RPM shared libraries for building and signing
packages."
python38-pyyaml,库, YAML parser and emitter for Python," YAML is a data serialization format designed for human readability and
interaction with scripting languages.  PyYAML is a YAML parser and
emitter for Python.

PyYAML features a complete YAML 1.1 parser, Unicode support, pickle
support, capable extension API, and sensible error messages.  PyYAML
supports standard YAML tags and provides Python-specific tags that
allow to represent an arbitrary Python object.

PyYAML is applicable for a broad range of tasks from complex
configuration files to object serialization and persistence."
plexus-classworlds-javadoc,库, Javadoc for plexus-classworlds, API documentation for plexus-classworlds.
univocity-parsers,库, Collection of parsers for Java," uniVocity-parsers is a suite of extremely fast and reliable parsers
for Java.  It provides a consistent interface for handling different
file formats, and a solid framework for the development of new
parsers."
libreoffice-langpack-lt,库, Lithuanian language pack for LibreOffice, Provides additional Lithuanian translations and resources for LibreOffice.
java-17-openjdk-src,库, OpenJDK 17 Source Bundle," The java-17-openjdk-src sub-package contains the complete OpenJDK 17
class library source code for use by IDE indexers and debuggers."
fftw-libs-quad,库," FFTW library, quadruple"," This package contains the FFTW library compiled in quadruple
precision."
xmvn-connector-ivy,库, XMvn Connector for Apache Ivy," This package provides XMvn Connector for Apache Ivy, which provides
integration of Apache Ivy with XMvn.  It provides an adapter which
allows XMvn resolver to be used as Ivy resolver."
apr-util-sqlite,库, APR utility library SQLite DBD driver," This package provides the SQLite driver for the apr-util DBD
(database abstraction) interface."
ncurses-base,库, Descriptions of common terminals," This package contains descriptions of common terminals. Other terminal
descriptions are included in the ncurses-term package."
perl-Sub-Uplevel,库, Apparently run a function in a higher stack frame," Like Tcl's uplevel() function, but not quite so dangerous. The idea is
just to fool caller(). All the really naughty bits of Tcl's uplevel()
are avoided."
fipscheck-lib,库, Library files for fipscheck, This package contains the FIPSCheck library.
antlr-C++,库, C++ bindings for antlr2 generated parsers, This package provides a static C++ library for parsers generated by ANTLR2.
openblas-threads64_,库," An optimized BLAS library based on GotoBLAS2, pthreads version"," 
OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD
version. The project is supported by the Lab of Parallel Software and
Computational Science, ISCAS. http://www.rdcps.ac.cn

This package contains the library compiled with threading support and
64-bit interface and a symbol name suffix."
openldap,库, LDAP support libraries," OpenLDAP is an open source suite of LDAP (Lightweight Directory Access
Protocol) applications and development tools. LDAP is a set of
protocols for accessing directory services (usually phone book style
information, but other information is possible) over the Internet,
similar to the way DNS (Domain Name System) information is propagated
over the Internet. The openldap package contains configuration files,
libraries, and documentation for OpenLDAP."
libpcap,库,A system-independent interface for user-level packet capture ,"Libpcap provides a portable framework for low-level network
monitoring.  Libpcap can provide network statistics collection,
security monitoring and network debugging.  Since almost every system
vendor provides a different interface for packet capture, the libpcap
authors created this system-independent API to ease in porting and to
alleviate the need for several system-dependent packet capture modules
in each application.

Install libpcap if you need to do low-level network traffic monitoring
on your network. "
net-snmp-agent-libs,库, The NET-SNMP runtime agent libraries," The net-snmp-agent-libs package contains the runtime agent libraries for shared
binaries and applications."
devhelp-libs,库, Library to embed Devhelp in other applications," Devhelp is an API documentation browser for the GNOME desktop.
This package contains a library that can be used for embedding devhelp
into other applications such as IDEs."
avahi-ui,库, Gtk user interface library for Avahi (Gtk+ 2 version), This library contains a Gtk 2.x widget for browsing services.
avahi-compat-libdns_sd,库, Libraries for Apple Bonjour mDNSResponder compatibility, Libraries for Apple Bonjour mDNSResponder compatibility.
syslinux-tftpboot,库,"SYSLINUX modules in /tftpboot, available for network booting ","All the SYSLINUX/PXELINUX modules directly available for network
booting in the /tftpboot directory. "
python3-kmod,库, Python module to work with kernel modules," Python module to allow listing, loading, and unloading
Linux kernel modules, using libkmod."
libreoffice-help-pl,库, Polish help for LibreOffice, Provides Polish help for LibreOffice.
plexus-resources-javadoc,库, Javadoc for plexus-resources, API documentation for plexus-resources.
gl-manpages,库, OpenGL manpages, OpenGL manpages
perl-XML-Simple,库, Easy API to maintain XML in Perl," The XML::Simple module provides a simple API layer on top of an
underlying XML parsing module (either XML::Parser or one of the SAX2
parser modules)."
qt5-qttools,库, Qt5 - QtTool components, Qt5 - QtTool components.
python3-pcp,库, Performance Co-Pilot (PCP) Python3 bindings and documentation," This python PCP module contains the language bindings for
Performance Metric API (PMAPI) monitor tools and Performance
Metric Domain Agent (PMDA) collector tools written in Python3."
rubygem-bundler,库, Library and utilities to manage a Ruby application's gem dependencies," Bundler manages an application's dependencies through its entire life, across
many machines, systematically and repeatably."
php-snmp,库, A module for PHP applications that query SNMP-managed devices," The php-snmp package contains a dynamic shared object that will add
support for querying SNMP devices to PHP.  PHP is an HTML-embeddable
scripting language. If you need SNMP support for PHP applications, you
will need to install this package and the php package."
python3-pluggy,库, The plugin manager stripped of pytest specific details., The plugin manager stripped of pytest specific details.
libgpg-error,库, Library for error values used by GnuPG components," This is a library that defines common error values for all GnuPG
components.  Among these are GPG, GPGSM, GPGME, GPG-Agent, libgcrypt,
pinentry, SmartCard Daemon and possibly more in the future."
liblangtag-data,库, liblangtag data files, The liblangtag-data package contains data files for liblangtag.
libknet1-compress-plugins-all,库, Libknet1 compress plugins meta package, meta package to install all of libknet1 compress plugins
java-1.8.0-openjdk-src,库, OpenJDK 8 Source Bundle," The java-1.8.0-openjdk-src sub-package contains the complete OpenJDK 8
class library source code for use by IDE indexers and debuggers."
xml-commons-apis-javadoc,库, Javadoc for xml-commons-apis, Javadoc for xml-commons-apis.
qt5-qt3d-examples,库, Programming examples for qt5-qt3d, Programming examples for qt5-qt3d.
perl-Devel-SelfStubber,库, Generate stubs for a SelfLoading module," Devel::SelfStubber prints the stubs you need to put in the module before the
__DATA__ token (or you can get it to print the entire module with stubs
correctly placed). The stubs ensure that if a method is called, it will get
loaded. They are needed specifically for inherited autoloaded methods."
libtevent,库, The tevent library," Tevent is an event system based on the talloc memory management library.
Tevent has support for many event types, including timers, signals, and
the classic file descriptor events.
Tevent also provide helpers to deal with asynchronous code providing the
tevent_req (Tevent Request) functions."
python3-brotli,库, Lossless compression algorithm (python 3)," Brotli is a generic-purpose lossless compression algorithm that compresses
data using a combination of a modern variant of the LZ77 algorithm, Huffman
coding and 2nd order context modeling, with a compression ratio comparable
to the best currently available general-purpose compression methods.
It is similar in speed with deflate but offers more dense compression.
This package installs a Python 3 module."
python38-tkinter,库, A GUI toolkit for Python," The Tkinter (Tk interface) library is a graphical user interface toolkit for
the Python programming language."
python3-httplib2,库, A comprehensive HTTP client library," A comprehensive HTTP client library that supports many features left out of
other HTTP libraries."
hyphen,库, A text hyphenation library, Hyphen is a library for high quality hyphenation and justification.
libreoffice-graphicfilter,库, LibreOffice Extra Graphic filters," The graphicfilter module for LibreOffice provides graphic filters, e.g. svg and
flash filters."
java-11-alibaba-dragonwell-jmods-fastdebug,库, Alibaba Dragonwell11 Runtime Environment jmods fastdebug, Alibaba Dragonwell11 Runtime Environment jmods fastdebug
libsecret,库,Library for storing and retrieving passwords and other secrets ,"libsecret is a library for storing and retrieving passwords and other secrets.
It communicates with the ""Secret Service"" using DBus. gnome-keyring and
KSecretService are both implementations of a Secret Service. "
libsmbclient,库, The SMB client library, The libsmbclient contains the SMB client library from the Samba suite.
texlive-babelbib,库, Multilingual bibliographies," This package enables to generate multilingual bibliographies in
cooperation with babel. Two approaches are possible: Each
citation may be written in another language, or the whole
bibliography can be typeset in a language chosen by the user.
In addition, the package supports commands to change the
typography of the bibliographies."
qgnomeplatform,库, Qt Platform Theme aimed to accommodate Gnome settings," QGnomePlatform is a Qt Platform Theme aimed to accommodate as much of
GNOME settings as possibleand utilize them in Qt applications without
modifying them - making them fit into the environment as well as possible."
perl-Filter-Simple,库, Simplified Perl source filtering," The Filter::Simple Perl module provides a simplified interface to
Filter::Util::Call; one that is sufficient for most common cases."
glassfish-jsp-api-javadoc,库, API documentation for glassfish-jsp-api, API documentation for glassfish-jsp-api.
perl-Module-CoreList,库, What modules are shipped with versions of perl," Module::CoreList provides information on which core and dual-life modules
are shipped with each version of perl."
libgomp,库, GCC OpenMP v4.5 shared support library," This package contains GCC shared support library which is needed
for OpenMP v4.5 support."
felix-osgi-compendium,库, Felix OSGi R4 Compendium Bundle, OSGi Service Platform Release 4 Compendium Interfaces and Classes.
xapian-core,库, The Xapian Probabilistic Information Retrieval Library," Xapian is an Open Source Probabilistic Information Retrieval Library. It
offers a highly adaptable toolkit that allows developers to easily add advanced
indexing and search facilities to applications"
clutter-gst2,库, GStreamer integration for Clutter," Clutter is an open source software library for creating fast, visually
rich and animated graphical user interfaces.

Clutter GStreamer enables the use of GStreamer with Clutter."
nodejs-full-i18n,库, Non-English locale data for Node.js," Optional data files to provide full-icu support for Node.js. Remove this
package to save space if non-English locales are not needed."
golang-github-lofanmi-pinyin,库, lofanmi-pinyin, go-pinyin
libreoffice-data,库, LibreOffice data files, libreoffice-data contains platform-independent data files.
fcitx-qt5,库, Fcitx IM module for Qt5, This package provides Fcitx Qt5 input context.
plexus-io,库, Plexus IO Components," Plexus IO is a set of plexus components, which are designed for use
in I/O operations."
httpcomponents-project,库, Common POM file for HttpComponents," Common Maven POM  file for HttpComponents. This project should be
required only for building dependant packages with Maven. Please don't
use it as runtime requirement."
python3-s3transfer,库, An Amazon S3 Transfer Manager, S3transfer is a Python library for managing Amazon S3 transfers.
lua-lunit,库, Unit testing framework for Lua," Lunit is a unit testing framework for lua, written in lua.

Lunit provides 26 assert functions, and a few misc functions for usage
in an easy unit testing framework.

Lunit comes with a test suite to test itself. The testsuite consists
of approximately 710 assertions."
libreoffice-help-lt,库, Lithuanian help for LibreOffice, Provides Lithuanian help for LibreOffice.
libqhull_p,库, libqhull_p, libqhull_p
jetty-security,库, security module for Jetty," 
Jetty is a 100% Java HTTP Server and Servlet Container. This means that you
do not need to configure and run a separate web server (like Apache) in order
to use Java, servlets and JSPs to generate dynamic content. Jetty is a fully
featured web server for static and dynamic content. Unlike separate
server/container solutions, this means that your web server and web
application run in the same process, without interconnection overheads
and complications. Furthermore, as a pure java component, Jetty can be simply
included in your application for demonstration, distribution or deployment.
Jetty is available on all Java supported platforms.

This package contains security module for Jetty."
libreoffice-langpack-nb,库, Bokmal language pack for LibreOffice, Provides additional Bokmal translations and resources for LibreOffice.
libreoffice-langpack-sr,库, Serbian language pack for LibreOffice, Provides additional Serbian translations and resources for LibreOffice.
java-17-openjdk-demo-fastdebug,库, OpenJDK 17 Demos optimised with full debugging on," The OpenJDK 17 demos.
This package is optimised with full debugging. Install only as needed and remove ASAP."
device-mapper-multipath-libs,库, The device-mapper-multipath modules and shared library," The device-mapper-multipath-libs provides the path checker
and prioritizer modules. It also contains the libmpathpersist and
libmpathcmd shared libraries, as well as multipath's internal library,
libmultipath."
libgnomekbd,库, A keyboard configuration library," The libgnomekbd package contains a GNOME library which manages
keyboard configuration and offers various widgets related to
keyboard configuration."
libX11-common,库, Common data for libX11, libX11 common data
python3-tevent,库, Python 3 bindings for the Tevent library, Python 3 bindings for libtevent
plexus-i18n,库, Plexus I18N Component," The Plexus project seeks to create end-to-end developer tools for
writing applications. At the core is the container, which can be
embedded or for a full scale application server. There are many
reusable components for hibernate, form processing, jndi, i18n,
velocity, etc. Plexus also includes an application server which
is like a J2EE application server, without all the baggage."
autocorr-hr,库, Croatian auto-correction rules, Rules for auto-correcting common Croatian typing errors.
os-maven-plugin,库, Maven plugin for generating platform-dependent properties," os-maven-plugin is a Maven extension/plugin that generates various
useful platform-dependent project properties normalized from
${os.name} and ${os.arch}.

${os.name} and ${os.arch} are often subtly different between JVM and
operating system versions or they sometimes contain machine-unfriendly
characters such as whitespaces. This plugin tries to remove such
fragmentation so that you can determine the current operating system
and architecture reliably."
