name,label,summary,description,predict
net-snmp,应用, A collection of SNMP protocol tools and libraries," SNMP (Simple Network Management Protocol) is a protocol used for
network management. The NET-SNMP project includes various SNMP tools:
an extensible agent, an SNMP library, tools for requesting or setting
information from SNMP agents, tools for generating and handling SNMP
traps, a version of the netstat command which uses SNMP, and a Tk/Perl
mib browser. This package contains the snmpd and snmptrapd daemons,
documentation, etc.

You will probably also want to install the net-snmp-utils package,
which contains NET-SNMP utilities.",应用
NetworkManager-cloud-setup,系统, Automatically configure NetworkManager in cloud," Installs a nm-cloud-setup tool that can automatically configure
NetworkManager in cloud setups. Currently only EC2 is supported.
This tool is still experimental.",系统
NetworkManager-config-server,系统,"NetworkManager config file for ""server-like"" defaults ","This adds a NetworkManager configuration file to make it behave more
like the old ""network"" service. In particular, it stops NetworkManager
from automatically running DHCP on unconfigured ethernet devices, and
allows connections with static IP addresses to be brought up even on
ethernet devices with no carrier.

This package is intended to be installed by default for server
deployments. ",系统
NetworkManager-dispatcher-routing-rules,系统,NetworkManager dispatcher file for advanced routing rules ,"This adds a NetworkManager dispatcher file to support networking
configurations using ""/etc/sysconfig/network-scripts/rule-NAME"" files
(eg, to do policy-based routing). ",系统
nfs-utils,系统,NFS utilities and supporting clients and daemons for the kernel NFS server ,"The nfs-utils package provides various utilities for use with NFS
clients and servers. ",系统
python3-nftables,系统, Python module providing an interface to libnftables, The nftables python module provides an interface to libnftables via ctypes.,系统
nginx-mod-http-image-filter,应用, Nginx HTTP image filter module, Nginx HTTP image filter module.,应用
nginx-mod-mail,应用, Nginx mail modules, Nginx mail modules.,应用
ninja-build,应用, A small build system with a focus on speed," Ninja is a small build system with a focus on speed. It differs from other
build systems in two major respects: it is designed to have its input files
generated by a higher-level build system, and it is designed to run builds as
fast as possible.",应用
python3-nispor,应用, API for network status querying," 
This package contains python3 binding of nispor.",应用
perl-NKF,应用, Perl extension for Network Kanji Filter," This is a Perl Extension version of nkf (Network Kanji Filter).
It converts the last argument and return converted result.
Conversion details are specified by flags before the last argument.",系统
nmap,系统, Network exploration tool and security scanner," Nmap is a utility for network exploration or security auditing.  It supports
ping scanning (determine which hosts are up), many port scanning techniques
(determine what services the hosts are offering), and TCP/IP fingerprinting
(remote host operating system identification). Nmap also offers flexible target
and port specification, decoy scanning, determination of TCP sequence
predictability characteristics, reverse-identd scanning, and more. In addition
to the classic command-line nmap executable, the Nmap suite includes a flexible
data transfer, redirection, and debugging tool (netcat utility ncat), a utility
for comparing scan results (ndiff), and a packet generation and response
analysis tool (nping).",系统
nmstate,系统, Declarative network manager API," Nmstate is a library with an accompanying command line tool that manages host
networking settings in a declarative manner and aimed to satisfy enterprise
needs to manage host networking through a northbound declarative API and multi
provider support on the southbound.",系统
nmstate-libs,系统, C binding of nmstate, This package contains the C binding of nmstate.,应用
nodejs-nodemon,应用, Simple monitor script for use during development of a node.js app," Simple monitor script for use during development of a node.js app.

For use during development of a node.js based application.

nodemon will watch the files in the directory in which nodemon
was started, and if any files change, nodemon will automatically
restart your node application.

nodemon does not require any changes to your code or method of
development. nodemon simply wraps your node application and keeps
an eye on any files that have changed. Remember that nodemon is a
replacement wrapper for node, think of it as replacing the word ""node""
on the command line when you run your script.",系统
nss-pam-ldapd,系统, An nsswitch module which uses directory servers," The nss-pam-ldapd daemon, nslcd, uses a directory server to look up name
service information (users, groups, etc.) on behalf of a lightweight
nsswitch module.",系统
numactl-libs,系统, libnuma libraries," numactl-libs provides libnuma, a library to do allocations with
NUMA policy in applications.",系统
python39-numpy-f2py,应用, f2py for numpy, This package includes a version of f2py that works properly with NumPy.,应用
nvmetcli,系统,An adminstration shell for NVMe storage targets ,"This package contains the command line interface to the NVMe over Fabrics
nvmet in the Linux kernel.  It allows configuring the nvmet interactively
as well as saving / restoring the configuration to / from a json file. ",系统
objenesis,应用, A library for instantiating Java objects," Objenesis is a small Java library that serves one purpose: to instantiate
a new object of a particular class.
Java supports dynamic instantiation of classes using Class.newInstance();
however, this only works if the class has an appropriate constructor. There
are many times when a class cannot be instantiated this way, such as when
the class contains constructors that require arguments, that have side effects,
and/or that throw exceptions. As a result, it is common to see restrictions
in libraries stating that classes must require a default constructor.
Objenesis aims to overcome these restrictions by bypassing the constructor
on object instantiation. Needing to instantiate an object without calling
the constructor is a fairly specialized task, however there are certain cases
when this is useful:
* Serialization, Remoting and Persistence - Objects need to be instantiated
  and restored to a specific state, without invoking code.
* Proxies, AOP Libraries and Mock Objects - Classes can be sub-classed without
  needing to worry about the super() constructor.
* Container Frameworks - Objects can be dynamically instantiated in
  non-standard ways.",应用
objenesis-javadoc,应用, Javadoc for objenesis, This package contains the API documentation for objenesis.,应用
ocaml,应用, OCaml compiler and programming environment," OCaml is a high-level, strongly-typed, functional and object-oriented
programming language from the ML family of languages.

This package comprises two batch compilers (a fast bytecode compiler
and an optimizing native-code compiler), an interactive toplevel system,
parsing tools (Lex,Yacc), a replay debugger, a documentation generator,
and a comprehensive library.",应用
ocaml-cppo,应用, Equivalent of the C preprocessor for OCaml programs," Cppo is an equivalent of the C preprocessor targeted at the OCaml
language and its variants.

The main purpose of cppo is to provide a lightweight tool for simple
macro substitution (锛_efine) and file inclusion (锛_nclude) for the
occasional case when this is useful in OCaml. Processing specific
sections of files by calling external programs is also possible via
锛_xt directives.

The implementation of cppo relies on the standard library of OCaml and
on the standard parsing tools Ocamllex and Ocamlyacc, which contribute
to the robustness of cppo across OCaml versions.",应用
ocaml-extlib,应用, OCaml ExtLib additions to the standard library," ExtLib is a project aiming at providing a complete - yet small -
standard library for the OCaml programming language. The purpose of
this library is to add new functions to OCaml Standard Library
modules, to modify some functions in order to get better performances
or more safety (tail-recursive) but also to provide new modules which
should be useful for the average OCaml programmer.",应用
oceanbase-ce,应用, OceanBase CE is a distributed relational database, OceanBase CE is a distributed relational database,应用
oci-seccomp-bpf-hook,应用, OCI Hook to generate seccomp json files based on EBF syscalls used by container," OCI Hook to generate seccomp json files based on EBF syscalls used by container
oci-seccomp-bpf-hook provides a library for applications looking to use
the Container Pod concept popularized by Kubernetes.",应用
oddjob,应用, A D-Bus service which runs odd jobs on behalf of client applications," oddjob is a D-Bus service which performs particular tasks for clients which
connect to it and issue requests using the system-wide message bus.",应用
ongres-scram-client,应用, Client for ongres-scram, This package contains the client for ongres-scram,应用
opa-address-resolution,应用,OPA Address Resolution manager ,"This package contains the ibacm distributed SA provider (dsap) for
name and address resolution on OPA platform. It also contains the
library and tools to access the shared memory database exported
by dsap. ",系统
opa-basic-tools,应用, OPA management level tools and scripts, Contains basic tools for fabric management necessary on all compute nodes.,系统
opa-libopamgt,应用,Omni-Path management API library ,"This package contains the library necessary to build applications
that interface with an Omni-Path FM. ",应用
openal-soft,应用, Open Audio Library," OpenAL Soft is a cross-platform software implementation of the OpenAL 3D
audio API. It's built off of the open-sourced Windows version available
originally from the SVN repository at openal.org. OpenAL provides
capabilities for playing audio in a virtual 3d environment. Distance
attenuation, doppler shift, and directional sound emitters are among
the features handled by the API. More advanced effects, including air
absorption, low-pass filters, and reverb, are available through the
EFX extension. It also facilitates streaming audio, multi-channel buffers,
and audio capture.",应用
openblas,应用, An optimized BLAS library based on GotoBLAS2," 
OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD
version. The project is supported by the Lab of Parallel Software and
Computational Science, ISCAS. http://www.rdcps.ac.cn",应用
openblas-Rblas,应用, A version of OpenBLAS for R to use as libRblas," 
OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD
version. The project is supported by the Lab of Parallel Software and
Computational Science, ISCAS. http://www.rdcps.ac.cn",应用
openblas-serial64_,应用," An optimized BLAS library based on GotoBLAS2, serial version"," 
OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD
version. The project is supported by the Lab of Parallel Software and
Computational Science, ISCAS. http://www.rdcps.ac.cn

This package contains the sequential library compiled with a 64-bit
interface and a symbol name suffix.",应用
openblas-srpm-macros,应用, OpenBLAS architecture macros, OpenBLAS architecture macros.,系统
opencl-filesystem,应用, OpenCL filesystem layout, This package provides some directories required by packages which use OpenCL.,系统
opencryptoki,应用,Implementation of the PKCS#11 (Cryptoki) specification v3.0 ,"Opencryptoki implements the PKCS#11 specification v2.20 for a set of
cryptographic hardware, such as IBM 4764 and 4765 crypto cards, and the
Trusted Platform Module (TPM) chip. Opencryptoki also brings a software
token implementation that can be used without any cryptographic
hardware.
This package contains the Slot Daemon (pkcsslotd) and general utilities. ",应用
opencryptoki-icsftok,应用,ICSF token support for opencryptoki ,"Opencryptoki implements the PKCS#11 specification v2.20 for a set of
cryptographic hardware, such as IBM 4764 and 4765 crypto cards, and the
Trusted Platform Module (TPM) chip. Opencryptoki also brings a software
token implementation that can be used without any cryptographic
hardware.
This package brings the necessary libraries and files to support
ICSF token in the opencryptoki stack. ",应用
opencv-contrib,应用, OpenCV contributed functionality," This package is intended for development of so-called ""extra"" modules, contributed
functionality. New modules quite often do not have stable API, and they are not
well-tested. Thus, they shouldn't be released as a part of official OpenCV
distribution, since the library maintains binary compatibility, and tries
to provide decent performance and stability.",应用
opendnssec,应用, DNSSEC key and zone management software," OpenDNSSEC was created as an open-source turn-key solution for DNSSEC.
It secures zone data just before it is published in an authoritative
name server. It requires a PKCS#11 crypto module library, such as softhsm",系统
OpenEXR-libs,系统, OpenEXR runtime libraries, OpenEXR runtime libraries.,应用
openhpi-libs,应用, The system libraries for the OpenHPI project, The system libraries for the OpenHPI project.,应用
OpenIPMI-lanserv,系统,Emulates an IPMI network listener ,This package contains a network IPMI listener. ,应用
OpenIPMI-libs,系统, The OpenIPMI runtime libraries," The OpenIPMI-libs package contains the runtime libraries for shared binaries
and applications.",应用
OpenIPMI-perl,系统,IPMI Perl language bindings ,The OpenIPMI-perl package contains the Perl language bindings for OpenIPMI. ,系统
openjade,应用, A DSSSL implementation," OpenJade is an implementation of the ISO/IEC 10179:1996 standard DSSSL
(Document Style Semantics and Specification Language). OpenJade is
based on James Clark's Jade implementation of DSSSL. OpenJade is a
command-line application and a set of components. The DSSSL engine
inputs an SGML or XML document and can output a variety of formats:
XML, RTF, TeX, MIF (FrameMaker), SGML, or XML.",应用
openjpeg2-devel-docs,应用, Developer documentation for OpenJPEG 2," The openjpeg2-devel-docs package contains documentation files for developing
applications that use OpenJPEG 2.",应用
openldap-clients,系统,LDAP client utilities ,"OpenLDAP is an open-source suite of LDAP (Lightweight Directory Access
Protocol) applications and development tools. LDAP is a set of
protocols for accessing directory services (usually phone book style
information, but other information is possible) over the Internet,
similar to the way DNS (Domain Name System) information is propagated
over the Internet. The openldap-clients package contains the client
programs needed for accessing and modifying OpenLDAP directories. ",应用
openldap-servers,系统, LDAP server," OpenLDAP is an open-source suite of LDAP (Lightweight Directory Access
Protocol) applications and development tools. LDAP is a set of
protocols for accessing directory services (usually phone book style
information, but other information is possible) over the Internet,
similar to the way DNS (Domain Name System) information is propagated
over the Internet. This package contains the slapd server and related files.",系统
hyphen-cs,应用, Czech hyphenation rules, Czech hyphenation rules.,应用
openpgm,应用, An implementation of the PGM reliable multicast protocol," OpenPGM is an open source implementation of the Pragmatic General
Multicast (PGM) specification in RFC 3208.",应用
opensc,应用,Smart card library and applications ,"OpenSC provides a set of libraries and utilities to work with smart cards. Its
main focus is on cards that support cryptographic operations, and facilitate
their use in security applications such as authentication, mail encryption and
digital signatures. OpenSC implements the PKCS#11 API so applications
supporting this API (such as Mozilla Firefox and Thunderbird) can use it. On
the card OpenSC implements the PKCS#15 standard and aims to be compatible with
every software/card that does so, too. ",应用
openscap,应用, Set of open source libraries enabling integration of the SCAP line of standards," OpenSCAP is a set of open source libraries providing an easier path
for integration of the SCAP line of standards. SCAP is a line of standards
managed by NIST with the goal of providing a standard language
for the expression of Computer Network Defense related information.",应用
openscap-engine-sce,应用, Script Check Engine plug-in for OpenSCAP," The Script Check Engine is non-standard extension to SCAP protocol. This
engine allows content authors to avoid OVAL language and write their assessment
commands using a scripting language (Bash, Perl, Python, Ruby, ...).",应用
openscap-utils,应用, OpenSCAP Utilities," The openscap-utils package contains command-line tools build on top
of OpenSCAP library. Historically, openscap-utils included oscap
tool which is now separated to openscap-scanner sub-package.",应用
opensm,应用,OpenIB InfiniBand Subnet Manager and management utilities ,"OpenSM is the OpenIB project's Subnet Manager for Infiniband networks.
The subnet manager is run as a system daemon on one of the machines in
the infiniband fabric to manage the fabric's routing state.  This package
also contains various tools for diagnosing and testing Infiniband networks
that can be used from any machine and do not need to be run on a machine
running the opensm daemon. ",应用
openssh-askpass,系统, A passphrase dialog for OpenSSH and X," OpenSSH is a free version of SSH (Secure SHell), a program for logging
into and executing commands on a remote machine. This package contains
an X11 passphrase dialog for OpenSSH.",应用
openssh-server,系统,An open source SSH server daemon ,"OpenSSH is a free version of SSH (Secure SHell), a program for logging
into and executing commands on a remote machine. This package contains
the secure shell daemon (sshd). The sshd daemon allows SSH clients to
securely connect to your SSH server. ",应用
open-vm-tools-desktop,应用, User experience components for Open Virtual Machine Tools," This package contains only the user-space programs and libraries of
open-vm-tools that are essential for improved user experience of VMware virtual
machines.",应用
open-vm-tools-sdmp,应用, Service Discovery components for Open Virtual Machine Tools," This package contains only the user-space programs and utility scripts of
open-vm-tools that are essential for performing service discovery in VMware
virtual machines by vRealize Operations Service Discovery Management Pack.",应用
openwsman-server,应用, Openwsman Server and service libraries, Openwsman Server and service libraries.,应用
opus,应用, An audio codec for use in low-delay speech and audio communication," The Opus codec is designed for interactive speech and audio transmission over
the Internet. It is designed by the IETF Codec Working Group and incorporates
technology from Skype's SILK codec and Xiph.Org's CELT codec.",应用
orc,应用, The Oil Run-time Compiler," Orc is a library and set of tools for compiling and executing
very simple programs that operate on arrays of data.  The ""language""
is a generic assembly language that represents many of the features
available in SIMD architectures, including saturated addition and
subtraction, and many arithmetic operations.",应用
orc-compiler,应用, Orc compiler," The Orc compiler, to produce optimized code.",应用
orca,应用, Assistive technology for people with visual impairments," Orca is a screen reader that provides access to the graphical desktop via
user-customizable combinations of speech and/or braille. Orca works with
applications and toolkits that support the assistive technology service
provider interface (AT-SPI), e.g. the GNOME desktop.",应用
osbuild-composer,系统, An image building service based on osbuild," 
A service for building customized OS artifacts, such as VM images and OSTree
commits, that uses osbuild under the hood. Besides building images for local
usage, it can also upload images directly to cloud.

It is compatible with composer-cli and cockpit-composer clients.",系统
osbuild-composer-core,系统, The core osbuild-composer binary, The core osbuild-composer binary. This is suitable both for spawning in containers and by systemd.,应用
osbuild-composer-worker,系统, The worker for osbuild-composer, The worker for osbuild-composer,应用
ostree-grub2,系统, GRUB2 integration for OSTree, GRUB2 integration for OSTree,系统
overpass-mono-fonts,其它, Monospace version of overpass fonts," Free and open source typeface based on the U.S. interstate highway road signage
type system. This is the monospace family variant.",其它
owasp-java-encoder-javadoc,应用, Javadoc for owasp-java-encoder, Javadoc for owasp-java-encoder.,应用
p11-kit,系统, Library for loading and sharing PKCS#11 modules," p11-kit provides a way to load and enumerate PKCS#11 modules, as well
as a standard configuration setup for installing PKCS#11 modules in
such a way that they're discoverable.",系统
p11-kit-server,系统,Server and client commands for p11-kit ,"The p11-kit-server package contains command line tools that enable to
export PKCS#11 modules through a Unix domain socket.  Note that this
feature is still experimental. ",系统
pacemaker-cli,系统, Command line tools for controlling Pacemaker clusters," Pacemaker is an advanced, scalable High-Availability cluster resource
manager.

The pacemaker-cli package contains command line tools that can be used
to query and control the cluster from machines that may, or may not,
be part of the cluster.",系统
pacemaker-cluster-libs,系统, Cluster Libraries used by Pacemaker," Pacemaker is an advanced, scalable High-Availability cluster resource
manager.

The pacemaker-cluster-libs package contains cluster-aware shared
libraries needed for nodes that will form part of the cluster nodes.",应用
pangomm,应用, C++ interface for Pango," pangomm provides a C++ interface to the Pango library. Highlights
include typesafe callbacks, widgets extensible via inheritance and a
comprehensive set of widget classes that can be freely combined to
quickly create complex user interfaces.",应用
papi,应用, Performance Application Programming Interface," PAPI provides a programmer interface to monitor the performance of
running programs.",应用
papi-libs,应用, Libraries for PAPI clients," This package contains the run-time libraries for any application that wishes
to use PAPI.",应用
paps-libs,应用, Libraries for paps," paps is a PostScript converter from plain text file using Pango.

This package contains the library for paps.",应用
paratype-pt-sans-fonts,其它, A pan-Cyrillic typeface," 
The PT Sans family was developed as part of the __ublic Types of Russian
Federation_ project. This project aims at enabling the peoples of Russia to
read and write their native languages, using free/libre fonts. It is
dedicated to the 300-year anniversary of the Russian civil type invented by
Peter the Great from 1708 to 1710, and was realized with financial support
from the Russian Federal Agency for Press and Mass Communications.

The fonts include support for all 54 title鹿 languages of the Russian
Federation as well as more common Western, Central European and Cyrillic
blocks making them unique and a very important tool for modern digital
communications.

PT Sans is a grotesque font based on Russian type designs of the second part
of the 20th century. However, it also includes very distinctive features of
modern humanistic design, fulfilling present day aesthetic and functional
requirements.

It was designed by Alexandra Korolkova, Olga Umpeleva and Vladimir Yefimov
and released by ParaType.

鹿 A __itle_ language is named after an ethnic group.

This package includes the four basic styles and two narrows styles for
economic setting.",其它
parted,系统,The GNU disk partition manipulation program ,"The GNU Parted program allows you to create, destroy, resize, move,
and copy hard disk partitions. Parted can be used for creating space
for new operating systems, reorganizing disk usage, and copying data
to new hard disks. ",系统
pciutils,系统, PCI bus related utilities," The pciutils package contains various utilities for inspecting and
setting devices connected to the PCI bus.",系统
pcp,系统, System-level performance monitoring and performance management," Performance Co-Pilot (PCP) provides a framework and services to support
system-level performance monitoring and performance management.

The PCP open source release provides a unifying abstraction for all of
the interesting performance data in a system, and allows client
applications to easily retrieve and process any subset of that data.",系统
pcp-import-sar2pcp,系统, Performance Co-Pilot tools for importing sar data into PCP archive logs," Performance Co-Pilot (PCP) front-end tools for importing sar data
into standard PCP archive logs for replay with any PCP monitoring tool.",系统
pcp-pmda-apache,系统, Performance Co-Pilot (PCP) metrics for the Apache webserver," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the Apache webserver.",系统
pcp-pmda-bpftrace,系统, Performance Co-Pilot (PCP) metrics from bpftrace scripts," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
extracting performance metrics from bpftrace scripts.",系统
pcp-pmda-cifs,系统, Performance Co-Pilot (PCP) metrics for the CIFS protocol," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the Common Internet Filesytem.",系统
pcp-pmda-docker,系统, Performance Co-Pilot (PCP) metrics from the Docker daemon," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics using the Docker daemon REST API.",系统
pcp-pmda-ds389log,系统, Performance Co-Pilot (PCP) metrics for 389 Directory Server Loggers," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics from a 389 Directory Server log.",系统
pcp-pmda-gpfs,系统, Performance Co-Pilot (PCP) metrics for GPFS Filesystem," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the GPFS filesystem.",系统
pcp-pmda-json,系统, Performance Co-Pilot (PCP) metrics for JSON data," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics output in JSON.",系统
pcp-pmda-libvirt,系统, Performance Co-Pilot (PCP) metrics from virtual machines," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
extracting virtualisation statistics from libvirt about behaviour of guest
and hypervisor machines.",系统
pcp-pmda-lio,系统, Performance Co-Pilot (PCP) metrics for the LIO subsystem," This package provides a PMDA to gather performance metrics from the kernels
iSCSI target interface (LIO). The metrics are stored by LIO within the Linux
kernels configfs filesystem. The PMDA provides per LUN level stats, and a
summary instance per iSCSI target, which aggregates all LUN metrics within the
target.",系统
pcp-pmda-lustrecomm,系统, Performance Co-Pilot (PCP) metrics for the Lustre Filesytem Comms," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the Lustre Filesystem Comms.",系统
pcp-pmda-mongodb,系统, Performance Co-Pilot (PCP) metrics for MongoDB," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics from MongoDB.",系统
pcp-pmda-mysql,系统, Performance Co-Pilot (PCP) metrics for MySQL," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the MySQL database.",系统
pcp-pmda-named,系统, Performance Co-Pilot (PCP) metrics for Named," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the Named nameserver.",系统
pcp-pmda-netcheck,系统, Performance Co-Pilot (PCP) metrics for simple network checks," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics from simple network checks.",系统
pcp-pmda-netfilter,系统, Performance Co-Pilot (PCP) metrics for Netfilter framework," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the Netfilter packet filtering framework.",系统
pcp-pmda-news,系统, Performance Co-Pilot (PCP) metrics for Usenet News," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about Usenet News.",系统
pcp-pmda-openmetrics,系统, Performance Co-Pilot (PCP) metrics from OpenMetrics endpoints," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
extracting metrics from OpenMetrics (https://openmetrics.io/) endpoints.",系统
pcp-pmda-pdns,系统, Performance Co-Pilot (PCP) metrics for PowerDNS," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the PowerDNS.",系统
pcp-pmda-perfevent,系统, Performance Co-Pilot (PCP) metrics for hardware counters," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting hardware counters statistics through libpfm.",系统
pcp-pmda-postgresql,系统, Performance Co-Pilot (PCP) metrics for PostgreSQL," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the PostgreSQL database.",系统
pcp-pmda-rsyslog,系统, Performance Co-Pilot (PCP) metrics for Rsyslog," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about Rsyslog.",系统
pcp-pmda-statsd,系统, Performance Co-Pilot (PCP) metrics from statsd," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting statistics from the statsd daemon.",系统
pcp-pmda-summary,系统, Performance Co-Pilot (PCP) summary metrics from pmie," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about other installed PMDAs.",系统
pcp-pmda-zswap,系统, Performance Co-Pilot (PCP) metrics for compressed swap," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about compressed swap.",系统
pcp-testsuite,系统, Performance Co-Pilot (PCP) test suite, Quality assurance test suite for Performance Co-Pilot (PCP).,应用
perl-PCP-LogImport,系统, Performance Co-Pilot (PCP) Perl bindings for importing external data into PCP archives," The PCP::LogImport module contains the Perl language bindings for
importing data in various 3rd party formats into PCP archives so
they can be replayed with standard PCP monitoring tools.",系统
python3-pcp,系统, Performance Co-Pilot (PCP) Python3 bindings and documentation," This python PCP module contains the language bindings for
Performance Metric API (PMAPI) monitor tools and Performance
Metric Domain Agent (PMDA) collector tools written in Python3.",系统
pcre2-tools,系统, Auxiliary utilities for pcre2, Utilities demonstrating PCRE2 capabilities like pcre2grep or pcre2test.,系统
pcre2-utf16,系统,UTF-16 variant of PCRE2 ,This is PCRE2 library working on UTF-16 strings. ,应用
pcre2-utf32,系统,UTF-32 variant of PCRE2 ,This is PCRE2 library working on UTF-32 strings. ,应用
pentaho-libxml,应用, Namespace aware SAX-Parser utility library," Pentaho LibXML is a namespace aware SAX-Parser utility library. It eases the
pain of implementing non-trivial SAX input handlers.",应用
pentaho-reporting-flow-engine,应用, Pentaho Flow Reporting Engine," Pentaho Reporting Flow Engine is a free Java report library, formerly
known as 'JFreeReport'",应用
perl-ExtUtils-Embed,系统, Utilities for embedding Perl in C/C++ applications, Utilities for embedding Perl in C/C++ applications.,系统
perl-interpreter,系统, Standalone executable Perl interpreter," This is a Perl interpreter as a standalone executable /usr/bin/perl
required for handling Perl scripts. It does not provide all the other Perl
modules or tools.

Install this package if you want to program in Perl or enable your system to
handle Perl scripts with /usr/bin/perl interpreter.

If your script requires some Perl modules, you can install them with
""perl(MODULE)"" where ""MODULE"" is a name of required module. E.g. install
""perl(Test::More)"" to make Test::More Perl module available.

If you need all the Perl modules that come with upstream Perl sources, so
called core modules, install perl package.

If you only need perl run-time as a shared library, i.e. Perl interpreter
embedded into another application, the only essential package is perl-libs.

Perl header files can be found in perl-devel package.

Perl utils like ""h2ph"" or ""perlbug"" can be found in perl-utils package.

Perl debugger, usually invoked with ""perl -d"", is available in perl-debugger
package.",系统
perl-libnetcfg,系统, Configure libnet, The libnetcfg utility can be used to configure the libnet.,系统
perl-Memoize,系统, Transparently speed up functions by caching return values," Memoizing a function makes it faster by trading space for time. It does
this by caching the return values of the function in a table. If you call
the function again with the same arguments, memoize jumps in and gives
you the value out of the table, instead of letting the function compute
the value all over again.",系统
perl-Net-Ping,系统, Check a remote host for reachability," Net::Ping module contains methods to test the reachability of remote hosts on
a network.",系统
perl-Test,系统, Simple framework for writing test scripts," The Test Perl module simplifies the task of writing test files for Perl modules,
such that their output is in the format that Test::Harness expects to see.",系统
perl-Time-Piece,系统, Time objects from localtime and gmtime," The Time::Piece module replaces the standard localtime and gmtime functions
with implementations that return objects.  It does so in a backwards compatible
manner, so that using localtime or gmtime as documented in perlfunc still
behave as expected.",系统
perl-utils,系统, Utilities packaged with the Perl distribution," Several utilities which come with Perl distribution like h2ph, perlbug,
perlthanks, and pl2pm. Some utilities are provided by more specific
packages like perldoc by perl-Pod-Perldoc and splain by perl-diagnostics.",系统
perl-AutoSplit,系统, Split a package for automatic loading," Split up your program into files that the AutoLoader module can handle. It is
used by both the standard Perl libraries and by the ExtUtils::MakeMaker
utility, to automatically configure libraries for automatic loading.",系统
perl-Benchmark,系统, Benchmark running times of Perl code," The Benchmark module encapsulates a number of routines to help you figure out
how long it takes to execute some code.",系统
perl-debugger,系统, Perl debugger," This is the perl debugger. It is loaded automatically by Perl when you invoke
a script with ""perl -d"". There is also ""DB"" module contained for
a programmatic interface to the debugging API.",系统
perl-DynaLoader,系统, Dynamically load C libraries into Perl code," The DynaLoader module defines a standard generic interface to the dynamic
linking mechanisms available on many platforms. Its primary purpose is to
implement automatic dynamic loading of Perl modules. For a simpler interface,
see XSLoader module.",系统
perl-encoding-warnings,系统, Warn on implicit encoding conversions," As of Perl 5.26.0, this module has no effect. The internal Perl feature that
was used to implement this module has been removed.  Hence, if you load this
module on Perl 5.26.0, you will get one warning that the module is no longer
supported; and the module will do nothing thereafter.",系统
perl-fields,系统, Compile-time class fields," The ""fields"" pragma enables compile-time and run-time verified class fields.",系统
perl-File-Compare,系统, Compare files or file handles," A File::Compare Perl module provides functions for comparing a content of two
files specified by a file name or a file handle.",系统
perl-File-Find,系统, Traverse a directory tree," These are functions for searching through directory trees doing work on each
file found similar to the Unix find command.",系统
perl-FileHandle,系统, Object methods for file handles," This is an object-oriented interface for opening files and performing
input/output operations on them.",系统
perl-File-stat,系统, By-name interface to Perl built-in stat functions," This module overrides the core stat() and lstat() functions, replacing them
with versions that return File::stat objects. This object has methods that
return the similarly named structure field name from the stat(2) function.",系统
perl-less,系统, Perl pragma to request less of something," ""use less ...;"" is a Perl user-pragma. If you're very lucky some code you're
using will know that you asked for less CPU usage or RAM or fat or... we just
can't know.",系统
perl-lib,系统, Manipulate @INC at compile time, This module simplifies the manipulation of @INC at compile time.,系统
perl-NDBM_File,系统, Tied access to ndbm files," NDBM_File establishes a connection between a Perl hash variable and a file in
ndbm format. You can manipulate the data in the file just as if it were in
a Perl hash, but when your program exits, the data will remain in the file, to
be used the next time your program runs.",系统
perl-ODBM_File,系统, Tied access to odbm files," ODBM_File establishes a connection between a Perl hash variable and a file in
odbm format. You can manipulate the data in the file just as if it were in
a Perl hash, but when your program exits, the data will remain in the file, to
be used the next time your program runs.",系统
