name,label,bert_graph_pred,summary,description
kexec-tools,工具,服务, The kexec/kdump userspace component," kexec-tools provides /usr/sbin/kexec binary that facilitates a new
kernel to boot using the kernel's kexec feature either on a
normal or a panic reboot. This package contains the /usr/sbin/kexec
binary and ancillary utilities that together form the userspace
component of the kernel's kexec feature."
langpacks-am,其它,库, Amharic langpacks meta-package, This package provides Amharic langpacks meta-package.
qt5-qtconnectivity-examples,库,库, Programming examples for qt5-qtconnectivity, Programming examples for qt5-qtconnectivity.
python3-lldb,库,服务, Python module for LLDB, The package contains the LLDB Python module.
langpacks-vi,其它,库, Vietnamese langpacks meta-package, This package provides Vietnamese langpacks meta-package.
gcc-toolset-9-make,工具,服务, A GNU tool which simplifies the build process for users," A GNU tool for controlling the generation of executables and other
non-source files of a program from the program's source files. Make
allows users to build and install packages without any significant
knowledge about the details of the build process. The details about
how the program should be built are provided for make in the program's
makefile."
dotnet-apphost-pack-3.0,库,服务, Targeting Pack for Microsoft.NETCore.App 3.0," This package provides a targetting pack for Microsoft.NETCore.App 3.0
that allows developers to compile against and target Microsoft.NETCore.App 3.0
applications using the .NET Core SDK."
mingw64-binutils,工具,服务, Cross-compiled version of binutils for the Win64 environment," Cross compiled binutils (utilities like 'strip', 'as', 'ld') which
understand Windows executables and DLLs."
ucx-cma,库,服务, UCX CMA support," Provides CMA (Linux cross-memory-attach) transport for UCX. It utilizes the
system calls process_vm_readv/writev() for one-shot memory copy from another
process."
tex-fonts-hebrew,其它,服务, Culmus Hebrew fonts support for LaTeX, Support using the Culmus Hebrew fonts in LaTeX.
python3-wheel-wheel,库,服务, The Python wheel module packaged as a wheel, A Python wheel of wheel to use with virtualenv.
libgxps,库,服务, GObject based library for handling and rendering XPS documents," libgxps is a GObject based library for handling and rendering XPS
documents."
perl-Module-Pluggable,库,服务, Automatically give your module the ability to have plugins," This package provides a simple but, hopefully, extensible way of having
'plugins' for your module. Essentially all it does is export a method into
your name space that looks through a search path for .pm files and turn those
into class names. Optionally it instantiates those classes for you."
tesseract-langpack-por,工具,服务, Portuguese language data for tesseract-tessdata," This package contains the fast integer version of the Portuguese language
trained models for the Tesseract Open Source OCR Engine."
amanda-server,服务,服务, The server side of the AMANDA tape backup system," The amanda-server package should be installed on the AMANDA server,
the machine attached to the device(s) (such as a tape drive) where backups
will be written. You will also need to install the amanda package on
the AMANDA server machine.  And, if the server is also to be backed up, the
server also needs to have the amanda-client package installed."
libsane-hpaio,库,服务, SANE driver for scanners in HP's multi-function devices, SANE driver for scanners in HP's multi-function devices (from HPOJ).
bpg-nateli-caps-fonts,其它,库, Nateli Caps family of BPG Georgian fonts," BPG Fonts are a set of GPL licensed Georgian Unicode fonts.

This package contains the Nateli Caps font family."
dotnet-templates-6.0,库,服务, .NET 6.0 templates," This package contains templates used by the .NET SDK.

.NET is a fast, lightweight and modular platform for creating
cross platform applications that work on Linux, Mac and Windows.

It particularly focuses on creating console applications, web
applications and micro-services."
libreoffice-langpack-uk,库,服务, Ukrainian language pack for LibreOffice, Provides additional Ukrainian translations and resources for LibreOffice.
mythes-pl,库,服务, Polish thesaurus, Polish thesaurus.
libass,库,服务, Portable library for SSA/ASS subtitles rendering, Libass is a portable library for SSA/ASS subtitles rendering.
libnghttp2,库,服务, A library implementing the HTTP/2 protocol," libnghttp2 is a library implementing the Hypertext Transfer Protocol
version 2 (HTTP/2) protocol in C."
libatomic,库,服务, The GNU Atomic library," This package contains the GNU Atomic library
which is a GCC support runtime library for atomic operations not supported
by hardware."
kf5-kitemmodels,工具,服务, KDE Frameworks 5 Tier 1 addon with item models, KDE Frameworks 5 Tier 1 addon with item models.
perl-DateTime-Format-Mail,库,服务, Convert between DateTime and RFC2822/822 formats," RFCs 2822 and 822 specify date formats to be used by email. This module parses
and emits such dates.

RFC2822 (April 2001) introduces a slightly different format of date than that
used by RFC822 (August 1982). The main correction is that the preferred format
is more limited, and thus easier to parse programmatically.

Despite the ease of generating and parsing perfectly valid RFC822 and RFC2822
people still get it wrong. This module aims to correct that."
tesseract-script-armenian,工具,服务, Armenian script data for tesseract-tessdata," This package contains the fast integer version of the Armenian script
trained models for the Tesseract Open Source OCR Engine."
libreoffice-langpack-kn,库,库, Kannada language pack for LibreOffice, Provides additional Kannada translations and resources for LibreOffice.
libreoffice-help-es,库,库, Spanish help for LibreOffice, Provides Spanish help for LibreOffice.
hyphen-sv,库,服务, Swedish hyphenation rules, Swedish hyphenation rules.
udisks2-qt5,库,服务, Qt5 binding for udisks2, This package provides a Qt5 binding for udisks2.
fence-agents-ilo-moonshot,服务,服务, Fence agent for HP iLO Moonshot devices," Fence agent for HP iLO Moonshot devices that are accessed
via telnet or SSH."
bacula-storage,服务,服务, Bacula storage daemon files," Bacula is a set of programs that allow you to manage the backup, recovery, and
verification of computer data across a network of different computers. It is
based on a client/server architecture.

This package contains the storage daemon, the daemon responsible for writing
the data received from the clients onto tape drives or other mass storage
devices."
gnome-backgrounds-extras,服务,服务, Additional GNOME Backgrounds," This package contains the additional desktop backgrounds
which are packaged with the GNOME desktop."
jxrlib,库,服务, Open source implementation of jpegxr, This is an open source implementation of the jpegxr image format standard.
dotconf,库,服务, Libraries to parse configuration files, Dotconf is a library used to handle configuration files.
python3-talloc,库,服务, Python bindings for the Talloc library, Python 3 libraries for creating bindings using talloc
glade-libs,库,服务, Widget library for Glade UI designer," The glade-libs package consists of the widgets that compose the Glade GUI as
a separate library to ease the integration of Glade into other applications."
PackageKit-gtk3-module,库,服务, Install fonts automatically using PackageKit," The PackageKit GTK3+ module allows any Pango application to install
fonts from configured repositories using PackageKit."
policycoreutils,工具,服务, SELinux policy core utilities," Security-enhanced Linux is a feature of the Linux庐 kernel and a number
of utilities with enhanced security functionality designed to add
mandatory access controls to Linux.  The Security-enhanced Linux
kernel contains new architectural components originally developed to
improve the security of the Flask operating system. These
architectural components provide general support for the enforcement
of many kinds of mandatory access control policies, including those
based on the concepts of Type Enforcement庐, Role-based Access
Control, and Multi-level Security.

policycoreutils contains the policy core utilities that are required
for basic operation of a SELinux system.  These utilities include
load_policy to load policies, setfiles to label filesystems, newrole
to switch roles."
gutenprint-plugin,库,服务, GIMP plug-in for gutenprint, This package contains the gutenprint GIMP plug-in.
perl-Canary-Stability,库,服务, Canary to check perl compatibility for Schmorp's modules," This module is used by Schmorp's modules during configuration stage to test
the installed perl for compatibility with his modules."
libtalloc,库,服务, The talloc library, A library that implements a hierarchical allocator with destructors.
cockpit,服务,服务,Web Console for Linux servers ,"The Cockpit Web Console enables users to administer GNU/Linux servers using a
web browser.

It offers network configuration, log inspection, diagnostic reports, SELinux
troubleshooting, interactive command-line sessions, and more. "
qdox-javadoc,库,服务, Javadoc for qdox, API docs for qdox.
pki-servlet-4.0-api,库,服务, Apache Tomcat Java Servlet v4.0 API Implementation Classes, Apache Tomcat Servlet API Implementation Classes.
python2-jinja2,库,服务, General purpose template engine for python2," Jinja2 is a template engine written in pure Python.  It provides a
Django inspired non-XML syntax but supports inline expressions and an
optional sandboxed environment.

If you have any exposure to other text-based template languages, such
as Smarty or Django, you should feel right at home with Jinja2. It's
both designer and developer friendly by sticking to Python's
principles and adding functionality useful for templating
environments."
pcp-import-iostat2pcp,工具,服务, Performance Co-Pilot tools for importing iostat data into PCP archive logs," Performance Co-Pilot (PCP) front-end tools for importing iostat data
into standard PCP archive logs for replay with any PCP monitoring tool."
java-11-openjdk-jmods-slowdebug,库,库, JMods for OpenJDK 11 unoptimised with full debugging on," The JMods for OpenJDK 11.
This package is unoptimised with full debugging. Install only as needed and remove ASAP."
sysfsutils,工具,服务, Utilities for interfacing with sysfs," This package's purpose is to provide a set of utilities for interfacing
with sysfs."
groff,工具,服务, A document formatting system," Groff is a document formatting system. Groff takes standard text and
formatting commands as input and produces formatted output. The
created documents can be shown on a display or printed on a printer.
Groff's formatting commands allow you to specify font type and size,
bold type, italic type, the number and size of columns on a page, and
more.

Groff can also be used to format man pages. If you are going to use
groff with the X Window System, you will also need to install the
groff-x11 package."
ipa-server-dns,服务,服务, IPA integrated DNS server with support for automatic DNSSEC signing," IPA integrated DNS server with support for automatic DNSSEC signing.
Integrated DNS server is BIND 9. OpenDNSSEC provides key management."
sip,工具,服务, SIP - Python/C++ Bindings Generator," SIP is a tool for generating bindings for C++ classes so that they can be
accessed as normal Python classes. SIP takes many of its ideas from SWIG but,
because it is specifically designed for C++ and Python, is able to generate
tighter bindings. SIP is so called because it is a small SWIG.

SIP was originally designed to generate Python bindings for KDE and so has
explicit support for the signal slot mechanism used by the Qt/KDE class
libraries. However, SIP can be used to generate Python bindings for any C++
class library."
lftp-scripts,工具,服务, Scripts for lftp, Utility scripts for use with lftp.
libusbx,库,服务, Library for accessing USB devices," This package provides a way for applications to access USB devices.

Libusbx is a fork of the original libusb, which is a fully API and ABI
compatible drop in for the libusb-1.0.9 release. The libusbx fork was
started by most of the libusb-1.0 developers, after the original libusb
project did not produce a new release for over 18 months.

Note that this library is not compatible with the original libusb-0.1 series,
if you need libusb-0.1 compatibility install the libusb package."
libreport-gtk,库,服务, GTK front-end for libreport, Applications for reporting bugs using libreport backend
qemu-kvm-docs,库,库, qemu-kvm documentation, qemu-kvm-docs provides documentation files regarding qemu-kvm.
perl-Test-Pod,库,服务, Test POD files for correctness," Check POD files for errors or warnings in a test file, using Pod::Simple to do
the heavy lifting."
compat-guile18,工具,服务, A GNU implementation of Scheme for application extensibility," GUILE (GNU's Ubiquitous Intelligent Language for Extension) is a library
implementation of the Scheme programming language, written in C.  GUILE
provides a machine-independent execution platform that can be linked in
as a library during the building of extensible programs.

Install the compat-guile18 package if you'd like to add extensibility to
programs that you are developing."
ongres-scram-client,工具,服务, Client for ongres-scram, This package contains the client for ongres-scram
iwl135-firmware,其它,服务,Firmware for Intel(R) Centrino Wireless-N 135 Series Adapters ,"This package contains the firmware required by the Intel wireless drivers
for Linux to support the iwl135 hardware.  Usage of the firmware
is subject to the terms and conditions contained inside the provided
LICENSE file. Please read it carefully. "
autocorr-ro,库,库, Romanian auto-correction rules, Rules for auto-correcting common Romanian typing errors.
xorg-x11-fonts-ISO8859-2-75dpi,其它,库, A set of 75dpi Central European language fonts for X, Contains a set of 75dpi fonts for Central European languages.
gcc-toolset-11-gcc-gfortran,工具,服务, Fortran support for GCC 11," The gcc-toolset-11-gcc-gfortran package provides support for compiling Fortran
programs with the GNU Compiler Collection."
libgfortran,库,服务,Fortran runtime ,"This package contains Fortran shared library which is needed to run
Fortran dynamically linked programs. "
thai-scalable-tlwgmono-fonts,其它,库, Thai TlwgMono fonts," 
fonts-tlwg provides a collection of free scalable Thai fonts.

This package provides the TlwgMono family of Thai fonts."
sssd-common,服务,服务, Common files for the SSSD," Common files for the SSSD. The common package includes all the files needed
to run a particular back end, however, the back ends are packaged in separate
sub-packages such as sssd-ldap."
langpacks-ar,其它,服务, Arabic langpacks meta-package, This package provides Arabic langpacks meta-package.
frei0r-plugins-opencv,库,服务, Frei0r plugins using OpenCV, Frei0r plugins that use the OpenCV computer vision framework.
brltty-at-spi2,服务,服务, AtSpi2 driver for BRLTTY, This package provides the AtSpi2 driver for BRLTTY.
libitm,库,服务,The GNU Transactional Memory library ,"This package contains the GNU Transactional Memory library
which is a GCC transactional memory support runtime library. "
maven-dependency-analyzer,工具,服务, Maven dependency analyzer," Analyzes the dependencies of a project for undeclared or unused artifacts.

Warning: Analysis is not done at source but bytecode level, then some cases are
not detected (constants, annotations with source-only retention, links in
javadoc) which can lead to wrong result if they are the only use of a
dependency."
felix-osgi-foundation,库,服务, Felix OSGi Foundation EE Bundle, OSGi Foundation Execution Environment (EE) Classes.
libXt,库,服务, X.Org X11 libXt runtime library, X.Org X11 libXt runtime library
autoconf,工具,服务, A GNU tool for automatically configuring source code," GNU's Autoconf is a tool for configuring source code and Makefiles.
Using Autoconf, programmers can create portable and configurable
packages, since the person building the package is allowed to
specify various configuration options.

You should install Autoconf if you are developing software and
would like to create shell scripts that configure your source code
packages. If you are installing Autoconf, you will also need to
install the GNU m4 package.

Note that the Autoconf package is not required for the end-user who
may be configuring software with an Autoconf-generated script;
Autoconf is only required for the generation of the scripts, not
their use."
python3-rrdtool,库,服务, Python RRDtool bindings, Python RRDtool bindings.
perl-FileCache,库,服务, Keep more files open than the system permits," The ""cacheout"" function will make sure that there's a file handle open
for reading or writing available as the path name you give it. It
automatically closes and re-opens files if you exceed your system
maximum number of file descriptors, or the suggested maximum."
NetworkManager-cloud-setup,服务,服务, Automatically configure NetworkManager in cloud," Installs a nm-cloud-setup tool that can automatically configure
NetworkManager in cloud setups. Currently only EC2 is supported.
This tool is still experimental."
efi-srpm-macros,库,服务, Common SRPM Macros for building EFI-related packages, efi-srpm-macros provides a set of SRPM macros for use in EFI-related packages.
kde-settings-plasma,工具,库, Configuration files for plasma, Configuration files for plasma.
kubernetes,服务,库, Container cluster management, Container cluster management
samba-common,服务,服务, Files used by both Samba servers and clients," samba-common provides files necessary for both the server and client
packages of Samba."
libquvi-scripts,库,服务, Embedded lua scripts for parsing the media details," libquvi-scripts contains the embedded lua scripts that libquvi
uses for parsing the media details. Some additional utility
scripts are also included."
memtest86+,工具,服务,Stand-alone memory tester for x86 and x86-64 computers ,"Memtest86+ is a thorough stand-alone memory test for x86 and x86-64
architecture computers. BIOS based memory tests are only a quick
check and often miss many of the failures that are detected by
Memtest86+.

The ELF version should be used for booting from grub,
and avoids the following errors:
""Error 7: Loading below 1MB is not supported""
""Error 13: Invalid or unsupported executable format""
""Error 28: Selected item cannot fit into memory""

The script '/usr/sbin/memtest-setup' can be run (as root)
to add the memtest86+ entry to your GRUB boot menu. "
ucx,库,服务, UCX is a communication library implementing high-performance messaging," UCX is an optimized communication framework for high-performance distributed
applications. UCX utilizes high-speed networks, such as RDMA (InfiniBand, RoCE,
etc), Cray Gemini or Aries, for inter-node communication. If no such network is
available, TCP is used instead. UCX supports efficient transfer of data in
either main memory (RAM) or GPU memory (through CUDA and ROCm libraries). In
addition, UCX provides efficient intra-node communication, by leveraging the
following shared memory mechanisms: posix, sysv, cma, knem, and xpmem.
The acronym UCX stands for ""Unified Communication X"".

This package was built from '' branch, commit ef2bbcf."
python39-attrs,库,服务, Python attributes without boilerplate," attrs is an MIT-licensed Python package with class decorators that
ease the chores of implementing the most common attribute-related
object protocols."
rrdtool-ruby,库,服务, Ruby RRDtool bindings, The rrdtool-ruby package includes RRDtool bindings for Ruby.
google-noto-emoji-fonts,其它,服务, Google __oto Emoji_ Black-and-White emoji font, This package provides the Google __oto Emoji_ Black-and-White emoji font.
ant-apache-bcel,库,服务, Optional apache bcel tasks for ant, Optional apache bcel tasks for ant.
amanda-client,工具,服务, The client component of the AMANDA tape backup system," The Amanda-client package should be installed on any machine that will
be backed up by AMANDA (including the server if it also needs to be
backed up).  You will also need to install the amanda package on each
AMANDA client machine."
glibc-locale-source,库,服务,The sources for the locales ,"The sources for all locales provided in the language packs.
If you are building custom locales you will most likely use
these sources as the basis for your new locale. "
deepin-pw-check,服务,服务, Used to check password and manager the configuration for password.," In order to unify the authentication interface,
this interface is designed to adapt to fingerprint, face and other authentication methods."
libreport-filesystem,库,库, Filesystem layout for libreport, Filesystem layout for libreport
389-ds-base-libs,库,服务, Core libraries for 389 Directory Server," Core libraries for the 389 Directory Server base package.  These libraries
are used by the main package and the -devel package.  This allows the -devel
package to be installed with just the -libs package and without the main package."
iscsi-initiator-utils,服务,服务, iSCSI daemon and utility programs," The iscsi package provides the server daemon for the iSCSI protocol,
as well as the utility programs used to manage it. iSCSI is a protocol
for distributed disk access using SCSI commands sent over Internet
Protocol networks."
qt5-qtsensors-examples,库,服务, Programming examples for qt5-qtsensors, Programming examples for qt5-qtsensors.
felix-utils,库,服务, Utility classes for OSGi, Utility classes for OSGi
ocaml-libguestfs,库,服务, OCaml bindings for libguestfs," ocaml-libguestfs contains OCaml bindings for libguestfs.

This is for toplevel and scripting access only.  To compile OCaml
programs which use libguestfs you will also need ocaml-libguestfs-devel."
libgdither,库,服务, Library for applying dithering to PCM audio sources," Libgdither is a GPL'd library library for performing audio dithering on
PCM samples. The dithering process should be carried out before reducing
the bit width of PCM audio data (eg. float to 16 bit int conversions) to
preserve audio quality."
texlive-finstrut,工具,服务, Adjust behaviour of the ends of footnotes," The LaTeX internal command \@finalstrut is used automatically
used at the end of footnote texts to insert a strut to avoid
mis-spacing of multiple footnotes. Unfortunately the command
can cause a blank line at the end of a footnote. The package
provides a solution to this problem."
hunspell-nl,工具,服务, Dutch hunspell dictionaries, Dutch hunspell dictionaries.
chrony,服务,服务,An NTP client/server ,"chrony is a versatile implementation of the Network Time Protocol (NTP).
It can synchronise the system clock with NTP servers, reference clocks
(e.g. GPS receiver), and manual input using wristwatch and keyboard. It
can also operate as an NTPv4 (RFC 5905) server and peer to provide a time
service to other computers in the network. "
libblockdev-fs,库,服务, The FS plugin for the libblockdev library," The libblockdev library plugin (and in the same time a standalone library)
providing the functionality related to operations with file systems."
expat,库,服务,An XML parser library ,"This is expat, the C library for parsing XML, written by James Clark. Expat
is a stream oriented XML parser. This means that you register handlers with
the parser prior to starting the parse. These handlers are called when the
parser discovers the associated structures in the document being parsed. A
start tag is an example of the kind of structures for which you may
register handlers. "
hyphen-fo,库,服务, Faroese hyphenation rules, Faroese hyphenation rules.
perl-Text-Diff,库,服务, Perform diffs on files and record sets," Text::Diff provides a basic set of services akin to the GNU diff utility.
It is not anywhere near as feature complete as GNU diff, but it is better
integrated with Perl and available on all platforms. It is often faster
than shelling out to a system's diff executable for small files, and
generally slower on larger files."
oci-umount,工具,服务, OCI umount hook for docker," OCI umount hooks umount potential leaked mount points in a containers
mount name-spaces"
pcp-pmda-bpftrace,服务,服务, Performance Co-Pilot (PCP) metrics from bpftrace scripts," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
extracting performance metrics from bpftrace scripts."
vim-minimal,工具,服务,A minimal version of the VIM editor ,"VIM (VIsual editor iMproved) is an updated and improved version of the
vi editor.  Vi was the first real screen-based editor for UNIX, and is
still very popular.  VIM improves on vi by adding new features:
multiple windows, multi-level undo, block highlighting and more. The
vim-minimal package includes a minimal version of VIM, which is
installed into /bin/vi for use when only the root partition is
present. NOTE: The online help is only available when the vim-common
package is installed. "
sssd-tools,工具,服务,Userspace tools for use with the SSSD ,"Provides several administrative tools:
    * sss_debuglevel to change the debug level on the fly
    * sss_seed which pre-creates a user entry for use in kickstarts
    * sss_obfuscate for generating an obfuscated LDAP password
    * sssctl -- an sssd status and control utility "
golang-github-lofanmi-pinyin,库,库, lofanmi-pinyin, go-pinyin
libreoffice-pdfimport,库,服务, PDF Importer for LibreOffice Draw," The PDF Importer imports PDF into drawing documents to preserve layout
and enable basic editing of PDF documents."
system-lsb-cxx,库,服务, LSB CXX module support," The Linux Standard Base (LSB) CXX module supports the core interfaces by
providing system interfaces, libraries, and a runtime environment for
applications built using the C++ programming language. These interfaces
provide low-level support for the core constructs of the language, and
implement the standard base C++ libraries."
log4j-jcl,库,服务, Apache Log4j Commons Logging Bridge, Apache Log4j Commons Logging Bridge.
iptables-services,服务,服务,iptables and ip6tables services for iptables ,"iptables services for IPv4 and IPv6

This package provides the services iptables and ip6tables that have been split
out of the base package since they are not active by default anymore. "
gcc-toolset-9-gdb-gdbserver,工具,服务, A standalone server for GDB (the GNU source-level debugger)," GDB, the GNU debugger, allows you to debug programs written in C, C++,
Java, and other languages, by executing them in a controlled fashion
and printing their data.

This package provides a program that allows you to run GDB on a different
machine than the one which is running the program being debugged."
python3-netaddr,库,服务, A pure Python network address representation and manipulation library," A network address manipulation library for Python

Provides support for:

Layer 3 addresses

 * IPv4 and IPv6 addresses, subnets, masks, prefixes
 * iterating, slicing, sorting, summarizing and classifying IP networks
 * dealing with various ranges formats (CIDR, arbitrary ranges and globs, nmap)
 * set based operations (unions, intersections etc) over IP addresses and subnets
 * parsing a large variety of different formats and notations
 * looking up IANA IP block information
 * generating DNS reverse lookups
 * supernetting and subnetting

Layer 2 addresses

 * representation and manipulation MAC addresses and EUI-64 identifiers
 * looking up IEEE organisational information (OUI, IAB)
 * generating derived IPv6 addresses"
hunspell-az,工具,服务, Azerbaijani hunspell dictionaries, Azerbaijani hunspell dictionaries.
perl-Sys-CPU,库,服务,Getting CPU information ,"Perl extension for getting CPU information.
Currently only number of CPU's supported. "
google-noto-sans-hanunoo-fonts,其它,库, Sans Hanunoo font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Hanunoo."
hunspell-smj,工具,服务, Lule Saami hunspell dictionaries, Lule Saami hunspell dictionaries.
libblockdev-part,库,服务, The partitioning plugin for the libblockdev library," The libblockdev library plugin (and in the same time a standalone library)
providing the functionality related to partitioning."
java-11-openjdk-slowdebug,库,服务, OpenJDK 11 Runtime Environment unoptimised with full debugging on," The OpenJDK 11 runtime environment.
This package is unoptimised with full debugging. Install only as needed and remove ASAP."
autocorr-pl,库,库, Polish auto-correction rules, Rules for auto-correcting common Polish typing errors.
kde-filesystem,工具,服务, KDE filesystem layout, This package provides some directories that are required/used by KDE.
maven-artifact-transfer-javadoc,库,服务, API documentation for maven-artifact-transfer, This package provides API documentation for maven-artifact-transfer.
perl-ExtUtils-Command,库,服务, Perl routines to replace common UNIX commands in Makefiles," This Perl module is used to replace common UNIX commands. In all cases the
functions work with @ARGV rather than taking arguments. This makes them
easier to deal with in Makefiles."
tesseract-langpack-bel,工具,服务, Belarusian language data for tesseract-tessdata," This package contains the fast integer version of the Belarusian language
trained models for the Tesseract Open Source OCR Engine."
perl-threads,库,服务, Perl interpreter-based threads," Since Perl 5.8, thread programming has been available using a model called
interpreter threads which provides a new Perl interpreter for each thread,
and, by default, results in no data or state information being shared
between threads.

(Prior to Perl 5.8, 5005threads was available through the ""Thread.pm"" API.
This threading model has been deprecated, and was removed as of Perl 5.10.0.)"
python3-ipalib,库,服务, Python3 libraries used by IPA," IPA is an integrated solution to provide centrally managed Identity (users,
hosts, services), Authentication (SSO, 2FA), and Authorization
(host access control, SELinux user roles, services). The solution provides
features for further integration with Linux based clients (SUDO, automount)
and integration with Active Directory based infrastructures (Trusts).
If you are using IPA with Python 3, you need to install this package."
mingw32-filesystem,工具,服务, MinGW cross compiler base filesystem and environment for the win32 target," This package contains the base filesystem layout, RPM macros and
environment for all MinGW packages."
rsyslog-pgsql,服务,服务, PostgresSQL support for rsyslog," The rsyslog-pgsql package contains a dynamic shared object that will add
PostgreSQL database support to rsyslog."
java-1.8.0-openjdk-src-fastdebug,库,服务, OpenJDK 8 Source Bundle for packages with debugging on and optimisation," The java-1.8.0-openjdk-src-fastdebug sub-package contains the complete OpenJDK 8
 class library source code for use by IDE indexers and debuggers, for packages with debugging on and optimisation."
ibus-table-chinese,工具,库, Chinese input tables for IBus," ibus-table-chinese is provides the infrastructure for Chinese input methods.
Input tables themselves are in subpackages."
alsa-firmware,服务,服务, Firmware for several ALSA-supported sound cards," This package contains the firmware binaries for a number of sound cards.
Some (but not all of these) require firmware loaders which are included in
the alsa-tools-firmware package."
openblas-static,库,服务, Static version of OpenBLAS," 
OpenBLAS is an optimized BLAS library based on GotoBLAS2 1.13 BSD
version. The project is supported by the Lab of Parallel Software and
Computational Science, ISCAS. http://www.rdcps.ac.cn

This package contains the static libraries."
java-11-alibaba-dragonwell-static-libs-fastdebug,库,库, Alibaba Dragonwell11 Runtime Environment static libs fastdebug, Alibaba Dragonwell11 Runtime Environment static libs fastdebug
gitweb,工具,服务, Simple web interface to git repositories, Simple web interface to git repositories.
ghostscript-tools-fonts,工具,服务, Ghostscript's font utilities," This package provides utilities which are useful when you are working with AFM,
PFB or PFA files, mostly for conversion purposes."
iprutils,工具,服务,Utilities for the IBM Power Linux RAID adapters ,"Provides a suite of utilities to manage and configure SCSI devices
supported by the ipr SCSI storage device driver. "
javassist,库,服务, The Java Programming Assistant provides simple Java bytecode manipulation," Javassist enables Java programs to define a new class at runtime and to
modify a class file when the JVM loads it. Unlike other similar
bytecode editors, Javassist provides two levels of API: source level
and bytecode level. If the users use the source-level API, they can
edit a class file without knowledge of the specifications of the Java
bytecode. The whole API is designed with only the vocabulary of the
Java language. You can even specify inserted bytecode in the form of
source text; Javassist compiles it on the fly. On the other hand, the
bytecode-level API allows the users to directly edit a class file as
other editors."
texlive-datetime,工具,服务, Change format of \today with commands for current time," Provides various different formats for the text created by the
command \today, and also provides commands for displaying the
current time (or any given time), in 12-hour, 24-hour or text
format. The package overrides babel's date format, having its
own library of date formats in different languages. The package
requires the fmtcount package."
libref_array,库,服务, A refcounted array for C," A dynamically-growing, reference-counted array"
python3-qrcode-core,库,服务, Python 3 QR Code image generator (core library), Core Python 3 module for QR code generation. Does not contain image rendering.
swig-gdb,库,服务, Commands for easier debugging of SWIG," This package contains file with commands for easier debugging of SWIG
in gdb."
libxmlb,库,服务, Library for querying compressed XML metadata," XML is slow to parse and strings inside the document cannot be memory mapped as
they do not have a trailing NUL char. The libxmlb library takes XML source, and
converts it to a structured binary representation with a deduplicated string
table -- where the strings have the NULs included.

This allows an application to mmap the binary XML file, do an XPath query and
return some strings without actually parsing the entire document. This is all
done using (almost) zero allocations and no actual copying of the binary data."
libreoffice-help-lv,库,库, Latvian help for LibreOffice, Provides Latvian help for LibreOffice.
texlive-import,工具,服务, Establish input relative to a directory," The commands \import{full_path}{file} and
\subimport{path_extension}{file} set up input through standard
LaTeX mechanisms (\input, \include and \includegraphics) to
load files relative to the \import-ed directory. There are also
\includefrom, \subincludefrom, and * variants of the commands."
tuned-profiles-atomic,服务,服务,Additional tuned profile(s) targeted to Atomic ,Additional tuned profile(s) targeted to Atomic host and guest. 
hunspell-es-US,工具,服务, US Spanish hunspell dictionary, US Spanish hunspell dictionary
python3-schedutils,库,服务,Linux scheduler python bindings ,"Python interface for the Linux scheduler sched_{get,set}{affinity,scheduler}
functions and friends. "
texlive-hyph-utf8,工具,服务, Hyphenation patterns expressed in UTF-8," Modern native UTF-8 engines such as XeTeX and LuaTeX need
hyphenation patterns in UTF-8 format, whereas older systems
require hyphenation patterns in the 8-bit encoding of the font
in use (such encodings are codified in the LaTeX scheme with
names like OT1, T2A, TS1, OML, LY1, etc). The present package
offers a collection of conversions of existing patterns to UTF-
8 format, together with converters for use with 8-bit fonts in
older systems. Since hyphenation patterns for Knuthian-style
TeX systems are only read at iniTeX time, it is hoped that the
UTF-8 patterns, with their converters, will completely supplant
the older patterns."
hunspell-fr,工具,服务, French hunspell dictionaries," French (France, Belgium, etc.) hunspell dictionaries."
hunspell-ms,工具,服务, Malay hunspell dictionaries, Malay hunspell dictionaries.
libnice-gstreamer1,库,服务, GStreamer plugin for libnice, The libnice-gstreamer1 package contains a gstreamer 1.0 plugin for libnice.
qt5-qtimageformats,库,服务, Qt5 - QtImageFormats component," The core Qt Gui library by default supports reading and writing image
files of the most common file formats: PNG, JPEG, BMP, GIF and a few more,
ref. Reading and Writing Image Files. The Qt Image Formats add-on module
provides optional support for other image file formats, including:
MNG, TGA, TIFF, WBMP."
python39-wheel-wheel,库,服务, The Python wheel module packaged as a wheel, A Python wheel of wheel to use with virtualenv.
libsmi,库,服务, A library to access SMI MIB information," Libsmi is a C library to access MIB module information through
a well defined API that hides the nasty details of locating
and parsing SMIv1/v2 MIB modules.

This package contains tools to check, dump, and convert MIB
definitions and a steadily maintained and revised archive
of all IETF and IANA maintained standard MIB modules."
hwloc-gui,工具,服务, The gui-based hwloc program(s), GUI-based tool for displaying system topology information.
accountsservice,服务,服务, D-Bus interfaces for querying and manipulating user account information," The accountsservice project provides a set of D-Bus interfaces for
querying and manipulating user account information and an implementation
of these interfaces, based on the useradd, usermod and userdel commands."
