name,label,bert_pred,graph_pred,summary,description
alsa-tools-firmware,工具,工具,服务, ALSA tools for uploading firmware to some soundcards," This package contains tools for flashing firmware into certain sound cards.
The following tools are available:

* hdsploader   - for RME Hammerfall DSP cards
* mixartloader - for Digigram miXart soundcards
* vxloader     - for Digigram VX soundcards
* usx2yloader  - second phase firmware loader for Tascam USX2Y USB soundcards"
qt5-doctools,工具,库,库, Qt5 doc tools package, Qt5 doc tools package.
hawtjni,库,库,工具, Code generator that produces the JNI code," HawtJNI is a code generator that produces the JNI code needed to
implement java native methods. It is based on the jnigen code generator
that is part of the SWT Tools project which is used to generate all the
JNI code which powers the eclipse platform."
ansible-core,工具,工具,库," SSH-based configuration management, deployment, and task execution system"," Ansible is a radically simple model-driven configuration management,
multi-node deployment, and remote task execution system. Ansible works
over SSH and does not require any software or daemons to be installed
on remote nodes. Extension modules can be written in any language and
are transferred to managed machines automatically."
fence-agents-common,服务,服务,库, Common base for Fence Agents," A collection of executables to handle isolation (""fencing"") of possibly
misbehaving hosts by the means of remote power management, blocking
network, storage, or similar.

This package contains support files including the Python fencing library."
libkcapi,库,库,服务, User space interface to the Linux Kernel Crypto API," libkcapi allows user-space to access the Linux kernel crypto API.

This library uses the netlink interface and exports easy to use APIs
so that a developer does not need to consider the low-level netlink
interface handling.

The library does not implement any cipher algorithms.  All consumer
requests are sent to the kernel for processing.  Results from the
kernel crypto API are returned to the consumer via the library API.

The kernel interface and therefore this library can be used by
unprivileged processes."
postfix-pgsql,库,库,工具, Postfix PostgreSQL map support," This provides support for PostgreSQL  maps in Postfix. If you plan to use
PostgreSQL maps with Postfix, you need this."
qt-settings,库,库,服务, Configuration files for Qt, Configuration files for Qt.
abrt-dbus,服务,服务,工具, ABRT DBus service," ABRT DBus service which provides org.freedesktop.problems API on dbus and
uses PolicyKit to authorize to access the problem data."
intel-gpu-tools,工具,工具,库, Debugging tools for Intel graphics chips, Debugging tools for Intel graphics chips
gnome-keyring-pam,工具,服务,服务, Pam module for unlocking keyrings," The gnome-keyring-pam package contains a pam module that can
automatically unlock the ""login"" keyring when the user logs in."
texlive-luatexbase,库,工具,工具, Basic resource management for LuaTeX code," The bundle provides basic facilities for LuaTeX macro
programmers, mostly resource allocation and convenience
packages. Provided are: luatexbase-attr: attribute allocation;
luatexbase-cctb: catcode table allocation; luatexbase-compat:
compatibility helpers; luatexbase-loader: Lua module loading;
luatexbase-modutils: Lua module declaration; luatexbase-mcb:
callbacks extension; and luatexbase-regs: allocation of
registers and the like. In addition, the (unadorned) luatexbase
package loads all the above in one fell swoop."
munge-maven-plugin,库,工具,工具, Munge Maven Plugin," Munge is a purposely-simple Java preprocessor. It only supports
conditional inclusion of source based on defined strings of the
form ""if[tag]"", ""if_not[tag]"", ""else[tag]"", and ""end[tag]"".
Unlike traditional preprocessors, comments, and formatting are all
preserved for the included lines. This is on purpose, as the output
of Munge will be distributed as human-readable source code.

To avoid creating a separate Java dialect, the conditional tags are
contained in Java comments. This allows one build to compile the
source files without pre-processing, to facilitate faster incremental
development. Other builds from the same source have their code contained
within that comment. The format of the tags is a little verbose, so
that the tags won't accidentally be used by other comment readers
such as javadoc. Munge tags must be in C-style comments;
C++-style comments may be used to comment code within a comment.

Like any preprocessor, developers must be careful not to abuse its
capabilities so that their code becomes unreadable. Please use it
as little as possible."
irqbalance,服务,服务,库,IRQ balancing daemon ,"irqbalance is a daemon that evenly distributes IRQ load across
multiple CPUs for enhanced performance. "
pmempool,工具,工具,库, Utilities for Persistent Memory," The pmempool is a standalone utility for management and off-line analysis
of Persistent Memory pools created by PMDK libraries. It provides a set
of utilities for administration and diagnostics of Persistent Memory pools.
The pmempool may be useful for troubleshooting by system administrators
and users of the applications based on PMDK libraries."
polkit-docs,库,库,服务,Development documentation for polkit ,Development documentation for polkit. 
efi-filesystem,工具,工具,服务,The basic directory layout for EFI machines ,"The efi-filesystem package contains the basic directory layout for EFI
machine bootloaders and tools. "
fuse-common,工具,工具,服务,Common files for File System in Userspace (FUSE) v2 and v3 ,Common files for FUSE v2 and FUSE v3. 
oceanbase-ce,服务,库,库, OceanBase CE is a distributed relational database, OceanBase CE is a distributed relational database
scrub,工具,工具,库, Disk scrubbing program," Scrub writes patterns on files or disk devices to make
retrieving the data more difficult.  It operates in one of three
modes: 1) the special file corresponding to an entire disk is scrubbed
and all data on it is destroyed;  2) a regular file is scrubbed and
only the data in the file (and optionally its name in the directory
entry) is destroyed; or 3) a regular file is created, expanded until
the file system is full, then scrubbed as in 2)."
kf5-kio-widgets-libs,库,库,工具, Runtime libraries for KIO Widgets library, Runtime libraries for KIO Widgets library.
libdwarf-tools,工具,工具,库, Tools for accessing DWARF debugging information," C++ version of dwarfdump (dwarfdump2) command-line utilities
to access DWARF debug information."
cups-client,工具,工具,库, CUPS printing system - client programs," CUPS printing system provides a portable printing layer for
UNIX庐 operating systems. This package contains command-line client
programs."
ibus-libpinyin,工具,工具,库, Intelligent Pinyin engine based on libpinyin for IBus," It includes a Chinese Pinyin input method and a Chinese ZhuYin (Bopomofo)
input method based on libpinyin for IBus."
qrencode,工具,库,库, Generate QR 2D barcodes," Qrencode is a utility software using libqrencode to encode string data in
a QR Code and save as a PNG image."
glx-utils,工具,工具,库, GLX utilities, The glx-utils package provides the glxinfo and glxgears utilities.
xmvn-mojo,库,工具,工具, XMvn MOJO," This package provides XMvn MOJO, which is a Maven plugin that consists
of several MOJOs.  Some goals of these MOJOs are intended to be
attached to default Maven lifecycle when building packages, others can
be called directly from Maven command line."
pipewire-libs,服务,库,库, Libraries for PipeWire clients," This package contains the runtime libraries for any application that wishes
to interface with a PipeWire media server."
dtkwidget,工具,工具,库, Deepin tool kit widget modules, DtkWidget is Deepin graphical user interface for deepin desktop development.
cryptsetup-reencrypt,工具,工具,库,A utility for offline reencryption of LUKS encrypted disks. ,"This package contains cryptsetup-reencrypt utility which
can be used for offline reencryption of disk in situ. "
maven-hawtjni-plugin,库,库,工具, Use HawtJNI from a maven plugin, This package allows to use HawtJNI from a maven plugin.
python3-imagesize,库,库,工具, Python module for analyzing image file headers and returning image sizes," The imagesize package parses image file headers and returns the image sizes.

* PNG
* JPEG
* JPEG2000
* GIF

This is a pure Python library."
libmemcached,工具,库,库, Client library and command line tools for memcached server," libmemcached is a C/C++ client library and tools for the memcached server
(http://memcached.org/). It has been designed to be light on memory
usage, and provide full access to server side methods.

It also implements several command line tools:

memaslap    Load testing and benchmarking a server
memcapable  Checking a Memcached server capibilities and compatibility
memcat      Copy the value of a key to standard output
memcp       Copy data to a server
memdump     Dumping your server
memerror    Translate an error code to a string
memexist    Check for the existance of a key
memflush    Flush the contents of your servers
memparse    Parse an option string
memping     Test to see if a server is available.
memrm       Remove a key(s) from the server
memslap     Generate testing loads on a memcached cluster
memstat     Dump the stats of your servers to standard output
memtouch    Touches a key"
perl-ExtUtils-Manifest,库,工具,工具, Utilities to write and check a MANIFEST file, Utilities to write and check a MANIFEST file.
lksctp-tools,工具,工具,库,User-space access to Linux Kernel SCTP ,"This is the lksctp-tools package for Linux Kernel SCTP (Stream Control
Transmission Protocol) Reference Implementation.

This package is intended to supplement the Linux Kernel SCTP Reference
Implementation now available in the Linux kernel source tree in
versions 2.5.36 and following.  For more information on LKSCTP see the
package documentation README file, section titled ""LKSCTP - Linux
Kernel SCTP.""

This package contains the base run-time library and command-line tools. "
xterm-resize,工具,库,库, Set environment and terminal settings to current window size," Prints a shell command for setting the appropriate environment variables to
indicate the current size of the window from which the command is run."
ctdb,服务,库,库,A Clustered Database based on Samba's Trivial Database (TDB) ,"CTDB is a cluster implementation of the TDB database used by Samba and other
projects to store temporary data. If an application is already using TDB for
temporary data it is very easy to convert that application to be cluster aware
and use CTDB instead. "
avahi-autoipd,服务,服务,库,Link-local IPv4 address automatic configuration daemon (IPv4LL) ,"avahi-autoipd implements IPv4LL, ""Dynamic Configuration of IPv4
Link-Local Addresses""  (IETF RFC3927), a protocol for automatic IP address
configuration from the link-local 169.254.0.0/16 range without the need for a
central server. It is primarily intended to be used in ad-hoc networks which
lack a DHCP server. "
gcc-offload-nvptx,工具,工具,库, Offloading compiler to NVPTX," The gcc-offload-nvptx package provides offloading support for
NVidia PTX.  OpenMP and OpenACC programs linked with -fopenmp will
by default add PTX code into the binaries, which can be offloaded
to NVidia PTX capable devices if available."
libzip-tools,工具,工具,库, Command line tools from libzip," The libzip-tools package provides command line tools split off libzip:
- zipcmp
- zipmerge
- ziptool"
libvoikko,库,库,工具, Voikko is a library for spellcheckers and hyphenators," This is libvoikko, library for spellcheckers and hyphenators using Malaga
natural language grammar development tool. The library is written in C.

Currently only Finnish is supported, but the API of the library has been
designed to allow adding support for other languages later. Note however that
Malaga is rather low level tool that requires implementing the whole morphology
of a language as a left associative grammar. Therefore languages that have
simple or even moderately complex morphologies and do not require morphological
analysis in their hyphenators should be implemented using other tools such as
Hunspell."
xorg-x11-xkb-utils,工具,工具,库, X.Org X11 xkb utilities, X.Org X11 xkb core utilities.
pcs,工具,服务,服务, Pacemaker Configuration System," pcs is a corosync and pacemaker configuration tool.  It permits users to
easily view, modify and create pacemaker based clusters."
grafana,服务,工具,工具, Metrics dashboard and graph editor," Grafana is an open source, feature rich metrics dashboard and graph editor for
Graphite, InfluxDB & OpenTSDB."
urw-base35-fonts-common,其它,其它,库, Common files of the (URW)++ Level 2 Core Font Set," 
The Level 2 Core Font Set is a PostScript specification of 35 base fonts that
can be used with any PostScript file. In Fedora, these fonts are provided freely
by (URW)++ company, and are mainly utilized by applications using Ghostscript.

This package contains the necessary license files for this font set."
ibus-setup,工具,工具,库, IBus setup utility, This is a setup utility for IBus.
gssproxy,服务,库,工具,GSSAPI Proxy ,A proxy for GSSAPI credential handling 
qemu-kvm-hw-usbredir,服务,服务,库, QEMU usbredir support, This package provides usbredir support.
gvfs,服务,工具,工具, Backends for the gio framework in GLib," The gvfs package provides backend implementations for the gio
framework in GLib. It includes ftp, sftp, cifs."
pykickstart,工具,库,库, Python utilities for manipulating kickstart files.," Python utilities for manipulating kickstart files.  The Python 2 and 3 libraries
can be found in the packages python-kickstart and python3-kickstart
respectively."
alsa-plugins-usbstream,服务,服务,库, USB stream plugin for ALSA," The usbstream plugin is for snd-usb-us122l driver. It converts PCM
stream to USB specific stream."
ntpstat,工具,工具,服务, Utility to print NTP synchronization status," This package contains a script which prints a brief summary of the system
clock's synchronisation status when the ntpd or chronyd daemon is running."
gcc,工具,工具,库," Various compilers (C, C++, Objective-C, ...)"," The gcc package contains the GNU Compiler Collection version 8.
You'll need this package in order to compile C code."
deepin-reader,服务,工具,工具," A simple PDF reader, supporting bookmarks, highlights and annotations"," A simple PDF reader, supporting bookmarks, highlights and annotations."
google-roboto-slab-fonts,其它,其它,库, Google Roboto Slab fonts," Roboto has a dual nature. It has a mechanical skeleton and the forms are
largely geometric. At the same time, the font features friendly and open
curves. While some grotesks distort their letterforms to force a rigid
rhythm, Roboto doesn't compromise, allowing letters to be settled into
their natural width. This makes for a more natural reading rhythm more
commonly found in humanist and serif types.

This is the Roboto Slab family, which can be used alongside the normal
Roboto family and the Roboto Condensed family."
mesa-filesystem,库,库,服务, Mesa driver filesystem, Mesa driver filesystem.
gcc-toolset-9-dyninst-testsuite,工具,工具,库, Programs for testing Dyninst," dyninst-testsuite includes the test harness and target programs for
making sure that dyninst works properly."
appstream-data,库,库,服务, Cached AppStream metadata," This package provides the distribution specific AppStream metadata required
for the GNOME and KDE software centers."
maven-resolver,库,库,工具, Apache Maven Artifact Resolver library," Apache Maven Artifact Resolver is a library for working with artifact
repositories and dependency resolution. Maven Artifact Resolver deals with the
specification of local repository, remote repository, developer workspaces,
artifact transports and artifact resolution."
redhat-support-tool,工具,工具,库, Tool for console access to Red Hat subscriber services," This package contains the Red Hat Support Tool.  The Red Hat Support Tool
provides console based access to Red Hat's subscriber services.  These
services include, but are not limited to, console based access to
knowledge-base solutions, case management, automated diagnostic
services, etc."
libmng,库,库,工具, Library for Multiple-image Network Graphics support," LibMNG is a library for accessing graphics in MNG (Multi-image Network
Graphics) and JNG (JPEG Network Graphics) formats.  MNG graphics are
basically animated PNGs.  JNG graphics are basically JPEG streams
integrated into a PNG chunk."
policycoreutils-newrole,工具,工具,库,The newrole application for RBAC/MLS ,"RBAC/MLS policy machines require newrole as a way of changing the role
or level of a logged in user. "
kf5-kauth,工具,工具,库, KDE Frameworks 5 Tier 2 integration module to perform actions as privileged user, KAuth is a framework to let applications perform actions as a privileged user.
net-tools,工具,工具,服务, Basic networking tools," The net-tools package contains basic networking tools,
including ifconfig, netstat, route, and others.
Most of them are obsolete. For replacement check iproute package."
kernel-debug-modules-internal,库,其它,其它, Extra kernel modules to match the debug kernel, This package provides kernel modules for the debug kernel package for Alibaba Cloud Linux internal usage.
babel,工具,库,库, Tools for internationalizing Python applications," Babel is composed of two major parts:

* tools to build and work with gettext message catalogs

* a Python interface to the CLDR (Common Locale Data Repository),
  providing access to various locale display names, localized number
  and date formatting, etc."
pidgin,工具,库,库, A Gtk+ based multiprotocol instant messaging client," Pidgin allows you to talk to anyone using a variety of messaging
protocols including AIM, MSN, Yahoo!, Jabber, Bonjour, Gadu-Gadu,
ICQ, IRC, Novell Groupwise, QQ, Lotus Sametime, Simple and Zephyr.
These protocols are implemented using a modular, easy to use design.
To use a protocol, just add an account using the account editor.

Pidgin supports many common features of other clients, as well as many
unique features, such as perl scripting, TCL scripting and C plugins.

Pidgin is not affiliated with or endorsed by America Online, Inc.,
Microsoft Corporation, Yahoo! Inc., or ICQ Inc."
gnome-photos,服务,库,工具," Access, organize and share your photos on GNOME"," A simple application to access, organize and share your photos on
GNOME. It is meant to be a simple and elegant replacement for using a
file manager to deal with photos. Seamless cloud integration is offered
through GNOME Online Accounts."
python38-setuptools,库,库,工具, Easily build and distribute Python 3 packages," Setuptools is a collection of enhancements to the Python 3 distutils that allow
you to more easily build and distribute Python 3 packages, especially ones that
have dependencies on other packages.

This package also contains the runtime components of setuptools, necessary to
execute the software that requires pkg_resources.py."
