name,label,predict,marked_text
autocorr-fi,库,服务,finnish rule rules common finnish typing error
autocorr-fr,库,服务,french rule rules common french type error
autocorr-ga,库,服务,irish rule rules common irish typing error
autocorr-hr,库,服务,croatian rule rules common croatian typing error
autocorr-hu,库,服务,hungarian rule rules common hungarian typing error
autocorr-is,库,服务,icelandic rule rules common icelandic typing error
autocorr-it,库,服务,italian rule rules common italian typing error
autocorr-ja,库,其它,japanese rule rules common japanese typing error
autocorr-ko,库,其它,korean rule rules common korean typing error
autocorr-lb,库,服务,luxembourgish rule rules common luxembourgish typing error
autocorr-lt,库,服务,lithuanian rule rules common lithuanian typing error
autocorr-mn,库,服务,mongolian rule rules common mongolian typing error
autocorr-nl,库,服务,dutch rule rules common dutch typing error
autocorr-pl,库,服务,polish rule rules common polish typing error
autocorr-pt,库,服务,portuguese rule rules common portuguese typing error
autocorr-ro,库,服务,romanian rule rules common romanian typing error
autocorr-ru,库,服务,russian rule rules common russian typing error
autocorr-sk,库,服务,slovak rule rules common slovak typing error
autocorr-sl,库,服务,slovenian rule rules common slovenian typing error
autocorr-sr,库,服务,serbian rule rules common serbian typing error
autocorr-sv,库,服务,swedish rule rules common swedish typing error
autocorr-tr,库,服务,turkish rule rules common turkish typing error
autocorr-vi,库,服务,vietnamese rule rules common vietnamese typing error
autocorr-zh,库,其它,chinese rule rules common chinese typing error
libreoffice-data,库,服务,libreoffice(库) data(工具) file(工具) contain(工具)s data(工具) file(工具)
libreoffice-langpack-gl,库,其它,galician language(工具) pack libreoffice(库) provide(工具)s additional galician translation resource(工具) libreoffice(库)
libreoffice-langpack-it,库,其它,italian language(工具) pack libreoffice(库) provide(工具)s additional italian translation resource(工具) libreoffice(库)
libreoffice-langpack-nl,库,工具,dutch language(工具) pack libreoffice(库) provide(工具)s additional dutch translation resource(工具) libreoffice(库)
libreoffice-langpack-pt-BR,库,其它,brazilian language(工具) pack libreoffice(库) provide(工具)s additional brazilian translation resource(工具) libreoffice(库)
libreoffice-langpack-pt-PT,库,工具,portuguese language(工具) pack libreoffice(库) provide(工具)s additional portuguese translation resource(工具) libreoffice(库)
libreoffice-langpack-ta,库,工具,tamil language(工具) pack libreoffice(库) provide(工具)s additional tamil translation resource(工具) libreoffice(库)
libreoffice-opensymbol-fonts,库,其它,libreoffice(库) dingbat font(其它) dingbat font(其它) open(工具)symbol suitable libreoffice(库) bullet mathematical symbol
libreoffice-sdk,库,工具,software development libreoffice(库) libreoffice(库) libreoffice(库) office suite provide(工具) necessary tool(工具) program(工具) libreoffice(库) apis create extension component libreoffice(库) build environment building
libreport-plugin-bugzilla,库,服务,libreport bugzilla plugin(服务) plugin(服务) report bugzilla
libreport-plugin-kerneloops,工具,服务,libreport kernel(其它)oops reporter plugin(服务) this package(工具) contain(工具) plugin(服务) send kernel(其它) crash informat(库)ion specify server(服务) usually
libreport-plugin-logger,工具,库,libreport logger reporter plugin(服务) simple reporter plugin(服务) write(库) report specify file(工具)
libreswan,工具,服务,ipsec implementation(库) keying protocol(服务) libreswan free(其它) implementation(库) linux ipsec internet protocol(服务) security strong cryptography provide(工具) authentication encryption service(服务) these service(服务) allow(库) build secure tunnel untrusted network(服务) everything pass untrusted encrypt ipsec gateway machine decrypt gateway tunnel resulting tunnel virtual private network(服务) this package(工具) contain(工具) daemon(服务) user(工具)land tool(工具) libreswan libreswan also support(工具) secure labeling libreswan base turn base
librsvg2-tools,库,工具,extra tool(工具) librsvg this package(工具) provide(工具) extra utility(工具) base librsvg library(库)
libsepol,库,服务,selinux binary policy manipulation library(库) linux feature kernel(其它) number utility(工具) enhanced security function(库)ality design(其它) mandatory access(库) control linux linux kernel(其它) contain(工具) architectural component originally develop improve security flask operating system these architectural component provide(工具) general support(工具) enforcement many kind mandatory access(库) control policy include(工具) base concept type access(库) control security libsepol provide(工具) manipulation selinux binary policy checkpolicy policy compiler similar tool(工具) well program(工具) like need perform specific transformat(库)ion binary policy customizing policy boolean setting
libslirp,库,服务,general purpose emulator general purpose emulator virtual machine hypervisors provide(工具) virtual network(服务)ing service(服务)
libsmi,库,服务,library(库) access(库) informat(库)ion libsmi library(库) access(库) module(库) informat(库)ion well define hide nasty detail locating parse module(库) this package(工具) contain(工具) tool(工具) check dump convert definition steadily maintain revise archive ietf iana maintain standard module(库)
libsoup,库,服务,soup http library(库) implementation(库) libsoup http library(库) implementation(库) originally part soap simple object access(库) protocol(服务) implementation(库) call soup soap part split separate package(工具) libsoup glib main loop design(其它) work well application(库) this enable gnome(服务) application(库) access(库) http server(服务) network(服务) completely asynchronous fashion similar program(工具)ming model(工具) synchronous operation mode also support(工具) want
libssh,库,服务,library(库) implement protocol(服务) library(库) design(其它) program(工具)mer need work implementation(库) mean library(库) complete control client(服务) make program(工具)mer with libssh remotely execute program(工具) transfer file(工具) secure transparent tunnel remote program(工具) with secure implementation(库) play remote file(工具) easily without program(工具) others libcrypto open(工具)ssl
libssh-config,库,服务,configuration file(工具) libssh package(工具) provide(工具) default configuration file(工具) libssh
libstoragemgmt-arcconf-plugin,库,服务,file(工具)s microsemi adaptec smart family(其它) support(工具) libstoragemgmt package(工具) contain(工具) plugin(服务) microsemi adaptec raid smart family(其它) controller storage management
libstoragemgmt-hpsa-plugin,库,服务,file(工具)s smartarray support(工具) libstoragemgmt package(工具) contain(工具) plugin(服务) smartarray storage management hpssacli
libstoragemgmt-local-plugin,库,服务,file(工具)s local pseudo plugin(服务) libstoragemgmt plugin(服务) provide(工具) auto plugin(服务) selection locally manage storage
libstoragemgmt-megaraid-plugin,库,服务,file(工具)s megaraid support(工具) libstoragemgmt package(工具) contain(工具) plugin(服务) megaraid storage management storcli
libstoragemgmt-smis-plugin,库,服务,file(工具)s generic array support(工具) libstoragemgmt package(工具) contain(工具) generic array support(工具)
libstoragemgmt-udev,库,工具,udev file(工具) libstoragemgmt package(工具) contain(工具) udev rule helper utility(工具) uevents generate kernel(其它)
python3-libsvm,库,工具,tool(工具) interface(库) libsvm tool(工具) interface(库) libsvm install package(工具) want develop program(工具) libsvm
libtiff-tools,库,工具,utility(工具) program(工具) manipulate tiff file(工具) this package(工具) contain(工具) program(工具) manipulate tiff format(库) image file(工具) libtiff library(库)
libucil,库,服务,library(库) render text graphic overlay onto video image unicap provide(工具) uniform interface(库) video capture device(服务) allow(库) application(库) support(工具)ed video capture device(服务) single related ucil library(库) provide(工具) easy function(库) render text graphic overlay onto video image
libunistring,库,工具,unicode(库)(其它) string library(库) this portable library(库) implement unicode(库)(其它) string type three flavour together function(库) character processing name class(库)ification property function(库) string processing iteration format(库) output width word break line break normalization case folding regular expression
libutempter,库,服务,privileged helper update this library(库) provide(工具) interface(库) terminal emulator screen xterm record user(工具) session utmp wtmp file(工具)
libvarlink-util,库,工具,varlink command(工具) line tool(工具) package(工具) contain(工具) varlink command(工具) line tool(工具)
libvirt-client,工具,库,client(服务) side utility(工具) libvirt library(库) client(服务) binary need access(库) virtualization capability recent version(工具) linux oses
libvirt-daemon-driver-qemu,服务,工具,qemu driver(服务) plugin(服务) libvirtd daemon(服务) qemu driver(服务) plugin(服务) libvirtd daemon(服务) provide(工具) implementation(库) hypervisor driver(服务) apis qemu
libvirt-libs,库,服务,client(服务) side library(库) shared library(库) access(库) libvirt daemon(服务)
libvirt-dbus,库,服务,libvirt bind this package(工具) provide(工具) libvirt
voikko-tools,库,工具,test tool(工具) libvoikko this package(工具) contain(工具) voikkospell voikkohyphenate small command(工具) line tool(工具) test libvoikko these tool(工具) also useful shell script(其它)
libX11-common,库,服务,common data(工具) common data(工具)
libxkbcommon,库,服务,parse library(库) libxkbcommon library(库) compile format(库) usable server(服务) display(其它) server(服务)
libxshmfence,库,服务,share memory fence(服务) shared memory fence(服务)
lightdm-qt5,库,服务,lightdm client(服务) library(库) this package(工具) contain(工具) library(库) lightdm client(服务) interface(库) lightdm
lightdm-gtk,库,工具,lightdm greeter lightdm greeter tool(工具)kit
lld,工具,库,llvm linker llvm project(其它) linker
lld-libs,工具,库,share library(库) shared library(库)
lldb,工具,库,next generation debugger lldb next generation debugger build reusable component highly leverage exist library(库) large llvm project(其它) clang expression parser llvm disassembler
lldpad,服务,工具,intel lldp agent(服务) this package(工具) contain(工具) linux user(工具) space daemon(服务) configuration tool(工具) intel lldp agent(服务) enhanced ethernet support(工具) data(工具) center
llvm,工具,库,level virtual machine llvm compiler infrastructure design(其它) runtime(库) optimization program(工具) arbitrary program(工具)ming language(工具) compiler infrastructure include(工具) mirror program(工具)ming tool(工具) well library(库) equivalent function(库)ality
llvm-googletest,工具,库,llvm modified googletest source(工具) llvm modified googletest source(工具)
llvm-toolset,工具,服务,package(工具) install this main package(工具)
lockdev,库,服务,library(库) lock device(服务) lockdev provide(工具) reliable exclusive lock device(服务) fsstnd method
logrotate,工具,服务,rotates compress remove(其它) mail system file(工具) logrotate utility(工具) design(其它) simplify administration file(工具) system generate file(工具) logrotate allow(库) automatic rotation compression removal mailing file(工具) logrotate handle file(工具) daily weekly monthly file(工具) certain size normally logrotate daily cron install logrotate package(工具) need utility(工具) deal file(工具) system
logwatch,工具,服务,file(工具) analysis program(工具) logwatch customizable pluggable system give period time make report area wish detail wish easy work right package(工具) many system
lorax-lmc-virt,工具,库,libvirt dependency additional dependency require
lorax-templates-anolis,服务,工具,anolis build template lorax anolis specific lorax template create live isos place
lorax-templates-rhel,服务,工具,build template lorax lorax template create live isos place
lrzsz,工具,库,modem communication program(工具) lrzsz consist cosmetically modify package(工具) build version(工具) rzsz package(工具) lrzsz create provide(工具) working copylefted zmodem solution linux system
lshw,工具,服务,hardware lister lshw small tool(工具) provide(工具) detailed informat(库)on hardware configuration machine report exact memory configuration firmware(其它) version(工具) mainboard configuration version(工具) speed cache configuration speed system powerpc machine powermac know work informat(库)ion output plain text html
lsscsi,工具,服务,list scsi device(服务) host associate informat(库)ion uses informat(库)ion provide(工具) sysfs pseudo file(工具) system linux kernel(其它) series list scsi device(服务) scsi host include(工具)s class(库)ic option mimic output widely prior series author doug gilbert dgilbert interlog
ltrace,工具,库,tracks runtime(库) library(库) call dynamically link executables ltrace debug program(工具) specified command(工具) command(工具) exit while command(工具) execute ltrace intercept record dynamic library(库) call call executed process signal receive executed process ltrace also intercept print system call execute process install ltrace need sysadmin tool(工具) track execution process
lua-json,库,服务,json luajson customizable json lpeg parse
lua-lunit,库,服务,unit test framework lunit unit test framework write(库) lunit provide(工具) assert function(库) misc function(库) usage easy unit test framework lunit come test suite test testsuite consists approximately assertion
lua-srpm-macros,库,工具,macro build source(工具) package(工具) macro build source(工具) package(工具)
lucene-queries,库,工具,lucene queries module(库) lucene queries module(库)
lucene-queryparser,库,工具,lucene queryparsers module(库) lucene queryparsers module(库)
lucene-sandbox,库,工具,lucene sandbox module(库) lucene sandbox module(库)
device-mapper,工具,服务,device(服务) mapper utility(工具) this package(工具) contain(工具) support(工具) user(工具)space utility(工具) dmsetup kernel(其它)
device-mapper-event-libs,工具,服务,event daemon(服务) share library(库) this package(工具) contain(工具) event daemon(服务) share library(库)
device-mapper-libs,库,服务,share library(库) this package(工具) contain(工具) shared library(库) libdevmapper
lzop,工具,库,file(工具) compressor lzop compression utility(工具) design(其它) companion gzip base data(工具) compression library(库) main advantage gzip much high compression decompression speed cost compression ratio lzop compression utility(工具) design(其它) goal(其它) reliability speed portability reasonable compatibility gzip
m17n-db,库,服务,multilingualization data(工具)file(工具)s this package(工具) contain(工具) multilingualization data(工具)file(工具)s describe input encode(库) open(工具)type font(其它) data(工具) font(其它) layout text render language(工具)
m17n-lib,库,工具,multilingual text library(库) multilingual text library(库) primarily allow(库) input many language(工具) input table package(工具) provide(工具) core input method backend library(库)
m4,工具,服务,macro processor implementation(库) traditional unix macro processor useful write(库) text file(工具) logically parse many program(工具) part build process function(库) include(工具) file(工具) shell command(工具) arithmetic autoconf program(工具) need generate configure script(其它) configure script(其它) install need macro processor
mailcap,工具,其它,helper application(库) mime type association file(工具) type mailcap file(工具) metamail program(工具) metamail read mailcap file(工具) determine display(其它) multimedia material basically mailcap associate particular type file(工具) particular program(工具) mail agent(服务) program(工具) call order handle file(工具) mailcap instal allow(库) certain program(工具) able handle file(工具) also include(工具) package(工具) file(工具) contain(工具) list mime type file(工具)name extension association several application(库) determine mime type file(工具)name
mailman,工具,服务,mailing list manager build access(库) mailman software help manage email discussion list much like majordomo smartmail unlike similar product mailman give mail list webpage allow(库) user(工具) subscribe unsubscribe even list manager administer list entirely mailman also integrate thing people want mailing list include(工具) archiving mail news gateway documentation(库) find when package(工具) finish installing need perform additional installation step describe
mailx,工具,服务,enhanced implementation(库) mailx command(工具) mailx enhanced mail command(工具) provide(工具) function(库)ality posix mailx command(工具) well sysv mail berkeley mail derive additionally posix feature mailx work storage format(库) well mailbox support(工具) imap smtp protocol(服务) include(工具) operate remote host handle mime type different charsets there useful feature mailx ancient analogue mailx mail script(其它) language(工具) sending receive mail besides mailx command(工具) package(工具) provide(工具) mail mail compatible predecessor source(工具) well nail initial name project(其它)
malaga,工具,库,program(工具)ming language(工具) automatic language(工具) analysis software package(工具) development application(库) grammar analysis word sentence natural language(工具) system offer program(工具)ming language(工具) model(工具)ling grammatical informat(库)ion this language(工具) also call malaga malaga base grammatical theory left associative grammar develop roland hausser professor computational linguistics university erlangen germany
man-pages-overrides,库,工具,complementary update manual page collection manual page complement package(工具) update contain(工具) therein always late version(工具) package(工具) instal
mariadb,服务,工具,fast(工具) robust data(工具)base server(服务) mariadb community develop branch mysql data(工具)base server(服务) implementation(库) consisting server(服务) daemon(服务) mysqld many different client(服务) program(工具) library(库) base package(工具) contain(工具) standard client(服务) program(工具) generic mysql file(工具)
mariadb-common,服务,工具,share file(工具) require server(服务) client(服务) package(工具) provide(工具) essential share file(工具) mariadb program(工具) need install package(工具) mariadb package(工具)
mariadb-embedded,库,服务,mariadb embeddable library(库) mariadb data(工具)base server(服务) this package(工具) contain(工具) version(工具) mariadb server(服务) embed client(服务) application(库) instead separate process mariadb community develop branch mysql
mariadb-connector-c,库,服务,mariadb native client(服务) library(库) driver(服务) mariadb native client(服务) library(库) driver(服务) connect application(库) develop mariadb mysql data(工具)base
mariadb-connector-c-config,库,其它,configuration file(工具) package(工具) configuration file(工具) this package(工具) deliver include(工具) configuration file(工具) directory ship directory well other package(工具) file(工具) directory require package(工具) file(工具) present
maven-doxia,工具,库,content generation framework doxia content generation framework provide(工具) user(工具) powerful technique generate static dynamic content doxia generate static site addition incorporate dynamic content generation system like blog wikis content management system
maven-doxia-modules,工具,库,doxia module(库) several markup language(工具) this package(工具) provide(工具) doxia module(库) several markup language(工具)
maven-doxia-sink-api,库,工具,module(库) this package(工具) provide(工具) module(库)
maven-enforcer,工具,库,maven(工具) enforcer enforcer build rule execution framework
maven-enforcer-rules,工具,库,enforcer rules this component contain(工具) standard enforcer rules
maven-invoker,工具,库,fires maven(工具) build clean environment this concern fire maven(工具) build accomplish task build conventional maven(工具) command(工具) line option give current request along global option specify invoker once command(工具) line invoker execute capture result exit code(库) exception throw signal failure execute control specify inputstream invocationoutputhandlers this replacement package(工具)
maven-parent,工具,库,apache maven(工具) parent apache maven(工具) parent file(工具) maven(工具) project(其它)
maven-plugins-pom,工具,库,maven(工具) plugin(服务)s this package(工具) provide(工具) maven(工具) plugin(服务)s parent different apache maven(工具) plugin(服务)s
maven-plugin-testing,工具,库,maven(工具) plugin(服务) testing maven(工具) plugin(服务) testing contain(工具) necessary module(库) able test maven(工具) plugin(服务)s
maven-script,工具,库,maven(工具) script(其它) mojo support(工具) maven(工具) script(其它) mojo support(工具) developer write(库) maven(工具) script(其它) language(工具) instead compile java(库)
maven-remote-resources-plugin,工具,库,maven(工具) remote resource(工具)s plugin(服务) process resource(工具) package(工具) jars deploy remote repository primary case satisfy consistent inclusion common resource(工具) large project(其它) maven(工具) project(其它) apache satisfy licensing requirement apache project(其它) much include(工具) license notice file(工具) release
maven-shared,工具,库,maven(工具) shared components maven(工具) shared components
maven-surefire-plugin,工具,库,surefire plugin(服务) maven(工具) maven(工具) surefire plugin(服务) test surefire framework
maven-surefire-report-plugin,工具,库,surefire report plugin(服务) maven(工具) plugin(服务) generate report surefire test
mcelog,工具,服务,tool(工具) translate machine check exception data(工具) mcelog utility(工具) collect decode(库) machine check exception data(工具) system
mcpp,工具,库,alternative preprocessor preprocessor defines expand macro process include(工具) directive mcpp alternative preprocessor high conformance support(工具) multiple(其它) standard mcpp especially useful debug source(工具) program(工具) complicate macro also useful check portability source(工具) though mcpp could build replacement resident preprocessor program(工具) without library(库) build mcpp package(工具) install program(工具) name link share library(库) mcpp behaves independent
mecab,工具,库,another morphological analyzer mecab open(工具) source(工具) morphological analyzer conditional random fields estimation parameter note install mecab dictionary(工具) make mecab
mecab-ipadic,工具,服务,dictionary(工具) mecab mecab dictionary(工具) mecab estimation base corpus this dictionary(工具)
mecab-ipadic-EUCJP,工具,服务,dictionary(工具) mecab encode(库) mecab dictionary(工具) mecab estimation base corpus this dictionary(工具)
media-player-info,库,服务,data(工具) file(工具) describe medium player capability repository data(工具) file(工具) describe medium player mostly mass storage capability these file(工具) contain(工具) informat(库)ion directory layout music device(服务) support(工具)ed file(工具) format(库) package(工具) also install udev rule identify medium player device(服务)
memtest86+,工具,服务,memory tester computer thorough memory test architecture computer bios base memory test quick check often miss many failure detect version(工具) boot grub avoid following error error loading support(工具) error invalid unsupport(工具)ed executable format(库) error selected item memory script(其它) root entry grub boot menu
mercurial,工具,库,mercurial distributed mercurial fast(工具) lightweight source(工具) control management system design(其它) efficient handling large distribute project(其它) quick start http tutorial http extensions http
mercurial-hgk,工具,库,interface(库) mercurial mercurial extension display(其它) change history graphically display(其它)s branch merges easily understandable show diffs revision based gitk adds view command(工具) http documentation(库)
mesa-libglapi,库,工具,mesa share glapi mesa share glapi
metacity,服务,工具,unobtrusive window manager metacity window manager integrate nicely gnome(服务) desktop strive quiet small stable stay attention
metis,工具,库,serial graph partitioning matrix ordering metis serial program(工具) partition graph partition finite element mesh produce fill reduce ordering sparse matrix algorithm implement metis base multilevel multilevel partitioning scheme develop metis distribute open(工具)mp support(工具)
microdnf,工具,库,lightweight implementation(库) micro lightweight implementation(库) design(其它) simple packaging action need want tiny useful environment possible that want interpreter stack want minimal environment possible build exactly need
mingw32-bzip2,工具,库,version(工具) windows free(其它)ly available(其它) high quality data(工具) compressor compress file(工具) within percent capability best technique available(其它) however added benefit approximately time fast(工具)er compression time fast(工具)er decompression technique fast(工具) compression utility(工具) strike balance speed compression capability this package(工具) contain(工具) development tool(工具) library(库) windows software
mingw64-bzip2,工具,库,version(工具) windows free(其它)ly available(其它) high quality data(工具) compressor compress file(工具) within percent capability best technique available(其它) however added benefit approximately time fast(工具)er compression time fast(工具)er decompression technique fast(工具) compression utility(工具) strike balance speed compression capability this package(工具) contain(工具) development tool(工具) library(库) windows software
mingw32-cairo,工具,库,mingw windows cairo library(库) mingw windows cairo library(库)
mingw64-cairo,工具,库,mingw windows cairo library(库) mingw windows cairo library(库)
mingw32-crt,工具,库,mingw windows runtime(库) target mingw windows runtime(库) base library(库) target
mingw64-crt,工具,库,mingw windows runtime(库) target mingw windows runtime(库) base library(库) target
mingw32-filesystem,工具,其它,mingw cross compiler base file(工具)system environment target this package(工具) contain(工具) base file(工具)system layout macro environment mingw package(工具)
mingw64-filesystem,工具,其它,mingw cross compiler base file(工具)system environment target this package(工具) contain(工具) base file(工具)system layout macro environment mingw package(工具)
mingw-filesystem-base,工具,服务,generic file(工具) need this package(工具) contain(工具) base file(工具)system layout macro environment mingw package(工具)
mingw32-fontconfig,工具,库,mingw windows font(其它)config library(库) mingw windows font(其它)config library(库)
mingw64-fontconfig,工具,库,mingw windows font(其它)config library(库) mingw windows font(其它)config library(库)
mingw32-freetype,工具,库,free(其它) portable font(其它) render engine(工具) mingw windows free(其它)type library(库)
mingw64-freetype,工具,库,free(其它) portable font(其它) render engine(工具) mingw windows free(其它)type library(库)
mingw32-gcc-c++,工具,库,mingw windows target mingw windows target
mingw64-cpp,工具,库,mingw windows preprocessor target mingw windows preprocessor target
mingw32-gettext,库,工具,library(库) utility(工具) produce message mingw windows gettext library(库)
mingw64-gettext,库,工具,library(库) utility(工具) produce message mingw windows gettext library(库)
mingw64-harfbuzz,库,工具,mingw windows harfbuzz library(库) harfbuzz implementation(库) open(工具)type layout engine(工具)
mingw64-pcre,库,工具,mingw windows pcre library(库) cross compile regular expression library(库) pcre native wrapper function(库) base posix also supply library(库) libpcreposix note provide(工具) posix call interface(库) pcre regular expression still follow perl(库) syntax semantics header file(工具) function(库) call
mlocate,工具,服务,utility(工具) find file(工具) name mlocate implementation(库) keep data(工具)base exist file(工具) allow(库) lookup file(工具) name stand merge updatedb reuse exist data(工具)base avoid reread file(工具) system make updatedb fast(工具)er trash system cache much traditional locate implementation(库)
mobile-broadband-provider-info,库,服务,mobile broadband provide(工具)r data(工具)base package(工具) contain(工具) listing mobile broadband provide(工具)r associate network(服务) plan informat(库)ion
mod_auth_gssapi,库,服务,gssapi authentication module(库) apache module(库) authentication service(服务) implement spnego base http authentication protocol(服务) define
mod_auth_mellon,库,服务,saml authentication module(库) apache httpd server(服务) module(库) authentication service(服务) implement saml federation protocol(服务) grant access(库) base attribute receive assertion generate server(服务)
mod_auth_mellon-diagnostics,库,服务,build diagnostic build diagnostic logging directory instruction diagnostics build
mod_auth_openidc,库,服务,open(工具)id connect auth module(库) apache http server(服务) this module(库) enable apache server(服务) operate open(工具)id connect relying party oauth resource(工具) server(服务)
mod_fcgid,库,服务,fast(工具)cgi interface(库) module(库) apache alternative apache module(库) process management strategy concentrate reduce number fast(工具)cgi server(服务) kick corrupt fast(工具)cgi server(服务) soon possible
mod_http2,库,服务,module(库) implement apache apache httpd module(库) implement protocol(服务) httpd server(服务)
mod_md,库,服务,certificate provision acme apache http server(服务) this module(库) manage common property domain(服务) virtual host specifically acme protocol(服务) automate certificate provisioning certificates configure manage domain(服务) virtual host automatically include(工具) renewal
mod_security,库,服务,security module(库) apache http server(服务) modsecurity open(工具) source(工具) intrusion detection prevention engine(工具) application(库) operate embed server(服务) powerful umbrella shield application(库) attack
mod_security_crs,库,服务,modsecurity rules this package(工具) provide(工具) base rule
mokutil,工具,服务,tool(工具) manage uefi secure boot keys mokutil provide(工具) tool(工具) manage secure boot machine keys mechanism
motif,工具,库,library(库) program(工具) this motif environment include(工具) motif share library(库) need application(库) dynamically link motif motif window manager
mousetweaks,工具,服务,mouse access(库)ibility support(工具) gnome(服务) desktop mousetweaks package(工具) provide(工具) mouse access(库)ibility enhancement gnome(服务) desktop perform various click without hardware button option access(库) access(库)ibility mouse preferences gnome(服务) control center
mozilla-filesystem,库,服务,mozilla file(工具)sytem layout this package(工具) provide(工具) directory require package(工具) mozilla technology native messaging extension
mozvoikko,工具,库,finnish voikko extension mozilla program(工具) this mozvoikko extension mozilla program(工具) finnish voikko
mpv-libs,工具,库,dynamic library(库) frontends this package(工具) contain(工具) dynamic library(库) libmpv provide(工具) access(库)
mstflint,工具,服务,mellanox firmware(其它) burn tool(工具) this package(工具) contain(工具) firmware(其它) update tool(工具) dump register dump tool(工具) network(服务) adapter base mellanox technologies chip
mtr-gtk,库,工具,interface(库) combine function(库)ality program(工具) single network(服务) diagnostic tool(工具) package(工具) provide(工具) interface(库) when start investigate network(服务) connection host destination host afterwards determine address network(服务) machine send sequence icmp echo request determine quality link machine while print statistic machine
mt-st,工具,服务,tool(工具) control tape drive package(工具) contain(工具) tape drive management program(工具) magnetic tape drive scsi tape device(服务) control rewinding eject skip file(工具) block install need tool(工具) manage tape drive
mtx,工具,库,scsi medium changer control program(工具) program(工具) control robotic mechanism autoloader tape library(库) surestore exabyte exabyte this program(工具) also report work variety tape library(库) autochangers adic breece hill seagate backup tape device(服务) capable handle tape time install
multilib-rpm-config,工具,服务,multilib packaging helper tool(工具) shell script(其它) macro file(工具) help multilib packaging issue
munge-libs,工具,库,runtime(库) libs authentication across host cluster runtime(库) library(库) munge
mysql-libs,库,服务,shared library(库) require mysql client(服务) package(工具) provide(工具) essential shared library(库) mysql client(服务) program(工具) interface(库) need install package(工具) mysql package(工具) client(服务) need connect mysql server(服务)
mysql-selinux,库,服务,selinux policy module(库) mysql mariadb package(工具) selinux policy module(库) mysql mariadb package(工具)
nano,工具,服务,small text editor nano small friendly text editor
nasm,工具,库,portable assembler syntax nasm netwide assembler free(其它) portable assembler intel microprocessor series primarily traditional intel instruction mnemonic syntax
nautilus,工具,库,file(工具) manager gnome(服务) nautilus file(工具) manager graphical shell gnome(服务) desktop make easy manage file(工具) rest system allow(库) browse directory local remote file(工具)systems preview file(工具) launch application(库) associate also responsible handle icon gnome(服务) desktop
nautilus-extensions,工具,库,nautilus extension library(库) this package(工具) provide(工具) library(库) nautilus extension
nautilus-sendto,工具,库,nautilus context menu send file(工具) package(工具) provide(工具) nautilus context menu send file(工具) desktop application(库) these function(库) implement plugin(服务)s extend additional feature
nbdkit-curl-plugin,库,工具,curl plugin(服务) nbdkit this package(工具) contain(工具) curl support(工具) nbdkit
ncurses-base,库,其它,descript(其它)ions common terminal this package(工具) contain(工具) descript(其它)ion common terminal other terminal descript(其它)ion include(工具) package(工具)
ncurses-compat-libs,库,工具,ncurses compatibility libraries curse library(库) routine method update character screen reasonable optimization ncurses curse library(库) free(其它)ly distributable replacement discontinued class(库)ic curse library(库) this package(工具) contain(工具) version(工具) ncurses library(库) compatibility
ncurses-libs,库,工具,ncurses libraries curse library(库) routine method update character screen reasonable optimization ncurses curse library(库) free(其它)ly distributable replacement discontinued class(库)ic curse library(库) this package(工具) contain(工具) ncurses library(库)
ncurses-term,库,其它,terminal descript(其它)ion this package(工具) contain(工具) additional terminal descript(其它)ion find package(工具)
daxctl-libs,工具,库,management library(库) device(服务) device(服务) device(服务) facility establish mapping performance(服务) memory provide(工具) enumeration control device(服务)
ndctl,工具,库,manage libnvdimm subsystem device(服务) memory utility(工具) library(库) manage libnvdimm subsystem libnvdimm subsystem define kernel(其它) device(服务) model(工具) control message interface(库) platform nvdimm resource(工具) like define acpi nfit nvdimm firmware(其它) interface(库) table
ndctl-libs,工具,库,management library(库) libnvdimm subsystem device(服务) memory libraries ndctl
nerdctl,工具,服务,contain(工具)erd nerdctl contain(工具)erd
netcf,库,服务,network(服务) configuration library(库) netcf library(库) modify network(服务) configuration system network(服务) configuration express format(库) netcf translate change network(服务) configuration file(工具)
net-snmp,库,工具,collection snmp protocol(服务) tool(工具) library(库) snmp simple network(服务) management protocol(服务) protocol(服务) network(服务) management project(其它) include(工具) various snmp tool(工具) extensible agent(服务) snmp library(库) tool(工具) request informat(库)ion snmp agent(服务) tool(工具) generate handle snmp trap version(工具) netstat command(工具) snmp browser this package(工具) contain(工具) snmpd snmptrapd daemon(服务) documentation(库) probably also want install package(工具) contain(工具) utility(工具)
net-snmp-utils,工具,服务,network(服务) management utility(工具) snmp project(其它) package(工具) contain(工具) various utility(工具) network(服务) management project(其它) install package(工具) need utility(工具) manage network(服务) snmp protocol(服务) also need install package(工具)
nettle,库,工具,cryptographic library(库) nettle cryptographic library(库) design(其它) easily less context crypto tool(工具)kits language(工具) python(库) pike application(库) like gnupg even kernel(其它) space
NetworkManager-libnm,服务,库,libraries network(服务)manager support(工具) application(库) this package(工具) contain(工具) library(库) make easy network(服务)manager function(库)ality application(库)
NetworkManager-tui,服务,库,network(服务)manager this text user(工具) interface(库) network(服务)manager allow(库) perform operation support(工具) environment
network-manager-applet,工具,服务,network(服务) control status applet network(服务)manager this package(工具) contain(工具) network(服务) control status notification area applet network(服务)manager
nfs-utils,工具,服务,utility(工具) support(工具) client(服务) daemon(服务) kernel(其它) server(服务) package(工具) provide(工具) various utility(工具) client(服务) server(服务)
