name,label,pred,summary,description
kf5-kdbusaddons,工具,库, KDE Frameworks 5 Tier 1 addon with various classes on top of QtDBus," KDBusAddons provides convenience classes on top of QtDBus, as well as an API to
create KDED modules."
hunspell-ta,工具,工具, Tamil hunspell dictionaries, Tamil hunspell dictionaries.
fuse3-libs,库,库, File System in Userspace (FUSE) v3 libraries," Devel With FUSE it is possible to implement a fully functional filesystem in a
userspace program. This package contains the FUSE v3 libraries."
plexus-sec-dispatcher-javadoc,库,库, Javadoc for plexus-sec-dispatcher, API documentation for plexus-sec-dispatcher.
dejavu-fonts-common,其它,其它, Common files for the Dejavu font set," 
The DejaVu font set is based on the __itstream Vera_ fonts, release 1.10. Its
purpose is to provide a wider range of characters, while maintaining the
original style, using an open collaborative development process.

This package consists of files used by other DejaVu packages."
maven-jar-plugin,工具,库, Maven JAR Plugin," Builds a Java Archive (JAR) file from the compiled
project classes and resources."
pmdk-convert,工具,工具, Conversion tool for PMDK pools," pmdk-convert is a tool for conversion of PMDK pools from any version
to any consecutive version. Currently only libpmemobj pools require
conversion and this tool supports only those kind of pools."
libreoffice-langpack-id,库,库, Indonesian language pack for LibreOffice, Provides additional Indonesian translations and resources for LibreOffice.
icoutils,工具,库, Utility for extracting and converting Microsoft icon and cursor files," The icoutils are a set of programs for extracting and converting images in
Microsoft Windows icon and cursor files. These files usually have the
extension .ico or .cur, but they can also be embedded in executables or
libraries."
slf4j-javadoc,库,库, API documentation for slf4j, This package provides API documentation for slf4j.
texlive-sectsty,工具,库, Control sectional headers," A LaTeX2e package to help change the style of any or all of
LaTeX's sectional headers in the article, book, or report
classes. Examples include the addition of rules above or below
a section title."
google-noto-sans-kayah-li-fonts,其它,其它, Sans Kayah Li font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Kayah Li."
boost-serialization,库,库, Run-time component of boost serialization library," 
Run-time support for serialization for persistence and marshaling."
fuse-exfat,工具,服务, Free exFAT file system implementation," This driver is the first free exFAT file system implementation with write
support. exFAT is a simple file system created by Microsoft. It is intended
to replace FAT32 removing some of it's limitations. exFAT is a standard FS
for SDXC memory cards."
ibus-table-chinese-cantonese,工具,库, Cantonese input methods," Cantonese input methods, includes:
Cantonese, Hong-Kong version of Cantonese,
and jyutping."
langpacks-da,其它,其它, Danish langpacks meta-package, This package provides Danish langpacks meta-package.
libselinux,库,库, SELinux library and simple utilities," Security-enhanced Linux is a feature of the Linux庐 kernel and a number
of utilities with enhanced security functionality designed to add
mandatory access controls to Linux.  The Security-enhanced Linux
kernel contains new architectural components originally developed to
improve the security of the Flask operating system. These
architectural components provide general support for the enforcement
of many kinds of mandatory access control policies, including those
based on the concepts of Type Enforcement庐, Role-based Access
Control, and Multi-level Security.

libselinux provides an API for SELinux applications to get and set
process and file security contexts and to obtain security policy
decisions.  Required for any applications that use the SELinux API."
libdmmp,库,库,device-mapper-multipath C API library ,"This package contains the shared library for the device-mapper-multipath
C API library. "
mingw32-win-iconv,库,库, MinGW Windows Iconv library, MinGW Windows cross compiled Iconv library.
mythes-de,库,库, German thesaurus, German thesaurus.
texlive-mptopdf,工具,工具," mpost to PDF, native MetaPost graphics inclusion"," The mptopdf script does standalone conversion from mpost to
PDF, using the supp-* and syst-* files.  They also allow native
MetaPost graphics inclusion in LaTeX (via pdftex.def) and
ConTeXt.  They can be used independently of the rest of
ConTeXt, yet are maintained as part of it.  So in TeX Live we
pull them out to this separate package for the benefit of LaTeX
users who do not install the rest of ConTeXt.  This can be
found on CTAN in macros/pdftex/graphics."
google-noto-sans-tamil-ui-fonts,其它,其它, Sans Tamil UI font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Tamil UI."
jq,工具,工具, Command-line JSON processor," lightweight and flexible command-line JSON processor

 jq is like sed for JSON data _ you can use it to slice
 and filter and map and transform structured data with
 the same ease that sed, awk, grep and friends let you
 play with text.

 It is written in portable C, and it has zero runtime
 dependencies.

 jq can mangle the data format that you have into the
 one that you want with very little effort, and the
 program to do so is often shorter and simpler than
 you'd expect."
tesseract-script-ethiopic,工具,工具, Ethiopic script data for tesseract-tessdata," This package contains the fast integer version of the Ethiopic script
trained models for the Tesseract Open Source OCR Engine."
julietaula-montserrat-fonts,其它,其它, Sans-serif typeface inspired from Montserrat area," 
A typeface inspired by signs around the Montserrat area of Buenos Aires, Argentina"
maven-shared-io,库,库," API for I/O support like logging, download or file scanning"," API for I/O support like logging, download or file scanning."
ibus-gtk2,库,库, IBus IM module for GTK2, This package contains IBus IM module for GTK2
fcitx-pinyin,工具,工具, Pinyin Engine for Fcitx, This package contains pinyin engine for Fcitx.
keyutils-libs,库,库, Key utilities library," This package provides a wrapper library for the key management facility system
calls."
libcdio,库,库, CD-ROM input and control library," This library provides an interface for CD-ROM access. It can be used
by applications that need OS- and device-independent access to CD-ROM
devices."
tesseract-langpack-yor,工具,工具, Yoruba language data for tesseract-tessdata," This package contains the fast integer version of the Yoruba language
trained models for the Tesseract Open Source OCR Engine."
tesseract-langpack-mya,工具,工具, Burmese language data for tesseract-tessdata," This package contains the fast integer version of the Burmese language
trained models for the Tesseract Open Source OCR Engine."
pcp-pmda-mongodb,服务,服务, Performance Co-Pilot (PCP) metrics for MongoDB," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics from MongoDB."
lzo,库,库, Data compression library with very fast (de)compression," LZO is a portable lossless data compression library written in ANSI C.
It offers pretty fast compression and very fast decompression.
Decompression requires no memory. In addition there are slower
compression levels achieving a quite competitive compression ratio
while still decompressing at this very high speed."
fontawesome-fonts,其它,其它, Iconic font set," Font Awesome gives you scalable vector icons that can instantly be
customized _ size, color, drop shadow, and anything that can be done with the
power of CSS.

This package contains OpenType and TrueType font files which are typically used
locally."
php-opcache,库,库, The Zend OPcache," The Zend OPcache provides faster PHP execution through opcode caching and
optimization. It improves PHP performance by storing precompiled script
bytecode in the shared memory. This eliminates the stages of reading code from
the disk and compiling it on future access. In addition, it applies a few
bytecode optimization patterns that make code execution faster."
pacemaker-remote,服务,服务, Pacemaker remote executor daemon for non-cluster nodes," Pacemaker is an advanced, scalable High-Availability cluster resource
manager.

The pacemaker-remote package contains the Pacemaker Remote daemon
which is capable of extending pacemaker functionality to remote
nodes not running the full corosync/cluster stack."
glusterfs-cli,工具,工具, GlusterFS CLI," GlusterFS is a distributed file-system capable of scaling to several
petabytes. It aggregates various storage bricks over Infiniband RDMA
or TCP/IP interconnect into one large parallel network file
system. GlusterFS is one of the most sophisticated file systems in
terms of features and extensibility.  It borrows a powerful concept
called Translators from GNU Hurd kernel. Much of the code in GlusterFS
is in user space and easily manageable.

This package provides the GlusterFS CLI application and its man page"
brltty,服务,服务, Braille display driver for Linux/Unix," BRLTTY is a background process (daemon) which provides
access to the Linux/Unix console (when in text mode)
for a blind person using a refreshable braille display.
It drives the braille display and provides complete
screen review functionality."
alsa-plugins-vdownmix,服务,工具, Downmixer to stereo plugin for ALSA," The vdownmix plugin is a downmixer from 4-6 channels to 2-channel
stereo headphone output.  This plugin processes the input signals with
a simple spacialization, so the output sounds like a kind of ""virtual
surround""."
stratisd,服务,服务, Daemon that manages block devices to create filesystems, Daemon that manages block devices to create filesystems.
librdkafka,库,库, The Apache Kafka C library," Librdkafka is a C/C++ library implementation of the Apache Kafka protocol,
containing both Producer and Consumer support.
It was designed with message delivery reliability and high performance in mind,
current figures exceed 800000 messages/second for the producer and 3 million
messages/second for the consumer."
hyphen-or,库,库, Odia hyphenation rules, Odia hyphenation rules.
plexus-io,库,库, Plexus IO Components," Plexus IO is a set of plexus components, which are designed for use
in I/O operations."
java-11-alibaba-dragonwell-demo-slowdebug,库,工具, Alibaba Dragonwell11 Runtime Environment demoslowdebug, Alibaba Dragonwell11 Runtime Environment demo slowdebug
texlive-pst-plot,工具,工具, Plot data using PSTricks," The package provides plotting of data (typically from external
files), using PSTricks. Plots my be configured using a wide
variety of parameters."
php-soap,库,库, A module for PHP applications that use the SOAP protocol," The php-soap package contains a dynamic shared object that will add
support to PHP for using the SOAP web services protocol."
php-pecl-apcu,库,库, APC User Cache," APCu is userland caching: APC stripped of opcode caching.

APCu only supports userland caching of variables.

The php-pecl-apcu-bc package provides a drop
in replacement for APC."
cyrus-sasl-ntlm,库,库,NTLM authentication support for Cyrus SASL ,"The cyrus-sasl-ntlm package contains the Cyrus SASL plugin which supports
the NTLM authentication scheme. "
tesseract-langpack-srp,工具,工具, Serbian language data for tesseract-tessdata," This package contains the fast integer version of the Serbian language
trained models for the Tesseract Open Source OCR Engine."
libeasyfc-gobject,库,库, GObject interface for libeasyfc," libeasyfc aims to provide an easy interface to generate
fontconfig configuration on demand.

This package contains an interface for GObject."
smc-tools,工具,工具,Shared Memory Communication Tools ,"The Shared Memory Communication Tools (smc-tools) package enables usage of SMC
sockets in Linux. "
python3-suds,库,库, A python SOAP client," The suds project is a python soap web services client lib.  Suds leverages
python meta programming to provide an intuitive API for consuming web
services.  Objectification of types defined in the WSDL is provided
without class generation.  Programmers rarely need to read the WSDL since
services and WSDL based objects can be easily inspected."
fence-agents-vmware-soap,服务,服务, Fence agent for VMWare with SOAP API v4.1+, Fence agent for VMWare with SOAP API v4.1+.
powermock-testng,库,库, PowerMock module for TestNG.," 
PowerMock is a framework that extend other mock libraries
such as EasyMock with more powerful capabilities. PowerMock uses a
custom classloader and bytecode manipulation to enable mocking of
static methods, constructors, final classes and methods, private
methods, removal of static initializers and more.

This package contains the PowerMock TestNG extension."
sane-backends,库,库, Scanner access software," Scanner Access Now Easy (SANE) is a universal scanner interface.  The
SANE application programming interface (API) provides standardized
access to any raster image scanner hardware (flatbed scanner,
hand-held scanner, video and still cameras, frame-grabbers, etc.)."
hplip-gui,工具,工具, HPLIP graphical tools, HPLIP graphical tools.
libassuan,库,库,GnuPG IPC library ,"This is the IPC library used by GnuPG 2, GPGME and a few other
packages. "
python2-numpy-f2py,库,库, f2py for numpy, This package includes a version of f2py that works properly with NumPy.
freeradius-postgresql,服务,服务, Postgresql support for freeradius, This plugin provides the postgresql support for the FreeRADIUS server project.
plexus-resources,库,库, Plexus Resource Manager," The Plexus project seeks to create end-to-end developer tools for
writing applications. At the core is the container, which can be
embedded or for a full scale application server. There are many
reusable components for hibernate, form processing, jndi, i18n,
velocity, etc. Plexus also includes an application server which
is like a J2EE application server, without all the baggage."
hyphen-fo,库,库, Faroese hyphenation rules, Faroese hyphenation rules.
mlocate,工具,工具,An utility for finding files by name ,"mlocate is a locate/updatedb implementation.  It keeps a database of
all existing files and allows you to lookup files by name.

The 'm' stands for ""merging"": updatedb reuses the existing database to avoid
rereading most of the file system, which makes updatedb faster and does not
trash the system caches as much as traditional locate implementations. "
keycloak-httpd-client-install,工具,工具, Tools to configure Apache HTTPD as Keycloak client," Keycloak is a federated Identity Provider (IdP). Apache HTTPD supports
a variety of authentication modules which can be configured to utilize
a Keycloak IdP to perform authentication. This package contains
libraries and tools which can automate and simplify configuring an
Apache HTTPD authentication module and registering as a client of a
Keycloak IdP."
pcp-export-pcp2influxdb,服务,服务, Performance Co-Pilot tools for exporting PCP metrics to InfluxDB," Performance Co-Pilot (PCP) front-end tools for exporting metric values
to InfluxDB (https://influxdata.com/time-series-platform/influxdb)."
mingw32-pcre,库,库, MinGW Windows pcre library," Cross compiled Perl-compatible regular expression library for use with mingw32.

PCRE has its own native API, but a set of ""wrapper"" functions that are based on
the POSIX API are also supplied in the library libpcreposix. Note that this
just provides a POSIX calling interface to PCRE: the regular expressions
themselves still follow Perl syntax and semantics. The header file
for the POSIX-style functions is called pcreposix.h."
libsndfile,库,库, Library for reading and writing sound files," libsndfile is a C library for reading and writing sound files such as
AIFF, AU, WAV, and others through one standard interface. It can
currently read/write 8, 16, 24 and 32-bit PCM files as well as 32 and
64-bit floating point WAV files and a number of compressed formats. It
compiles and runs on *nix, MacOS, and Win32."
gcc-toolset-10-gcc-gfortran,工具,工具, Fortran support for GCC 10," The gcc-toolset-10-gcc-gfortran package provides support for compiling Fortran
programs with the GNU Compiler Collection."
texlive-dvips,工具,工具, A DVI to PostScript driver," This package has been withdrawn from CTAN, and bundled into the
distributions' package sets. The current sources of dvips may
be found in the distribution of dvipsk which forms part of the
TeX-live sources."
hunspell-es-CO,工具,工具, Colombian Spanish hunspell dictionary, Colombian Spanish hunspell dictionary
system-lsb-submod-multimedia,库,库, LSB Multimedia submodule support," The Linux Standard Base (LSB) Multimedia submodule specifications define
components that are required to be present on an LSB conforming system."
hyphen-pl,库,库, Polish hyphenation rules, Polish hyphenation rules.
idn2,工具,工具, IDNA2008 internationalized domain names conversion tool," The idn2 package contains the idn2 command line tool for testing
IDNA2008 conversions."
dhcp-common,服务,服务," Common files used by ISC dhcp client, server and relay agent"," DHCP (Dynamic Host Configuration Protocol) is a protocol which allows
individual devices on an IP network to get their own network
configuration information (IP address, subnetmask, broadcast address,
etc.) from a DHCP server. The overall purpose of DHCP is to make it
easier to administer a large network.

This package provides common files used by dhcp and dhclient package."
mingw32-winpthreads,库,库, MinGW pthread library for the win32 target," The POSIX 1003.1-2001 standard defines an application programming
interface (API) for writing multithreaded applications. This interface
is known more commonly as pthreads. A good number of modern operating
systems include a threading library of some kind: Solaris (UI)
threads, Win32 threads, DCE threads, DECthreads, or any of the draft
revisions of the pthreads standard. The trend is that most of these
systems are slowly adopting the pthreads standard API, with
application developers following suit to reduce porting woes.

Win32 does not, and is unlikely to ever, support pthreads
natively. This project seeks to provide a freely available and
high-quality solution to this problem."
sssd-krb5-common,服务,服务, SSSD helpers needed for Kerberos and GSSAPI authentication," Provides helper processes that the LDAP and Kerberos back ends can use for
Kerberos user or host authentication."
tesseract-langpack-fin,工具,工具, Finnish language data for tesseract-tessdata," This package contains the fast integer version of the Finnish language
trained models for the Tesseract Open Source OCR Engine."
zeromq3,库,库," Software library for fast, message-based applications"," The 0MQ lightweight messaging kernel is a library which extends the
standard socket interfaces with features traditionally provided by
specialized messaging middle-ware products. 0MQ sockets provide an
abstraction of asynchronous message queues, multiple messaging
patterns, message filtering (subscriptions), seamless access to
multiple transport protocols and more.

This package contains the ZeroMQ shared library for versions 3.x."
jna,库,库, Pure Java access to native libraries," JNA provides Java programs easy access to native shared libraries
(DLLs on Windows) without writing anything but Java code. JNA's
design aims to provide native access in a natural way with a
minimum of effort. No boilerplate or generated code is required.
While some attention is paid to performance, correctness and ease
of use take priority."
perl-PCP-MMV,库,库, Performance Co-Pilot (PCP) Perl bindings for PCP Memory Mapped Values," The PCP::MMV module contains the Perl language bindings for
building scripts instrumented with the Performance Co-Pilot
(PCP) Memory Mapped Value (MMV) mechanism.
This mechanism allows arbitrary values to be exported from an
instrumented script into the PCP infrastructure for monitoring
and analysis with pmchart, pmie, pmlogger and other PCP tools."
clufter-bin,工具,工具, Common internal compiled files for clufter," While primarily aimed at (CMAN,rgmanager)->(Corosync/CMAN,Pacemaker) cluster
stacks configuration conversion (as per RHEL trend), the command-filter-format
framework (capable of XSLT) offers also other uses through its plugin library.

This package contains internal, arch-specific files for clufter."
pcp-pmda-openvswitch,服务,服务, Performance Co-Pilot (PCP) metrics for Open vSwitch," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics from Open vSwitch."
perl-Pod-Usage,库,库, Print a usage message from embedded POD documentation," pod2usage will print a usage message for the invoking script (using its
embedded POD documentation) and then exit the script with the desired exit
status. The usage message printed may have any one of three levels of
""verboseness"": If the verbose level is 0, then only a synopsis is printed.
If the verbose level is 1, then the synopsis is printed along with a
description (if present) of the command line options and arguments. If the
verbose level is 2, then the entire manual page is printed."
pciutils,工具,工具, PCI bus related utilities," The pciutils package contains various utilities for inspecting and
setting devices connected to the PCI bus."
glassfish-servlet-api-javadoc,库,库, Javadoc for glassfish-servlet-api, API documentation for glassfish-servlet-api.
attr,工具,工具, Utilities for managing filesystem extended attributes," A set of tools for manipulating extended attributes on filesystem
objects, in particular getfattr(1) and setfattr(1).
An attr(1) command is also provided which is largely compatible
with the SGI IRIX tool of the same name."
texlive-palatino,工具,工具," URW ""Base 35"" font pack for LaTeX"," A set of fonts for use as ""drop-in"" replacements for Adobe's
basic set, comprising: - Century Schoolbook (substituting for
Adobe's New Century Schoolbook); - Dingbats (substituting for
Adobe's Zapf Dingbats); - Nimbus Mono L (substituting for
Abobe's Courier); - Nimbus Roman No9 L (substituting for
Adobe's Times); - Nimbus Sans L (substituting for Adobe's
Helvetica); - Standard Symbols L (substituting for Adobe's
Symbol); - URW Bookman; - URW Chancery L Medium Italic
(substituting for Adobe's Zapf Chancery); - URW Gothic L Book
(substituting for Adobe's Avant Garde); and - URW Palladio L
(substituting for Adobe's Palatino)."
kf5-kguiaddons,工具,工具, KDE Frameworks 5 Tier 1 addon with various classes on top of QtGui, KDBusAddons provides convenience classes on top of QtGui.
libstdc++-static,库,库, Static libraries for the GNU standard C++ library, Static libraries for the GNU standard C++ library.
dotnet-sdk-6.0,库,库, .NET 6.0 Software Development Kit," The .NET SDK is a collection of command line applications to
create, build, publish and run .NET applications.

.NET is a fast, lightweight and modular platform for creating
cross platform applications that work on Linux, Mac and Windows.

It particularly focuses on creating console applications, web
applications and micro-services."
mysql-selinux,库,库, SELinux policy modules for MySQL and MariaDB packages, SELinux policy modules for MySQL and MariaDB packages.
texlive-multido,工具,工具, A loop facility for Generic TeX," The package provides the \multido command, which was originally
designed for use with with PSTricks. Fixed-point arithmetic is
used when working on the loop variable, so that the package is
equally applicable in graphics applications like PSTricks as it
is with the more common integer loops."
texlive-marginnote,工具,工具," Notes in the margin, even where \marginpar fails"," This package provides the command \marginnote that may be used
instead of \marginpar at almost every place where \marginpar
cannot be used, e.g., inside floats, footnotes, or in frames
made with the framed package."
ninja-build,工具,工具, A small build system with a focus on speed," Ninja is a small build system with a focus on speed. It differs from other
build systems in two major respects: it is designed to have its input files
generated by a higher-level build system, and it is designed to run builds as
fast as possible."
hyphen-nb,库,库, Bokmaal hyphenation rules, Bokmaal hyphenation rules.
texlive-pst-fill,工具,工具, Fill or tile areas with PSTricks," Pst-fill is a PSTricks-based package for filling and tiling
areas or characters."
pki-server,服务,库, PKI Server Package," The PKI Server Package contains libraries and utilities needed by other
PKI subsystems."
clang-analyzer,工具,工具, A source code analysis framework," The Clang Static Analyzer consists of both a source code analysis
framework and a standalone tool that finds bugs in C and Objective-C
programs. The standalone tool is invoked from the command-line, and is
intended to run in tandem with a build of a project or code base."
slapi-nis,库,库, NIS Server and Schema Compatibility plugins for Directory Server," This package provides two plugins for Red Hat and 389 Directory Server.

The NIS Server plugin allows the directory server to act as a NIS server
for clients, dynamically generating and updating NIS maps according to
its configuration and the contents of the DIT, and serving the results to
clients using the NIS protocol as if it were an ordinary NIS server.

The Schema Compatibility plugin allows the directory server to provide an
alternate view of entries stored in part of the DIT, optionally adding,
dropping, or renaming attribute values, and optionally retrieving values
for attributes from multiple entries in the tree."
fence-agents-apc-snmp,服务,服务, Fence agents for APC devices (SNMP), Fence agents for APC devices that are accessed via the SNMP protocol.
uom-se-javadoc,库,库, Javadoc for the Units Standard (JSR 363) Java SE 8 Implementation," This package contains documentation for the Units Standard (JSR 363)
Java SE 8 Implementation."
libreoffice-langpack-cy,库,库, Welsh language pack for LibreOffice, Provides additional Welsh translations and resources for LibreOffice.
dhcp-client,服务,服务,Provides the ISC DHCP client daemon and dhclient-script ,"DHCP (Dynamic Host Configuration Protocol) is a protocol which allows
individual devices on an IP network to get their own network
configuration information (IP address, subnetmask, broadcast address,
etc.) from a DHCP server. The overall purpose of DHCP is to make it
easier to administer a large network.

This package provides the ISC DHCP client. "
fcitx-table-chinese,工具,工具, Chinese table of Fcitx, The fcitx-table-chinese package provides other Chinese table for Fcitx.
xorg-x11-fonts-ISO8859-14-75dpi,其它,其它, ISO8859-14-75dpi fonts," Contains a set of 75dpi fonts in the ISO8859-14 encoding which provide Welsh
support."
go-gir-generator,库,库, Generate static golang bindings for GObject, Generate static golang bindings for GObject
iptstate,工具,工具,A top-like display of IP Tables state table entries ,"IP Tables State (iptstate) was originally written to implement
the ""state top"" feature of IP Filter in IP Tables. ""State top""
displays the states held by your stateful firewall in a top-like
manner.

Since IP Tables doesn't have a built in way to easily display
this information even once, an option was added to just have it
display the state table once.

  Features include:
        - Top-like realtime state table information
        - Sorting by any field
        - Reversible sorting
        - Single display of state table
        - Customizable refresh rate
        - Display filtering
        - Color-coding
        - Open Source
        - much more... "
xmlsec1-gnutls,库,库, GNUTls crypto plugin for XML Security Library," GNUTls plugin for XML Security Library provides GNUTls based crypto services
for the xmlsec library."
libmatchbox,库,库, Libraries for the Matchbox Desktop," Matchbox is a base environment for the X Window System running on non-desktop
embedded platforms such as handhelds, set-top boxes, kiosks and anything else
for which screen space, input mechanisms or system resources are limited."
osbuild-composer,服务,服务, An image building service based on osbuild," 
A service for building customized OS artifacts, such as VM images and OSTree
commits, that uses osbuild under the hood. Besides building images for local
usage, it can also upload images directly to cloud.

It is compatible with composer-cli and cockpit-composer clients."
fence-virtd,服务,服务, Daemon which handles requests from fence-virt," This package provides the host server framework, fence_virtd,
for fence_virt.  The fence_virtd host daemon is resposible for
processing fencing requests from virtual machines and routing
the requests to the appropriate physical machine for action."
vulkan-tools,工具,工具, Vulkan tools, Vulkan tools
qemu-kvm-ui-opengl,库,库, QEMU opengl support, This package provides opengl support.
libreofficekit,库,库, A library providing access to LibreOffice functionality," LibreOfficeKit can be used to access LibreOffice functionality
through C/C++, without any need to use UNO.

For now it only offers document conversion (in addition to an
experimental tiled rendering API)."
cyrus-sasl-gssapi,库,库, GSSAPI authentication support for Cyrus SASL," The cyrus-sasl-gssapi package contains the Cyrus SASL plugins which
support GSSAPI authentication. GSSAPI is commonly used for Kerberos
authentication."
perl-ExtUtils-Command,库,库, Perl routines to replace common UNIX commands in Makefiles," This Perl module is used to replace common UNIX commands. In all cases the
functions work with @ARGV rather than taking arguments. This makes them
easier to deal with in Makefiles."
fftw-libs-quad,库,库," FFTW library, quadruple"," This package contains the FFTW library compiled in quadruple
precision."
hyphen-mn,库,库, Mongolian hyphenation rules, Mongolian hyphenation rules.
ctdb,服务,工具,A Clustered Database based on Samba's Trivial Database (TDB) ,"CTDB is a cluster implementation of the TDB database used by Samba and other
projects to store temporary data. If an application is already using TDB for
temporary data it is very easy to convert that application to be cluster aware
and use CTDB instead. "
perl-DirHandle,库,库, Supply object methods for directory handles," There is no reason to use this module nowadays. The DirHandle module provides
an alternative interface to the opendir(), closedir(), readdir(), and
rewinddir() functions. Since Perl 5.6, opendir() alone has been all you need
for lexical handles."
fcitx-qt5,库,库, Fcitx IM module for Qt5, This package provides Fcitx Qt5 input context.
isns-utils,服务,服务,The iSNS daemon and utility programs ,"The iSNS package contains the daemon and tools to setup a iSNS server,
and iSNS client tools. The Internet Storage Name Service (iSNS) protocol
allows automated discovery, management and configuration of iSCSI and
Fibre Channel devices (using iFCP gateways) on a TCP/IP network. "
tesseract-langpack-cat,工具,工具, Catalan language data for tesseract-tessdata," This package contains the fast integer version of the Catalan language
trained models for the Tesseract Open Source OCR Engine."
yum,工具,工具,Package manager ,"Utility that allows users to manage packages on their systems.
It supports RPMs, modules and comps groups & environments. "
imsettings-gsettings,工具,工具, GSettings support on imsettings," IMSettings is a framework that delivers Input Method
settings and applies the changes so they take effect
immediately without any need to restart applications
or the desktop.

This package contains a module to get this working on
GNOME and Cinnamon which requires GSettings in their
own XSETTINGS daemons."
libglvnd-glx,库,库, GLX support for libglvnd, libGL and libGLX are the common dispatch interface for the GLX API.
texlive-marvosym,库,工具, Martin Vogel's Symbols (marvosym) font," Martin Vogel's Symbol font (marvosym) contains the Euro
currency symbol as defined by the European commission, along
with symbols for structural engineering; symbols for steel
cross-sections; astronomy signs (sun, moon, planets); the 12
signs of the zodiac; scissor symbols; CE sign and others. The
package contains both the original TrueType font and the
derived Type 1 font, together with support files for TeX
(LaTeX)."
vdo,工具,工具,Management tools for Virtual Data Optimizer ,"Virtual Data Optimizer (VDO) is a device mapper target that delivers
block-level deduplication, compression, and thin provisioning.

This package provides the user-space management tools for VDO. "
sblim-sfcc,库,库, Small Footprint CIM Client Library, Small Footprint CIM Client Library Runtime Libraries
python38-packaging,库,库, Core utilities for Python packages," python3-packaging provides core utilities for Python packages like utilities for
dealing with versions, specifiers, markers etc."
pcp-pmda-lmsensors,服务,服务, Performance Co-Pilot (PCP) metrics for hardware sensors," This package contains the PCP Performance Metrics Domain Agent (PMDA) for
collecting metrics about the Linux hardware monitoring sensors."
mingw32-win-iconv-static,库,库, Static version of the MinGW Windows Iconv library, Static version of the MinGW Windows Iconv library.
python3-argcomplete,库,工具, Bash tab completion for argparse," Argcomplete provides easy, extensible command line tab completion of
arguments for your Python script.

It makes two assumptions:

 * You are using bash as your shell
 * You are using argparse to manage your command line arguments/options

Argcomplete is particularly useful if your program has lots of
options or subparsers, and if your program can dynamically suggest
completions for your argument/option values (for example, if the user
is browsing resources over the network).

Python 3 version."
libreoffice-help-ko,库,库, Korean help for LibreOffice, Provides Korean help for LibreOffice.
python3-javapackages,库,库, Module for handling various files for Java packaging," Module for handling, querying and manipulating of various files for Java
packaging in Linux distributions"
perl-Pod-Simple,库,库, Framework for parsing POD documentation," Pod::Simple is a Perl library for parsing text in the POD (plain old
documentation) markup language that is typically used for writing
documentation for Perl and for Perl modules."
texlive-memoir,库,工具," Typeset fiction, non-fiction and mathematical books"," The memoir class is for typesetting poetry, fiction, non-
fiction, and mathematical works. Permissible document 'base'
font sizes range from 9 to 60pt. There is a range of page-
styles and well over a dozen chapter-styles to choose from, as
well as methods for specifying your own layouts and designs.
The class also provides the functionality of over thirty of the
more popular packages, thus simplifying document sources. The
class automatically loads an associated patch file mempatch;
the patch file may be updated from time to time, between
releases of the class itself. (The patch file stays around even
when there are no extant patches.) Users who wish to use the
hyperref package, in a document written with the memoir class,
should also use the memhfixc package (part of this bundle).
Note, however, that current versions of hyperref actually load
the package automatically if they detect that they are running
under memoir."
perl-homedir,库,库, Per-user Perl local::lib setup," perl-homedir configures the system to automatically create a ~/perl5
directory in each user's $HOME on user login.  This allows each user to
install CPAN packages via the CPAN to their $HOME, with no additional
configuration or privileges, and without installing them system-wide.

If you want your users to be able to install and use their own Perl modules,
install this package."
autocorr-hu,库,库, Hungarian auto-correction rules, Rules for auto-correcting common Hungarian typing errors.
gzip,工具,工具, The GNU data compression program," The gzip package contains the popular GNU gzip data compression
program. Gzipped files have a .gz extension.

Gzip should be installed on your system, because it is a
very commonly used data compression program."
qemu-kvm,服务,服务, QEMU is a machine emulator and virtualizer," qemu-kvm is an open source virtualizer that provides hardware
emulation for the KVM hypervisor. qemu-kvm acts as a virtual
machine monitor together with the KVM kernel modules, and emulates the
hardware for a full system such as a PC and its associated peripherals."
WALinuxAgent,服务,服务, Microsoft Azure Linux Agent," The Azure Linux Agent supports the provisioning and running of Linux
VMs in the Azure cloud. This package should be installed on Linux disk
images that are built to run in the Azure environment."
frei0r-plugins-opencv,库,库, Frei0r plugins using OpenCV, Frei0r plugins that use the OpenCV computer vision framework.
rsync-daemon,服务,服务,Service for anonymous access to rsync ,"Rsync can be used to offer read only access to anonymous clients. This
package provides the anonymous rsync service. "
yelp-xsl,库,工具, XSL stylesheets for the yelp help browser, This package contains XSL stylesheets that are used by the yelp help browser.
google-noto-sans-oriya-fonts,其它,其它, Sans Oriya font," Noto fonts aims to remove tofu from web by providing fonts for all
Unicode supported scripts. Its design goal is to achieve visual harmonization
between multiple scripts. Noto family supports almost all scripts available
in Unicode.

Noto Sans font for Oriya."
