name,label,layer_pred,class_pred,summary,description
mariadb-server-galera,应用服务/数据库,核心,服务,The configuration files and scripts for galera replication,"MariaDB is a multi-user, multi-threaded SQL database server. It is a
client/server implementation consisting of a server daemon (mysqld)
and many different client programs and libraries. This package contains
the MariaDB server and some accompanying files and directories.
MariaDB is a community developed branch of MySQL."
mariadb-server-utils,应用服务/数据库,系统,工具,Non-essential server utilities for MariaDB/MySQL applications,"This package contains all non-essential server utilities and scripts for
managing databases. It also contains all utilities requiring Perl and it is
the only MariaDB sub-package, except test subpackage, that depends on Perl."
mariadb-connector-c,应用库,系统,服务,The MariaDB Native Client library (C driver),"The MariaDB Native Client library (C driver) is used to connect applications
developed in C/C++ to MariaDB and MySQL databases."
mariadb-connector-c-config,应用库,其它,其它,Configuration files for packages that use /etc/my.cnf as a configuration file,"This package delivers /etc/my.cnf that includes other configuration files
from the /etc/my.cnf.d directory and ships this directory as well.
Other packages should only put their files into /etc/my.cnf.d directory
and require this package, so the /etc/my.cnf file is present."
maven2-javadoc,应用工具,应用,库,Javadoc for maven2,Javadoc for maven2.
maven-monitor,应用工具,应用,库,Compatibility Maven monitor artifact,Maven monitor artifact
maven-javadoc,应用工具,应用,库,API documentation for maven,API documentation for maven.
maven-antrun-plugin-javadoc,应用工具,应用,库,Javadoc for maven-antrun-plugin,This package contains the API documentation for maven-antrun-plugin.
maven-archiver-javadoc,应用工具,应用,库,Javadoc for maven-archiver,Javadoc for maven-archiver.
maven-artifact-resolver-javadoc,应用工具,应用,库,Javadoc for maven-artifact-resolver,API documentation for maven-artifact-resolver.
maven-artifact-transfer-javadoc,应用工具,应用,库,API documentation for maven-artifact-transfer,This package provides API documentation for maven-artifact-transfer.
maven-assembly-plugin-javadoc,应用工具,应用,库,API documentation for maven-assembly-plugin,This package provides API documentation for maven-assembly-plugin.
maven-clean-plugin-javadoc,应用工具,应用,库,API documentation for maven-clean-plugin,This package provides API documentation for maven-clean-plugin.
maven-common-artifact-filters-javadoc,应用工具,应用,库,Javadoc for maven-common-artifact-filters,This package contains javadoc for maven-common-artifact-filters.
maven-compiler-plugin-javadoc,应用工具,应用,库,Javadoc for maven-compiler-plugin,API documentation for maven-compiler-plugin.
maven-dependency-analyzer-javadoc,应用工具,应用,库,API documentation for maven-dependency-analyzer,API documentation for maven-dependency-analyzer
maven-dependency-plugin-javadoc,应用工具,应用,库,API documentation for maven-dependency-plugin,API documentation for maven-dependency-plugin.
maven-dependency-tree-javadoc,应用工具,应用,库,Javadoc for maven-dependency-tree,This package contains javadoc for maven-dependency-tree.
maven-doxia-javadoc,应用工具,应用,库,Javadoc for maven-doxia,API documentation for maven-doxia.
maven-doxia-sink-api,应用工具,应用,库,Sink-api module for maven-doxia,This package provides Sink-api module for maven-doxia.
maven-doxia-sitetools-javadoc,应用工具,应用,库,Javadoc for maven-doxia-sitetools,API documentation for maven-doxia-sitetools.
maven-enforcer-javadoc,应用工具,应用,库,Javadoc for maven-enforcer,API documentation for maven-enforcer.
maven-file-management-javadoc,应用工具,应用,库,Javadoc for maven-file-management,API documentation for maven-file-management.
maven-filtering-javadoc,应用工具,应用,库,Javadoc for maven-filtering,This package contains the API documentation for maven-filtering.
maven-install-plugin-javadoc,应用工具,应用,库,Javadoc for maven-install-plugin,API documentation for maven-install-plugin.
maven-invoker-javadoc,应用工具,应用,库,Javadoc for maven-invoker,API documentation for maven-invoker.
maven-invoker-plugin-javadoc,应用工具,应用,库,Javadoc for maven-invoker-plugin,API documentation for maven-invoker-plugin.
maven-jar-plugin-javadoc,应用工具,应用,库,Javadoc for maven-jar-plugin,API documentation for maven-jar-plugin.
maven-plugin-build-helper-javadoc,应用工具,应用,库,API documentation for maven-plugin-build-helper,This package provides API documentation for maven-plugin-build-helper.
maven-plugin-bundle-javadoc,应用工具,应用,库,Javadoc for maven-plugin-bundle,API documentation for maven-plugin-bundle.
maven-plugin-testing-javadoc,应用工具,应用,库,Javadoc for maven-plugin-testing,API documentation for maven-plugin-testing.
maven-test-tools,应用工具,应用,库,Maven Testing Tool,Framework to test Maven Plugins with Easymock objects.
maven-plugin-tools-javadocs,应用工具,应用,库,Javadoc for maven-plugin-tools,API documentation for maven-plugin-tools.
maven-remote-resources-plugin-javadoc,应用工具,应用,库,Javadoc for maven-remote-resources-plugin,API documentation for maven-remote-resources-plugin.
maven-reporting-api-javadoc,应用工具,应用,库,Javadoc for maven-reporting-api,API documentation for maven-reporting-api.
maven-reporting-impl-javadoc,应用工具,应用,库,Javadoc for maven-reporting-impl,API documentation for maven-reporting-impl.
maven-resolver-api,应用工具,应用,库,Maven Artifact Resolver API,The application programming interface for the repository system.
maven-resolver-connector-basic,应用工具,应用,库,Maven Artifact Resolver Connector Basic,A repository connector implementation for repositories using URI-based layouts.
maven-resolver-impl,应用工具,应用,库,Maven Artifact Resolver Implementation,An implementation of the repository system.
maven-resolver-spi,应用工具,应用,库,Maven Artifact Resolver SPI,"The service provider interface for repository system implementations and
repository connectors."
maven-resolver-javadoc,应用工具,应用,库,API documentation for maven-resolver,This package provides API documentation for maven-resolver.
maven-resolver-transport-classpath,应用工具,应用,库,Maven Artifact Resolver Transport Classpath,A transport implementation for repositories using classpath:// URLs.
maven-resolver-transport-file,应用工具,应用,库,Maven Artifact Resolver Transport File,A transport implementation for repositories using file:// URLs.
maven-resources-plugin-javadoc,应用工具,应用,库,Javadoc for maven-resources-plugin,API documentation for maven-resources-plugin.
maven-script-interpreter-javadoc,应用工具,应用,库,Javadoc for maven-script-interpreter,API documentation for maven-script-interpreter.
maven-shade-plugin-javadoc,应用工具,应用,库,API documentation for maven-shade-plugin,API documentation for maven-shade-plugin.
maven-shared-incremental-javadoc,应用工具,应用,库,API documentation for maven-shared-incremental,This package provides API documentation for maven-shared-incremental.
maven-shared-io-javadoc,应用工具,应用,库,Javadoc for maven-shared-io,API documentation for maven-shared-io.
maven-shared-utils-javadoc,应用工具,应用,库,Javadoc for maven-shared-utils,API documentation for maven-shared-utils.
maven-source-plugin-javadoc,应用工具,应用,库,Javadoc for maven-source-plugin,API documentation for maven-source-plugin.
maven-surefire-javadoc,应用工具,应用,库,Javadoc for maven-surefire,Javadoc for maven-surefire.
maven-verifier-javadoc,应用工具,应用,库,Javadoc for maven-verifier,API documentation for maven-verifier.
maven-wagon-file,应用工具,应用,库,file module for maven-wagon,file module for maven-wagon.
maven-wagon-javadoc,应用工具,应用,库,Javadoc for maven-wagon,Javadoc for maven-wagon.
maven-wagon-providers,应用工具,应用,库,providers module for maven-wagon,providers module for maven-wagon
mc,应用工具,系统,库,User-friendly text console file manager and visual shell,"Midnight Commander is a visual shell much like a file manager, only with
many more features. It is a text mode application, but it also includes
mouse support. Midnight Commander's best features are its ability to FTP,
view tar and zip files, and to poke into RPMs for specific files."
mcelog,系统工具,系统,服务,Tool to translate x86-64 CPU Machine Check Exception data,"mcelog is a utility that collects and decodes Machine Check Exception data
on x86-32 and x86-64 systems."
libmcpp,应用工具,应用,库,Alternative C/C++ preprocessor (library build),This package provides a library build of mcpp.
mcpp,应用工具,应用,库,Alternative C/C++ preprocessor,"C/C++ preprocessor defines and expands macros and processes '#if',
'#include' and some other directives.

MCPP is an alternative C/C++ preprocessor with the highest conformance.
It supports multiple standards: K&R, ISO C90, ISO C99, and ISO C++98.
MCPP is especially useful for debugging a source program which uses
complicated macros and also useful for checking portability of a source.

Though mcpp could be built as a replacement of GCC's resident
preprocessor or as a stand-alone program without using library build of
mcpp, this package installs only a program named 'mcpp' which links
shared library of mcpp and behaves independent from GCC."
mcstrans,应用服务,核心,服务,SELinux Translation Daemon,"Security-enhanced Linux is a feature of the Linux庐 kernel and a number
of utilities with enhanced security functionality designed to add
mandatory access controls to Linux.  The Security-enhanced Linux
kernel contains new architectural components originally developed to
improve the security of the Flask operating system. These
architectural components provide general support for the enforcement
of many kinds of mandatory access control policies, including those
based on the concepts of Type Enforcement庐, Role-based Access
Control, and Multi-level Security.

mcstrans provides an translation daemon to translate SELinux categories
from internal representations to user defined representation."
mdadm,系统工具,系统,服务,The mdadm program controls Linux md devices (software RAID arrays),"The mdadm program is used to create, manage, and monitor Linux MD (software
RAID) devices.  As such, it provides similar functionality to the raidtools
package.  However, mdadm is a single program, and it can perform
almost all functions without a configuration file, though a configuration
file can be used to help with some common tasks."
mdevctl,系统工具,系统,库,Mediated device management and persistence utility,"mdevctl is a utility for managing and persisting devices in the
mediated device device framework of the Linux kernel.  Mediated
devices are sub-devices of a parent device (ex. a vGPU) which
can be dynamically created and potentially used by drivers like
vfio-mdev for assignment to virtual machines."
mecab,应用工具,应用,库,Yet Another Part-of-Speech and Morphological Analyzer,"MeCab is a open source morphological analyzer which uses
CRF (Conditional Random Fields) as the estimation of parameters.

NOTE:
You have to install MeCab dictionary rpm to make use
of MeCab."
mecab-ipadic,应用工具,其它,工具,IPA dictionary for MeCab,"MeCab IPA is a dictionary for MeCab using CRF estimation
based on IPA corpus.
This dictionary is for UTF-8 use."
mecab-ipadic-EUCJP,应用工具,其它,工具,IPA dictionary for Mecab with encoded by EUC-JP,"
MeCab IPA is a dictionary for MeCab using CRF estimation
based on IPA corpus.
This dictionary is for EUC-JP use."
media-player-info,应用库,应用,其它,Data files describing media player capabilities,"media-player-info is a repository of data files describing media player
(mostly USB Mass Storage ones) capabilities. These files contain information
about the directory layout to use to add music to these devices, about the
supported file formats, etc.

The package also installs a udev rule to identify media player devices."
memcached,应用服务,系统,服务,"High Performance, Distributed Memory Object Cache","memcached is a high-performance, distributed memory object caching
system, generic in nature, but intended for use in speeding up dynamic
web applications by alleviating database load."
memkind,应用库,系统,库,User Extensible Heap Manager,"The memkind library is an user extensible heap manager built on top of
jemalloc which enables control of memory characteristics and a
partitioning of the heap between kinds of memory.  The kinds of memory
are defined by operating system memory policies that have been applied
to virtual address ranges. Memory characteristics supported by
memkind without user extension include control of NUMA and page size
features. The jemalloc non-standard interface has been extended to
enable specialized arenas to make requests for virtual memory from the
operating system through the memkind partition interface. Through the
other memkind interfaces the user can control and extend memory
partition features and allocate memory while selecting enabled
features. This software is being made available for early evaluation.
Feedback on design or implementation is greatly appreciated."
memstrack,应用工具,系统,工具,"A memory allocation tracer, like a hot spot analyzer for memory allocation","A memory allocation tracer, like a hot spot analyzer for memory allocation"
memtest86+,应用工具,核心,工具,Stand-alone memory tester for x86 and x86-64 computers,"Memtest86+ is a thorough stand-alone memory test for x86 and x86-64
architecture computers. BIOS based memory tests are only a quick
check and often miss many of the failures that are detected by
Memtest86+.

The ELF version should be used for booting from grub,
and avoids the following errors:
""Error 7: Loading below 1MB is not supported""
""Error 13: Invalid or unsupported executable format""
""Error 28: Selected item cannot fit into memory""

The script '/usr/sbin/memtest-setup' can be run (as root)
to add the memtest86+ entry to your GRUB boot menu."
mercurial,应用工具,系统,工具,Mercurial -- a distributed SCM,"Mercurial is a fast, lightweight source control management system designed
for efficient handling of very large distributed projects.

Quick start: http://www.selenic.com/mercurial/wiki/index.cgi/QuickStart
Tutorial: http://www.selenic.com/mercurial/wiki/index.cgi/Tutorial
Extensions: http://www.selenic.com/mercurial/wiki/index.cgi/CategoryExtension"
mesa-dri-drivers,应用库,核心,工具,Mesa-based DRI drivers,Mesa-based DRI drivers.
mesa-filesystem,应用库,应用,工具,Mesa driver filesystem,Mesa driver filesystem.
mesa-libglapi,应用库,核心,工具,Mesa shared glapi,Mesa shared glapi.
mesa-libxatracker,应用库,系统,库,Mesa XA state tracker,Mesa XA state tracker.
mesa-vdpau-drivers,应用库,应用,工具,Mesa-based VDPAU drivers,Mesa-based VDPAU drivers.
glx-utils,应用库,核心,工具,GLX utilities,The glx-utils package provides the glxinfo and glxgears utilities.
meson,应用工具,系统,工具,High productivity build system,"Meson is a build system designed to optimize programmer
productivity. It aims to do this by providing simple, out-of-the-box
support for modern software development tools and practices, such as
unit tests, coverage reports, Valgrind, CCache and the like."
metacity,应用服务,应用,库,Unobtrusive window manager,"Metacity is a window manager that integrates nicely with the GNOME desktop.
It strives to be quiet, small, stable, get on with its job, and stay out of
your attention."
metis,应用工具,应用,库,Serial Graph Partitioning and Fill-reducing Matrix Ordering,"METIS is a set of serial programs for partitioning graphs,
partitioning finite element meshes, and producing fill reducing
orderings for sparse matrices.
The algorithms implemented in METIS are based on the multilevel
recursive-bisection, multilevel k-way, and multi-constraint
partitioning schemes developed in our lab.
METIS is distributed with OpenMP support."
microcode_ctl,核心工具,核心,服务,CPU microcode updates for Intel x86 processors,"This package provides microcode update files for Intel x86 and x86_64 CPUs.

The microcode update is volatile and needs to be uploaded on each system
boot i.e. it isn't stored on a CPU permanently; reboot and it reverts
back to the old microcode.

Package name ""microcode_ctl"" is historical, as the binary with the same name
is no longer used for microcode upload and, as a result, no longer provided."
microdnf,系统工具,应用,库,Lightweight implementation of DNF in C,"Micro DNF is a lightweight C implementation of DNF, designed to be used
for doing simple packaging actions when you don't need full-blown DNF and
you want the tiniest useful environments possible.

That is, you don't want any interpreter stack and you want the most
minimal environment possible so you can build up to exactly what you need."
micropipenv,应用工具,系统,库,A simple wrapper around pip to support Pipenv and Poetry files,"A lightweight wrapper for pip to support Pipenv and Poetry lock files or
converting them to pip-tools compatible output."
mingw32-bzip2,应用工具,应用,库,32 Bit version of bzip2 for Windows,"Bzip2 is a freely available, patent-free, high quality data compressor.
Bzip2 compresses files to within 10 to 15 percent of the capabilities
of the best techniques available.  However, bzip2 has the added benefit
of being approximately two times faster at compression and six times
faster at decompression than those techniques.  Bzip2 is not the
fastest compression utility, but it does strike a balance between speed
and compression capability.

This package contains development tools and libraries for use when
cross-compiling Windows software."
mingw32-bzip2-static,应用工具,应用,库,Static library for mingw32-bzip2 development,Static library for mingw32-bzip2 development.
mingw64-bzip2,应用工具,应用,库,64 Bit version of bzip2 for Windows,"Bzip2 is a freely available, patent-free, high quality data compressor.
Bzip2 compresses files to within 10 to 15 percent of the capabilities
of the best techniques available.  However, bzip2 has the added benefit
of being approximately two times faster at compression and six times
faster at decompression than those techniques.  Bzip2 is not the
fastest compression utility, but it does strike a balance between speed
and compression capability.

This package contains development tools and libraries for use when
cross-compiling Windows software."
mingw64-bzip2-static,应用工具,应用,库,Static library for mingw64-bzip2 development,Static library for mingw64-bzip2 development.
mingw32-crt,应用工具,应用,库,MinGW Windows cross-compiler runtime for the win32 target,"MinGW Windows cross-compiler runtime, base libraries for the win32 target."
mingw64-crt,应用工具,应用,库,MinGW Windows cross-compiler runtime for the win64 target,"MinGW Windows cross-compiler runtime, base libraries for the win64 target."
mingw32-expat,应用工具,应用,库,MinGW Windows port of expat XML parser library,"This is expat, the C library for parsing XML, written by James Clark. Expat
is a stream oriented XML parser. This means that you register handlers with
the parser prior to starting the parse. These handlers are called when the
parser discovers the associated structures in the document being parsed. A
start tag is an example of the kind of structures for which you may
register handlers."
mingw64-expat,应用工具,应用,库,MinGW Windows port of expat XML parser library,"This is expat, the C library for parsing XML, written by James Clark. Expat
is a stream oriented XML parser. This means that you register handlers with
the parser prior to starting the parse. These handlers are called when the
parser discovers the associated structures in the document being parsed. A
start tag is an example of the kind of structures for which you may
register handlers."
mingw32-filesystem,应用工具,应用,库,MinGW cross compiler base filesystem and environment for the win32 target,"This package contains the base filesystem layout, RPM macros and
environment for all MinGW packages."
mingw64-filesystem,应用工具,应用,库,MinGW cross compiler base filesystem and environment for the win64 target,"This package contains the base filesystem layout, RPM macros and
environment for all MinGW packages."
mingw-filesystem-base,应用工具,其它,工具,Generic files which are needed for both mingw32-filesystem and mingw64-filesystem,"This package contains the base filesystem layout, RPM macros and
environment for all MinGW packages."
mingw32-freetype-static,应用工具,应用,库,Static version of the MinGW Windows Freetype library,Static version of the MinGW Windows Freetype library.
mingw64-freetype-static,应用工具,应用,库,Static version of the MinGW Windows Freetype library,Static version of the MinGW Windows Freetype library.
mingw32-cpp,应用工具,应用,库,MinGW Windows cross-C Preprocessor for the win32 target,MinGW Windows cross-C Preprocessor for the win32 target.
mingw32-gcc-c++,应用工具,应用,库,MinGW Windows cross-compiler for C++ for the win32 target,MinGW Windows cross-compiler for C++ for the win32 target.
mingw64-cpp,应用工具,应用,库,MinGW Windows cross-C Preprocessor for the win64 target.,MinGW Windows cross-C Preprocessor for the win64 target
mingw64-gcc,应用工具,应用,库,MinGW Windows cross-compiler (GCC) for C for the win64 target,MinGW Windows cross-compiler (GCC) for C for the win64 target.
mingw64-gcc-c++,应用工具,应用,库,MinGW Windows cross-compiler for C++ for the win64 target,MinGW Windows cross-compiler for C++ for the win64 target.
mingw32-libpng,应用库,应用,工具,MinGW Windows Libpng library,MinGW Windows Libpng library.
mingw64-libpng,应用库,应用,工具,MinGW Windows Libpng library,MinGW Windows Libpng library.
mingw32-openssl,应用库,应用,工具,MinGW port of the OpenSSL toolkit,"The OpenSSL toolkit provides support for secure communications between
machines. OpenSSL includes a certificate management tool and shared
libraries which provide various cryptographic algorithms and
protocols.

This package contains Windows (MinGW) libraries and development tools."
mingw64-openssl,应用库,应用,工具,MinGW port of the OpenSSL toolkit,"The OpenSSL toolkit provides support for secure communications between
machines. OpenSSL includes a certificate management tool and shared
libraries which provide various cryptographic algorithms and
protocols.

This package contains Windows (MinGW) libraries and development tools."
mingw32-pcre,应用库,应用,工具,MinGW Windows pcre library,"Cross compiled Perl-compatible regular expression library for use with mingw32.

PCRE has its own native API, but a set of ""wrapper"" functions that are based on
the POSIX API are also supplied in the library libpcreposix. Note that this
just provides a POSIX calling interface to PCRE: the regular expressions
themselves still follow Perl syntax and semantics. The header file
for the POSIX-style functions is called pcreposix.h."
mingw64-pcre,应用库,应用,工具,MinGW Windows pcre library,"Cross compiled Perl-compatible regular expression library for use with mingw64.

PCRE has its own native API, but a set of ""wrapper"" functions that are based on
the POSIX API are also supplied in the library libpcreposix. Note that this
just provides a POSIX calling interface to PCRE: the regular expressions
themselves still follow Perl syntax and semantics. The header file
for the POSIX-style functions is called pcreposix.h."
mingw32-sqlite,应用库,应用,工具,MinGW Windows port of sqlite embeddable SQL database engine,"SQLite is a C library that implements an SQL database engine. A large
subset of SQL92 is supported. A complete database is stored in a
single disk file. The API is designed for convenience and ease of use.
Applications that link against SQLite can enjoy the power and
flexibility of an SQL database without the administrative hassles of
supporting a separate database server.  Version 2 and version 3 binaries
are named to permit each to be installed on a single host

This package contains cross-compiled libraries and development tools
for Windows."
mingw64-sqlite,应用库,应用,工具,MinGW Windows port of sqlite embeddable SQL database engine,"SQLite is a C library that implements an SQL database engine. A large
subset of SQL92 is supported. A complete database is stored in a
single disk file. The API is designed for convenience and ease of use.
Applications that link against SQLite can enjoy the power and
flexibility of an SQL database without the administrative hassles of
supporting a separate database server.  Version 2 and version 3 binaries
are named to permit each to be installed on a single host

This package contains cross-compiled libraries and development tools
for Windows."
minicom,应用工具,系统,工具,A text-based modem control and terminal emulation program,"Minicom is a simple text-based modem control and terminal emulation
program somewhat similar to MSDOS Telix. Minicom includes a dialing
directory, full ANSI and VT100 emulation, an (external) scripting
language, and other features."
minizip,应用库,系统,库,Minizip contrib in zlib with the latest bug fixes and advanced features,"Minizip zlib contribution that includes:
* AES encryption
* I/O buffering
* PKWARE disk splitting
It also has the latest bug fixes that having been found all over the internet."
minizip1.2,应用库,系统,库,Library for manipulation with .zip archives,"Minizip is a library for manipulation with files from .zip archives.
This package contains the old minizip API, as bundled with zlib."
mksh,应用工具,系统,工具,MirBSD enhanced version of the Korn Shell,"mksh is the MirBSD enhanced version of the Public Domain Korn shell (pdksh),
a bourne-compatible shell which is largely similar to the original AT&T Korn
shell. It includes bug fixes and feature improvements in order to produce a
modern, robust shell good for interactive and especially script use, being a
bourne shell replacement, pdksh successor and an alternative to the C shell."
mlocate,应用工具,系统,工具,An utility for finding files by name,"mlocate is a locate/updatedb implementation.  It keeps a database of
all existing files and allows you to lookup files by name.

The 'm' stands for ""merging"": updatedb reuses the existing database to avoid
rereading most of the file system, which makes updatedb faster and does not
trash the system caches as much as traditional locate implementations."
mobile-broadband-provider-info,应用库,其它,服务,Mobile broadband provider database,"The mobile-broadband-provider-info package contains listings of mobile
broadband (3G) providers and associated network and plan information."
mod_auth_gssapi,应用库,应用,服务,A GSSAPI Authentication module for Apache,"The mod_auth_gssapi module is an authentication service that implements the
SPNEGO based HTTP Authentication protocol defined in RFC4559."
mod_auth_mellon,应用库,系统,服务,A SAML 2.0 authentication module for the Apache Httpd Server,"The mod_auth_mellon module is an authentication service that implements the
SAML 2.0 federation protocol. It grants access based on the attributes
received in assertions generated by a IdP server."
mod_auth_mellon-diagnostics,应用库,应用,工具,Build of mod_auth_mellon with diagnostic logging,"Build of mod_auth_mellon with diagnostic logging. See README.redhat.rst
in the doc directory for instructions on using the diagnostics build."
mod_auth_openidc,应用库,应用,服务,OpenID Connect auth module for Apache HTTP Server,"This module enables an Apache 2.x web server to operate as
an OpenID Connect Relying Party and/or OAuth 2.0 Resource Server."
mod_authnz_pam,应用库,应用,工具,PAM authorization checker and PAM Basic Authentication provider,"mod_authnz_pam is a PAM authorization module, supplementing
authentication done by other modules, for example mod_auth_kerb; it
can also be used as full Basic Authentication provider which runs the
[login, password] authentication through the PAM stack."
mod_fcgid,应用库,系统,服务,FastCGI interface module for Apache 2,"mod_fcgid is a binary-compatible alternative to the Apache module mod_fastcgi.
mod_fcgid has a new process management strategy, which concentrates on reducing
the number of fastcgi servers, and kicking out corrupt fastcgi servers as soon
as possible."
mod_http2,应用库,应用,服务,module implementing HTTP/2 for Apache 2,"The mod_h2 Apache httpd module implements the HTTP2 protocol (h2+h2c) on
top of libnghttp2 for httpd 2.4 servers."
mod_md,应用库,系统,工具,Certificate provisioning using ACME for the Apache HTTP Server,"This module manages common properties of domains for one or more
virtual hosts. Specifically it can use the ACME protocol to automate
certificate provisioning.  Certificates will be configured for managed
domains and their virtual hosts automatically, including at renewal."
mod_security,应用库,应用,工具,Security module for the Apache HTTP Server,"ModSecurity is an open source intrusion detection and prevention engine
for web applications. It operates embedded into the web server, acting
as a powerful umbrella - shielding web applications from attacks."
mod_security-mlogc,应用库,系统,工具,ModSecurity Audit Log Collector,This package contains the ModSecurity Audit Log Collector.
python3-mod_wsgi,应用库,系统,库,A WSGI interface for Python web applications in Apache,"The mod_wsgi adapter is an Apache module that provides a WSGI compliant
interface for hosting Python based web applications within Apache. The
adapter is written completely in C code against the Apache C runtime and
for hosting WSGI applications within Apache has a lower overhead than using
existing WSGI adapters for mod_python or CGI."
python38-mod_wsgi,应用库,系统,库,A WSGI interface for Python web applications in Apache,"The mod_wsgi adapter is an Apache module that provides a WSGI compliant
interface for hosting Python based web applications within Apache. The
adapter is written completely in C code against the Apache C runtime and
for hosting WSGI applications within Apache has a lower overhead than using
existing WSGI adapters for mod_python or CGI.

Only one Python 3 version of mod_wsgi can be loaded at the same time in httpd,
therefore this package conflicts with the other versions available."
python39-mod_wsgi,应用库,系统,库,A WSGI interface for Python web applications in Apache,"The mod_wsgi adapter is an Apache module that provides a WSGI compliant
interface for hosting Python based web applications within Apache. The
adapter is written completely in C code against the Apache C runtime and
for hosting WSGI applications within Apache has a lower overhead than using
existing WSGI adapters for mod_python or CGI.

Only one Python 3 version of mod_wsgi can be loaded at the same time in httpd,
therefore this package conflicts with the other versions available."
modello-javadoc,应用工具,应用,库,Javadoc for modello,API documentation for modello.
ModemManager,应用库,系统,服务,Mobile broadband modem management service,"The ModemManager service manages WWAN modems and provides a consistent API for
interacting with these devices to client applications."
ModemManager-glib,应用库,系统,库,Libraries for adding ModemManager support to applications that use glib.,"This package contains the libraries that make it easier to use some ModemManager
functionality from applications that use glib."
modulemd-tools,系统工具,应用,工具,Collection of tools for parsing and generating modulemd YAML files,"Tools provided by this package:

repo2module - Takes a YUM repository on its input and creates modules.yaml
    containing YAML module definitions generated for each package.

dir2module - Generates a module YAML definition based on essential module
    information provided via command-line parameters. The packages provided by
    the module are found in a specified directory or a text file containing
    their list.

createrepo_mod - A small wrapper around createrepo_c and modifyrepo_c to provide
    an easy tool for generating module repositories.

modulemd-merge - Merge several modules.yaml files into one. This is useful for
    example if you have several yum repositories and want to merge them into one.

modulemd-generate-macros - Generate module-build-macros SRPM package, which is
    a central piece for building modules. It should be present in the buildroot
    before any other module packages are submitted to be built.

bld2repo - Simple tool for dowloading build required RPMs of a modular build from koji."
mokutil,应用工具,应用,服务,Tool to manage UEFI Secure Boot MoK Keys,"mokutil provides a tool to manage keys for Secure Boot through the MoK
(""Machine's Own Keys"") mechanism."
motif,应用工具,应用,库,Run-time libraries and programs,"This is the Motif 2.3.4 run-time environment. It includes the
Motif shared libraries, needed to run applications which are dynamically
linked against Motif and the Motif Window Manager mwm."
motif-static,应用工具,核心,库,Static libraries,This package contains the static Motif libraries.
mozilla-filesystem,应用库,应用,其它,Mozilla filesytem layout,"This package provides some directories required by packages which use
Mozilla technologies such as native messaging extensions."
mozvoikko,应用工具,应用,库,Finnish Voikko spell-checker extension for Mozilla programs,"This is mozvoikko, an extension for Mozilla programs for using the Finnish
spell-checker Voikko."
mpg123,应用库,系统,库,"Real time MPEG 1.0/2.0/2.5 audio player/decoder for layers 1, 2 and 3","Real time MPEG 1.0/2.0/2.5 audio player/decoder for layers 1, 2 and 3 (most
commonly MPEG 1.0 layer 3 aka MP3), as well as re-usable decoding and output
libraries."
python3-mpich,应用库,系统,库,mpich support for Python 3,mpich support for Python 3.
mpv,应用工具,应用,库,Movie player playing most video formats and DVDs,"Mpv is a movie player based on MPlayer and mplayer2. It supports a wide variety
of video file formats, audio and video codecs, and subtitle types. Special
input URL types are available to read input from a variety of sources other
than disk files. Depending on platform, a variety of different video and audio
output methods are supported."
mrtg,应用工具,系统,服务,Multi Router Traffic Grapher,"The Multi Router Traffic Grapher (MRTG) is a tool to monitor the traffic
load on network-links. MRTG generates HTML pages containing PNG
images which provide a LIVE visual representation of this traffic."
mstflint,系统工具,核心,工具,Mellanox firmware burning tool,"This package contains firmware update tool, vpd dump and register dump tools
for network adapters based on Mellanox Technologies chips."
mtdev,系统库,应用,库,Multitouch Protocol Translation Library,"mtdev is a stand-alone library which transforms all variants of kernel MT
events to the slotted type B protocol. The events put into mtdev may be from
any MT device, specifically type A without contact tracking, type A with
contact tracking, or type B with contact tracking."
mtools,系统工具,核心,工具,Programs for accessing MS-DOS disks without mounting the disks,"Mtools is a collection of utilities for accessing MS-DOS files.
Mtools allow you to read, write and move around MS-DOS filesystem
files (normally on MS-DOS floppy disks).  Mtools supports Windows95
style long file names, OS/2 XDF disks, and 2m disks

Mtools should be installed if you need to use MS-DOS disks"
mtr,应用工具,核心,工具,Network diagnostic tool combining 'traceroute' and 'ping',"MTR combines the functionality of the 'traceroute' and 'ping' programs
in a single network diagnostic tool.

When MTR is started, it investigates the network connection between the
host MTR runs on and the user-specified destination host. Afterwards it
determines the address of each network hop between the machines and sends
a sequence of ICMP echo requests to each one to determine the quality of
the link to each machine. While doing this, it prints running statistics
about each machine.

MTR provides two user interfaces: an ncurses interface, useful for the
command line, e.g. for SSH sessions; and a GTK+ interface for X (provided
in the mtr-gtk package)."
mtr-gtk,应用库,系统,工具,GTK+ interface for MTR,"MTR combines the functionality of the 'traceroute' and 'ping' programs
in a single network diagnostic tool. The mtr-gtk package provides the
GTK+ interface for MTR.

When MTR is started, it investigates the network connection between the
host MTR runs on and the user-specified destination host. Afterwards it
determines the address of each network hop between the machines and sends
a sequence of ICMP echo requests to each one to determine the quality of
the link to each machine. While doing this, it prints running statistics
about each machine."
mt-st,应用工具,系统,服务,Tool for controlling tape drives,"The mt-st package contains the mt and st tape drive management
programs. Mt (for magnetic tape drives) and st (for SCSI tape devices)
can control rewinding, ejecting, skipping files and blocks and more.

Install mt-st if you need a tool to  manage tape drives."
