name,label,text,summary,description
maven-resolver-connector-basic,应用, Maven Artifact Resolver Connector Basic  A repository connector implementation for repositories using URI-based layouts., Maven Artifact Resolver Connector Basic, A repository connector implementation for repositories using URI-based layouts.
maven-resolver-impl,应用, Maven Artifact Resolver Implementation  An implementation of the repository system., Maven Artifact Resolver Implementation, An implementation of the repository system.
maven-resolver-spi,应用, Maven Artifact Resolver SPI  The service provider interface for repository system implementations and repository connectors., Maven Artifact Resolver SPI," The service provider interface for repository system implementations and
repository connectors."
maven-resolver-transport-wagon,应用, Maven Artifact Resolver Transport Wagon  A transport implementation based on Maven Wagon., Maven Artifact Resolver Transport Wagon, A transport implementation based on Maven Wagon.
maven-resolver-util,应用, Maven Artifact Resolver Utilities  A collection of utility classes to ease usage of the repository system., Maven Artifact Resolver Utilities, A collection of utility classes to ease usage of the repository system.
maven-resolver,应用," Apache Maven Artifact Resolver library  Apache Maven Artifact Resolver is a library for working with artifact repositories and dependency resolution. Maven Artifact Resolver deals with the specification of local repository, remote repository, developer workspaces, artifact transports and artifact resolution.", Apache Maven Artifact Resolver library," Apache Maven Artifact Resolver is a library for working with artifact
repositories and dependency resolution. Maven Artifact Resolver deals with the
specification of local repository, remote repository, developer workspaces,
artifact transports and artifact resolution."
maven-resolver-javadoc,应用, API documentation for maven-resolver  This package provides API documentation for maven-resolver., API documentation for maven-resolver, This package provides API documentation for maven-resolver.
maven-resolver-test-util,应用, Maven Artifact Resolver Test Utilities  A collection of utility classes to ease testing of the repository system., Maven Artifact Resolver Test Utilities, A collection of utility classes to ease testing of the repository system.
maven-resolver-transport-classpath,应用, Maven Artifact Resolver Transport Classpath  A transport implementation for repositories using classpath:// URLs., Maven Artifact Resolver Transport Classpath, A transport implementation for repositories using classpath:// URLs.
maven-resolver-transport-file,应用, Maven Artifact Resolver Transport File  A transport implementation for repositories using file:// URLs., Maven Artifact Resolver Transport File, A transport implementation for repositories using file:// URLs.
maven-resolver-transport-http,应用, Maven Artifact Resolver Transport HTTP  A transport implementation for repositories using http:// and https:// URLs., Maven Artifact Resolver Transport HTTP, A transport implementation for repositories using http:// and https:// URLs.
maven-resources-plugin,应用, Maven Resources Plugin  The Resources Plugin handles the copying of project resources to the output directory., Maven Resources Plugin," The Resources Plugin handles the copying of project resources
to the output directory."
maven-resources-plugin-javadoc,应用, Javadoc for maven-resources-plugin  API documentation for maven-resources-plugin., Javadoc for maven-resources-plugin, API documentation for maven-resources-plugin.
maven-script-interpreter,应用, Maven Script Interpreter  This component provides some utilities to interpret/execute some scripts for various implementations: Groovy or BeanShell., Maven Script Interpreter," This component provides some utilities to interpret/execute some scripts for
various implementations: Groovy or BeanShell."
maven-script-interpreter-javadoc,应用, Javadoc for maven-script-interpreter  API documentation for maven-script-interpreter., Javadoc for maven-script-interpreter, API documentation for maven-script-interpreter.
maven-shade-plugin,应用," This plugin provides the capability to package the artifact in an uber-jar  This plugin provides the capability to package the artifact in an uber-jar, including its dependencies and to shade - i.e. rename - the packages of some of the dependencies.", This plugin provides the capability to package the artifact in an uber-jar," This plugin provides the capability to package the artifact in an
uber-jar, including its dependencies and to shade - i.e. rename - the
packages of some of the dependencies."
maven-shade-plugin-javadoc,应用, API documentation for maven-shade-plugin  API documentation for maven-shade-plugin., API documentation for maven-shade-plugin, API documentation for maven-shade-plugin.
maven-shared,应用, Maven Shared Components  Maven Shared Components, Maven Shared Components, Maven Shared Components
maven-shared-incremental,应用, Maven Incremental Build support utilities  Various utility classes and plexus components for supporting incremental build functionality in maven plugins., Maven Incremental Build support utilities," Various utility classes and plexus components for supporting
incremental build functionality in maven plugins."
maven-shared-incremental-javadoc,应用, API documentation for maven-shared-incremental  This package provides API documentation for maven-shared-incremental., API documentation for maven-shared-incremental, This package provides API documentation for maven-shared-incremental.
maven-shared-io,应用," API for I/O support like logging, download or file scanning  API for I/O support like logging, download or file scanning."," API for I/O support like logging, download or file scanning"," API for I/O support like logging, download or file scanning."
maven-shared-io-javadoc,应用, Javadoc for maven-shared-io  API documentation for maven-shared-io., Javadoc for maven-shared-io, API documentation for maven-shared-io.
maven-shared-utils,应用," Maven shared utility classes  This project aims to be a functional replacement for plexus-utils in Maven.  It is not a 100% API compatible replacement though but a replacement with improvements: lots of methods got cleaned up, generics got added and we dropped a lot of unused code.", Maven shared utility classes," This project aims to be a functional replacement for plexus-utils in Maven.

It is not a 100% API compatible replacement though but a replacement with
improvements: lots of methods got cleaned up, generics got added and we dropped
a lot of unused code."
maven-shared-utils-javadoc,应用, Javadoc for maven-shared-utils  API documentation for maven-shared-utils., Javadoc for maven-shared-utils, API documentation for maven-shared-utils.
maven-source-plugin,应用, Plugin creating source JAR  The Maven Source Plugin creates a JAR archive of the source files of the current project., Plugin creating source JAR," The Maven Source Plugin creates a JAR archive of the
source files of the current project."
maven-source-plugin-javadoc,应用, Javadoc for maven-source-plugin  API documentation for maven-source-plugin., Javadoc for maven-source-plugin, API documentation for maven-source-plugin.
maven-failsafe-plugin,应用," Maven plugin for running integration tests  The Failsafe Plugin is designed to run integration tests while the Surefire Plugins is designed to run unit. The name (failsafe) was chosen both because it is a synonym of surefire and because it implies that when it fails, it does so in a safe way.  If you use the Surefire Plugin for running tests, then when you have a test failure, the build will stop at the integration-test phase and your integration test environment will not have been torn down correctly.  The Failsafe Plugin is used during the integration-test and verify phases of the build lifecycle to execute the integration tests of an application. The Failsafe Plugin will not fail the build during the integration-test phase thus enabling the post-integration-test phase to execute.", Maven plugin for running integration tests," The Failsafe Plugin is designed to run integration tests while the
Surefire Plugins is designed to run unit. The name (failsafe) was
chosen both because it is a synonym of surefire and because it implies
that when it fails, it does so in a safe way.

If you use the Surefire Plugin for running tests, then when you have a
test failure, the build will stop at the integration-test phase and
your integration test environment will not have been torn down
correctly.

The Failsafe Plugin is used during the integration-test and verify
phases of the build lifecycle to execute the integration tests of an
application. The Failsafe Plugin will not fail the build during the
integration-test phase thus enabling the post-integration-test phase
to execute."
maven-surefire,应用, Test framework project  Surefire is a test framework project., Test framework project, Surefire is a test framework project.
maven-surefire-javadoc,应用, Javadoc for maven-surefire  Javadoc for maven-surefire., Javadoc for maven-surefire, Javadoc for maven-surefire.
maven-surefire-plugin,应用, Surefire plugin for maven  Maven surefire plugin for running tests via the surefire framework., Surefire plugin for maven, Maven surefire plugin for running tests via the surefire framework.
maven-surefire-provider-junit,应用, JUnit provider for Maven Surefire  JUnit provider for Maven Surefire., JUnit provider for Maven Surefire, JUnit provider for Maven Surefire.
maven-surefire-provider-testng,应用, TestNG provider for Maven Surefire  TestNG provider for Maven Surefire., TestNG provider for Maven Surefire, TestNG provider for Maven Surefire.
maven-surefire-report-parser,应用, Parses report output files from surefire  Plugin for parsing report output files from surefire., Parses report output files from surefire, Plugin for parsing report output files from surefire.
maven-surefire-report-plugin,应用, Surefire reports plugin for maven  Plugin for generating reports from surefire test runs., Surefire reports plugin for maven, Plugin for generating reports from surefire test runs.
maven-verifier,应用, Maven verifier  Provides a test harness for Maven integration tests., Maven verifier, Provides a test harness for Maven integration tests.
maven-verifier-javadoc,应用, Javadoc for maven-verifier  API documentation for maven-verifier., Javadoc for maven-verifier, API documentation for maven-verifier.
maven-wagon-file,应用, file module for maven-wagon  file module for maven-wagon., file module for maven-wagon, file module for maven-wagon.
maven-wagon-http,应用, http module for maven-wagon  http module for maven-wagon., http module for maven-wagon, http module for maven-wagon.
maven-wagon-http-shared,应用, http-shared module for maven-wagon  http-shared module for maven-wagon., http-shared module for maven-wagon, http-shared module for maven-wagon.
maven-wagon-provider-api,应用, provider-api module for maven-wagon  provider-api module for maven-wagon., provider-api module for maven-wagon, provider-api module for maven-wagon.
maven-wagon,应用, Tools to manage artifacts and deployment  Maven Wagon is a transport abstraction that is used in Maven's artifact and repository handling code. Currently wagon has the following providers: * File * HTTP * FTP * SSH/SCP * WebDAV * SCM (in progress), Tools to manage artifacts and deployment," Maven Wagon is a transport abstraction that is used in Maven's
artifact and repository handling code. Currently wagon has the
following providers:
* File
* HTTP
* FTP
* SSH/SCP
* WebDAV
* SCM (in progress)"
maven-wagon-ftp,应用, ftp module for maven-wagon  ftp module for maven-wagon., ftp module for maven-wagon, ftp module for maven-wagon.
maven-wagon-http-lightweight,应用, http-lightweight module for maven-wagon  http-lightweight module for maven-wagon., http-lightweight module for maven-wagon, http-lightweight module for maven-wagon.
maven-wagon-javadoc,应用, Javadoc for maven-wagon  Javadoc for maven-wagon., Javadoc for maven-wagon, Javadoc for maven-wagon.
maven-wagon-providers,应用, providers module for maven-wagon  providers module for maven-wagon, providers module for maven-wagon, providers module for maven-wagon
mc,应用," User-friendly text console file manager and visual shell  Midnight Commander is a visual shell much like a file manager, only with many more features. It is a text mode application, but it also includes mouse support. Midnight Commander's best features are its ability to FTP, view tar and zip files, and to poke into RPMs for specific files.", User-friendly text console file manager and visual shell," Midnight Commander is a visual shell much like a file manager, only with
many more features. It is a text mode application, but it also includes
mouse support. Midnight Commander's best features are its ability to FTP,
view tar and zip files, and to poke into RPMs for specific files."
mcelog,系统,Tool to translate x86-64 CPU Machine Check Exception data  mcelog is a utility that collects and decodes Machine Check Exception data on x86-32 and x86-64 systems. ,Tool to translate x86-64 CPU Machine Check Exception data ,"mcelog is a utility that collects and decodes Machine Check Exception data
on x86-32 and x86-64 systems. "
libmcpp,应用, Alternative C/C++ preprocessor (library build)  This package provides a library build of mcpp., Alternative C/C++ preprocessor (library build), This package provides a library build of mcpp.
mcpp,应用," Alternative C/C++ preprocessor  C/C++ preprocessor defines and expands macros and processes '#if', '#include' and some other directives.  MCPP is an alternative C/C++ preprocessor with the highest conformance. It supports multiple standards: K&R, ISO C90, ISO C99, and ISO C++98. MCPP is especially useful for debugging a source program which uses complicated macros and also useful for checking portability of a source.  Though mcpp could be built as a replacement of GCC's resident preprocessor or as a stand-alone program without using library build of mcpp, this package installs only a program named 'mcpp' which links shared library of mcpp and behaves independent from GCC.", Alternative C/C++ preprocessor," C/C++ preprocessor defines and expands macros and processes '#if',
'#include' and some other directives.

MCPP is an alternative C/C++ preprocessor with the highest conformance.
It supports multiple standards: K&R, ISO C90, ISO C99, and ISO C++98.
MCPP is especially useful for debugging a source program which uses
complicated macros and also useful for checking portability of a source.

Though mcpp could be built as a replacement of GCC's resident
preprocessor or as a stand-alone program without using library build of
mcpp, this package installs only a program named 'mcpp' which links
shared library of mcpp and behaves independent from GCC."
mcstrans,应用,"SELinux Translation Daemon  Security-enhanced Linux is a feature of the Linux庐 kernel and a number of utilities with enhanced security functionality designed to add mandatory access controls to Linux.  The Security-enhanced Linux kernel contains new architectural components originally developed to improve the security of the Flask operating system. These architectural components provide general support for the enforcement of many kinds of mandatory access control policies, including those based on the concepts of Type Enforcement庐, Role-based Access Control, and Multi-level Security.  mcstrans provides an translation daemon to translate SELinux categories from internal representations to user defined representation. ",SELinux Translation Daemon ,"Security-enhanced Linux is a feature of the Linux庐 kernel and a number
of utilities with enhanced security functionality designed to add
mandatory access controls to Linux.  The Security-enhanced Linux
kernel contains new architectural components originally developed to
improve the security of the Flask operating system. These
architectural components provide general support for the enforcement
of many kinds of mandatory access control policies, including those
based on the concepts of Type Enforcement庐, Role-based Access
Control, and Multi-level Security.

mcstrans provides an translation daemon to translate SELinux categories
from internal representations to user defined representation. "
mdadm,系统,"The mdadm program controls Linux md devices (software RAID arrays)  The mdadm program is used to create, manage, and monitor Linux MD (software RAID) devices.  As such, it provides similar functionality to the raidtools package.  However, mdadm is a single program, and it can perform almost all functions without a configuration file, though a configuration file can be used to help with some common tasks. ",The mdadm program controls Linux md devices (software RAID arrays) ,"The mdadm program is used to create, manage, and monitor Linux MD (software
RAID) devices.  As such, it provides similar functionality to the raidtools
package.  However, mdadm is a single program, and it can perform
almost all functions without a configuration file, though a configuration
file can be used to help with some common tasks. "
mdevctl,系统, Mediated device management and persistence utility  mdevctl is a utility for managing and persisting devices in the mediated device device framework of the Linux kernel.  Mediated devices are sub-devices of a parent device (ex. a vGPU) which can be dynamically created and potentially used by drivers like vfio-mdev for assignment to virtual machines., Mediated device management and persistence utility," mdevctl is a utility for managing and persisting devices in the
mediated device device framework of the Linux kernel.  Mediated
devices are sub-devices of a parent device (ex. a vGPU) which
can be dynamically created and potentially used by drivers like
vfio-mdev for assignment to virtual machines."
meanwhile,应用," Lotus Sametime Community Client library  The heart of the meanwhile Project is the meanwhile library, providing the basic Lotus Sametime session functionality along with the core services; Presence Awareness, Instant Messaging, Multi-user Conferencing, Preferences Storage, Identity Resolution, and File Transfer.", Lotus Sametime Community Client library," The heart of the meanwhile Project is the meanwhile library, providing the basic
Lotus Sametime session functionality along with the core services; Presence
Awareness, Instant Messaging, Multi-user Conferencing, Preferences Storage,
Identity Resolution, and File Transfer."
mecab,应用, Yet Another Part-of-Speech and Morphological Analyzer  MeCab is a open source morphological analyzer which uses CRF (Conditional Random Fields) as the estimation of parameters.  NOTE: You have to install MeCab dictionary rpm to make use of MeCab., Yet Another Part-of-Speech and Morphological Analyzer," MeCab is a open source morphological analyzer which uses
CRF (Conditional Random Fields) as the estimation of parameters.

NOTE:
You have to install MeCab dictionary rpm to make use
of MeCab."
mecab-ipadic,应用, IPA dictionary for MeCab  MeCab IPA is a dictionary for MeCab using CRF estimation based on IPA corpus. This dictionary is for UTF-8 use., IPA dictionary for MeCab," MeCab IPA is a dictionary for MeCab using CRF estimation
based on IPA corpus.
This dictionary is for UTF-8 use."
mecab-ipadic-EUCJP,应用, IPA dictionary for Mecab with encoded by EUC-JP   MeCab IPA is a dictionary for MeCab using CRF estimation based on IPA corpus. This dictionary is for EUC-JP use., IPA dictionary for Mecab with encoded by EUC-JP," 
MeCab IPA is a dictionary for MeCab using CRF estimation
based on IPA corpus.
This dictionary is for EUC-JP use."
media-player-info,应用," Data files describing media player capabilities  media-player-info is a repository of data files describing media player (mostly USB Mass Storage ones) capabilities. These files contain information about the directory layout to use to add music to these devices, about the supported file formats, etc.  The package also installs a udev rule to identify media player devices.", Data files describing media player capabilities," media-player-info is a repository of data files describing media player
(mostly USB Mass Storage ones) capabilities. These files contain information
about the directory layout to use to add music to these devices, about the
supported file formats, etc.

The package also installs a udev rule to identify media player devices."
memcached,应用," High Performance, Distributed Memory Object Cache  memcached is a high-performance, distributed memory object caching system, generic in nature, but intended for use in speeding up dynamic web applications by alleviating database load."," High Performance, Distributed Memory Object Cache"," memcached is a high-performance, distributed memory object caching
system, generic in nature, but intended for use in speeding up dynamic
web applications by alleviating database load."
memkind,应用, User Extensible Heap Manager  The memkind library is an user extensible heap manager built on top of jemalloc which enables control of memory characteristics and a partitioning of the heap between kinds of memory.  The kinds of memory are defined by operating system memory policies that have been applied to virtual address ranges. Memory characteristics supported by memkind without user extension include control of NUMA and page size features. The jemalloc non-standard interface has been extended to enable specialized arenas to make requests for virtual memory from the operating system through the memkind partition interface. Through the other memkind interfaces the user can control and extend memory partition features and allocate memory while selecting enabled features. This software is being made available for early evaluation. Feedback on design or implementation is greatly appreciated., User Extensible Heap Manager," The memkind library is an user extensible heap manager built on top of
jemalloc which enables control of memory characteristics and a
partitioning of the heap between kinds of memory.  The kinds of memory
are defined by operating system memory policies that have been applied
to virtual address ranges. Memory characteristics supported by
memkind without user extension include control of NUMA and page size
features. The jemalloc non-standard interface has been extended to
enable specialized arenas to make requests for virtual memory from the
operating system through the memkind partition interface. Through the
other memkind interfaces the user can control and extend memory
partition features and allocate memory while selecting enabled
features. This software is being made available for early evaluation.
Feedback on design or implementation is greatly appreciated."
memstrack,应用,"A memory allocation tracer, like a hot spot analyzer for memory allocation  A memory allocation tracer, like a hot spot analyzer for memory allocation ","A memory allocation tracer, like a hot spot analyzer for memory allocation ","A memory allocation tracer, like a hot spot analyzer for memory allocation "
memtest86+,应用,"Stand-alone memory tester for x86 and x86-64 computers  Memtest86+ is a thorough stand-alone memory test for x86 and x86-64 architecture computers. BIOS based memory tests are only a quick check and often miss many of the failures that are detected by Memtest86+.  The ELF version should be used for booting from grub, and avoids the following errors: ""Error 7: Loading below 1MB is not supported"" ""Error 13: Invalid or unsupported executable format"" ""Error 28: Selected item cannot fit into memory""  The script '/usr/sbin/memtest-setup' can be run (as root) to add the memtest86+ entry to your GRUB boot menu. ",Stand-alone memory tester for x86 and x86-64 computers ,"Memtest86+ is a thorough stand-alone memory test for x86 and x86-64
architecture computers. BIOS based memory tests are only a quick
check and often miss many of the failures that are detected by
Memtest86+.

The ELF version should be used for booting from grub,
and avoids the following errors:
""Error 7: Loading below 1MB is not supported""
""Error 13: Invalid or unsupported executable format""
""Error 28: Selected item cannot fit into memory""

The script '/usr/sbin/memtest-setup' can be run (as root)
to add the memtest86+ entry to your GRUB boot menu. "
mercurial,应用," Mercurial -- a distributed SCM  Mercurial is a fast, lightweight source control management system designed for efficient handling of very large distributed projects.  Quick start: http://www.selenic.com/mercurial/wiki/index.cgi/QuickStart Tutorial: http://www.selenic.com/mercurial/wiki/index.cgi/Tutorial Extensions: http://www.selenic.com/mercurial/wiki/index.cgi/CategoryExtension", Mercurial -- a distributed SCM," Mercurial is a fast, lightweight source control management system designed
for efficient handling of very large distributed projects.

Quick start: http://www.selenic.com/mercurial/wiki/index.cgi/QuickStart
Tutorial: http://www.selenic.com/mercurial/wiki/index.cgi/Tutorial
Extensions: http://www.selenic.com/mercurial/wiki/index.cgi/CategoryExtension"
mercurial-hgk,应用," Hgk interface for mercurial  A Mercurial extension for displaying the change history graphically using Tcl/Tk.  Displays branches and merges in an easily understandable way and shows diffs for each revision.  Based on gitk for the git SCM.  Adds the ""hg view"" command.  See http://www.selenic.com/mercurial/wiki/index.cgi/UsingHgk for more documentation.", Hgk interface for mercurial," A Mercurial extension for displaying the change history graphically
using Tcl/Tk.  Displays branches and merges in an easily
understandable way and shows diffs for each revision.  Based on
gitk for the git SCM.

Adds the ""hg view"" command.  See
http://www.selenic.com/mercurial/wiki/index.cgi/UsingHgk for more
documentation."
mesa-dri-drivers,应用, Mesa-based DRI drivers  Mesa-based DRI drivers., Mesa-based DRI drivers, Mesa-based DRI drivers.
mesa-filesystem,应用, Mesa driver filesystem  Mesa driver filesystem., Mesa driver filesystem, Mesa driver filesystem.
mesa-libEGL,应用, Mesa libEGL runtime libraries  Mesa libEGL runtime libraries., Mesa libEGL runtime libraries, Mesa libEGL runtime libraries.
mesa-libgbm,应用, Mesa gbm runtime library  Mesa gbm runtime library., Mesa gbm runtime library, Mesa gbm runtime library.
mesa-libGL,应用, Mesa libGL runtime libraries  Mesa libGL runtime libraries., Mesa libGL runtime libraries, Mesa libGL runtime libraries.
mesa-libglapi,应用, Mesa shared glapi  Mesa shared glapi., Mesa shared glapi, Mesa shared glapi.
mesa-libOSMesa,应用, Mesa offscreen rendering libraries  Mesa offscreen rendering libraries., Mesa offscreen rendering libraries, Mesa offscreen rendering libraries.
mesa-libxatracker,应用, Mesa XA state tracker  Mesa XA state tracker., Mesa XA state tracker, Mesa XA state tracker.
mesa-vdpau-drivers,应用, Mesa-based VDPAU drivers  Mesa-based VDPAU drivers., Mesa-based VDPAU drivers, Mesa-based VDPAU drivers.
mesa-vulkan-drivers,应用, Mesa Vulkan drivers  The drivers with support for the Vulkan API., Mesa Vulkan drivers, The drivers with support for the Vulkan API.
glx-utils,应用, GLX utilities  The glx-utils package provides the glxinfo and glxgears utilities., GLX utilities, The glx-utils package provides the glxinfo and glxgears utilities.
mesa-libGLU,应用, Mesa libGLU library  Mesa implementation of the standard GLU OpenGL utility API., Mesa libGLU library, Mesa implementation of the standard GLU OpenGL utility API.
mesa-libGLw,应用, Xt / Motif OpenGL widgets  Mesa libGLw runtime library., Xt / Motif OpenGL widgets, Mesa libGLw runtime library.
meson,应用," High productivity build system  Meson is a build system designed to optimize programmer productivity. It aims to do this by providing simple, out-of-the-box support for modern software development tools and practices, such as unit tests, coverage reports, Valgrind, CCache and the like.", High productivity build system," Meson is a build system designed to optimize programmer
productivity. It aims to do this by providing simple, out-of-the-box
support for modern software development tools and practices, such as
unit tests, coverage reports, Valgrind, CCache and the like."
metacity,应用," Unobtrusive window manager  Metacity is a window manager that integrates nicely with the GNOME desktop. It strives to be quiet, small, stable, get on with its job, and stay out of your attention.", Unobtrusive window manager," Metacity is a window manager that integrates nicely with the GNOME desktop.
It strives to be quiet, small, stable, get on with its job, and stay out of
your attention."
metis,应用," Serial Graph Partitioning and Fill-reducing Matrix Ordering  METIS is a set of serial programs for partitioning graphs, partitioning finite element meshes, and producing fill reducing orderings for sparse matrices. The algorithms implemented in METIS are based on the multilevel recursive-bisection, multilevel k-way, and multi-constraint partitioning schemes developed in our lab. METIS is distributed with OpenMP support.", Serial Graph Partitioning and Fill-reducing Matrix Ordering," METIS is a set of serial programs for partitioning graphs,
partitioning finite element meshes, and producing fill reducing
orderings for sparse matrices.
The algorithms implemented in METIS are based on the multilevel
recursive-bisection, multilevel k-way, and multi-constraint
partitioning schemes developed in our lab.
METIS is distributed with OpenMP support."
microcode_ctl,核心,"CPU microcode updates for Intel x86 processors  This package provides microcode update files for Intel x86 and x86_64 CPUs.  The microcode update is volatile and needs to be uploaded on each system boot i.e. it isn't stored on a CPU permanently; reboot and it reverts back to the old microcode.  Package name ""microcode_ctl"" is historical, as the binary with the same name is no longer used for microcode upload and, as a result, no longer provided. ",CPU microcode updates for Intel x86 processors ,"This package provides microcode update files for Intel x86 and x86_64 CPUs.

The microcode update is volatile and needs to be uploaded on each system
boot i.e. it isn't stored on a CPU permanently; reboot and it reverts
back to the old microcode.

Package name ""microcode_ctl"" is historical, as the binary with the same name
is no longer used for microcode upload and, as a result, no longer provided. "
microdnf,系统,"Lightweight implementation of DNF in C  Micro DNF is a lightweight C implementation of DNF, designed to be used for doing simple packaging actions when you don't need full-blown DNF and you want the tiniest useful environments possible.  That is, you don't want any interpreter stack and you want the most minimal environment possible so you can build up to exactly what you need. ",Lightweight implementation of DNF in C ,"Micro DNF is a lightweight C implementation of DNF, designed to be used
for doing simple packaging actions when you don't need full-blown DNF and
you want the tiniest useful environments possible.

That is, you don't want any interpreter stack and you want the most
minimal environment possible so you can build up to exactly what you need. "
micropipenv,应用, A simple wrapper around pip to support Pipenv and Poetry files  A lightweight wrapper for pip to support Pipenv and Poetry lock files or converting them to pip-tools compatible output., A simple wrapper around pip to support Pipenv and Poetry files," A lightweight wrapper for pip to support Pipenv and Poetry lock files or
converting them to pip-tools compatible output."
mimetic,应用," A full featured C++ MIME library  mimetic is an Email library (MIME) written in C++ designed to be easy to use and integrate but yet fast and efficient.  It has been built around the standard lib. This means that you'll not find yet another string class or list implementation and that you'll feel comfortable in using this library from the very first time.  Most classes functionalities and behavior will be clear if you ever studied MIME and its components; if you don't know anything about Internet messages you'll probably want to read some RFCs to understand the topic and, therefore, easily use the library whose names, whenever possible, overlap terms adopted in the standard RFC documents. At the very least: RFC 822, RFC 2045 and RFC 2046.", A full featured C++ MIME library," mimetic is an Email library (MIME) written in C++ designed to be easy to use
and integrate but yet fast and efficient.

It has been built around the standard lib. This means that you'll not find yet
another string class or list implementation and that you'll feel comfortable
in using this library from the very first time.

Most classes functionalities and behavior will be clear if you ever studied
MIME and its components; if you don't know anything about Internet messages
you'll probably want to read some RFCs to understand the topic and, therefore,
easily use the library whose names, whenever possible, overlap terms adopted
in the standard RFC documents. At the very least: RFC 822, RFC 2045 and RFC
2046."
mingw32-binutils,应用," Cross-compiled version of binutils for the Win32 environment  Cross compiled binutils (utilities like 'strip', 'as', 'ld') which understand Windows executables and DLLs.", Cross-compiled version of binutils for the Win32 environment," Cross compiled binutils (utilities like 'strip', 'as', 'ld') which
understand Windows executables and DLLs."
mingw64-binutils,应用," Cross-compiled version of binutils for the Win64 environment  Cross compiled binutils (utilities like 'strip', 'as', 'ld') which understand Windows executables and DLLs.", Cross-compiled version of binutils for the Win64 environment," Cross compiled binutils (utilities like 'strip', 'as', 'ld') which
understand Windows executables and DLLs."
mingw-binutils-generic,应用, Utilities which are needed for both the Win32 and Win64 toolchains  Utilities (like strip and objdump) which are needed for both the Win32 and Win64 toolchains, Utilities which are needed for both the Win32 and Win64 toolchains," Utilities (like strip and objdump) which are needed for
both the Win32 and Win64 toolchains"
mingw32-bzip2,应用," 32 Bit version of bzip2 for Windows  Bzip2 is a freely available, patent-free, high quality data compressor. Bzip2 compresses files to within 10 to 15 percent of the capabilities of the best techniques available.  However, bzip2 has the added benefit of being approximately two times faster at compression and six times faster at decompression than those techniques.  Bzip2 is not the fastest compression utility, but it does strike a balance between speed and compression capability.  This package contains development tools and libraries for use when cross-compiling Windows software.", 32 Bit version of bzip2 for Windows," Bzip2 is a freely available, patent-free, high quality data compressor.
Bzip2 compresses files to within 10 to 15 percent of the capabilities
of the best techniques available.  However, bzip2 has the added benefit
of being approximately two times faster at compression and six times
faster at decompression than those techniques.  Bzip2 is not the
fastest compression utility, but it does strike a balance between speed
and compression capability.

This package contains development tools and libraries for use when
cross-compiling Windows software."
mingw32-bzip2-static,应用, Static library for mingw32-bzip2 development  Static library for mingw32-bzip2 development., Static library for mingw32-bzip2 development, Static library for mingw32-bzip2 development.
mingw64-bzip2,应用," 64 Bit version of bzip2 for Windows  Bzip2 is a freely available, patent-free, high quality data compressor. Bzip2 compresses files to within 10 to 15 percent of the capabilities of the best techniques available.  However, bzip2 has the added benefit of being approximately two times faster at compression and six times faster at decompression than those techniques.  Bzip2 is not the fastest compression utility, but it does strike a balance between speed and compression capability.  This package contains development tools and libraries for use when cross-compiling Windows software.", 64 Bit version of bzip2 for Windows," Bzip2 is a freely available, patent-free, high quality data compressor.
Bzip2 compresses files to within 10 to 15 percent of the capabilities
of the best techniques available.  However, bzip2 has the added benefit
of being approximately two times faster at compression and six times
faster at decompression than those techniques.  Bzip2 is not the
fastest compression utility, but it does strike a balance between speed
and compression capability.

This package contains development tools and libraries for use when
cross-compiling Windows software."
mingw64-bzip2-static,应用, Static library for mingw64-bzip2 development  Static library for mingw64-bzip2 development., Static library for mingw64-bzip2 development, Static library for mingw64-bzip2 development.
mingw32-cairo,应用, MinGW Windows Cairo library  MinGW Windows Cairo library., MinGW Windows Cairo library, MinGW Windows Cairo library.
mingw64-cairo,应用, MinGW Windows Cairo library  MinGW Windows Cairo library., MinGW Windows Cairo library, MinGW Windows Cairo library.
mingw32-crt,应用," MinGW Windows cross-compiler runtime for the win32 target  MinGW Windows cross-compiler runtime, base libraries for the win32 target.", MinGW Windows cross-compiler runtime for the win32 target," MinGW Windows cross-compiler runtime, base libraries for the win32 target."
mingw64-crt,应用," MinGW Windows cross-compiler runtime for the win64 target  MinGW Windows cross-compiler runtime, base libraries for the win64 target.", MinGW Windows cross-compiler runtime for the win64 target," MinGW Windows cross-compiler runtime, base libraries for the win64 target."
mingw32-expat,应用," MinGW Windows port of expat XML parser library  This is expat, the C library for parsing XML, written by James Clark. Expat is a stream oriented XML parser. This means that you register handlers with the parser prior to starting the parse. These handlers are called when the parser discovers the associated structures in the document being parsed. A start tag is an example of the kind of structures for which you may register handlers.", MinGW Windows port of expat XML parser library," This is expat, the C library for parsing XML, written by James Clark. Expat
is a stream oriented XML parser. This means that you register handlers with
the parser prior to starting the parse. These handlers are called when the
parser discovers the associated structures in the document being parsed. A
start tag is an example of the kind of structures for which you may
register handlers."
mingw64-expat,应用," MinGW Windows port of expat XML parser library  This is expat, the C library for parsing XML, written by James Clark. Expat is a stream oriented XML parser. This means that you register handlers with the parser prior to starting the parse. These handlers are called when the parser discovers the associated structures in the document being parsed. A start tag is an example of the kind of structures for which you may register handlers.", MinGW Windows port of expat XML parser library," This is expat, the C library for parsing XML, written by James Clark. Expat
is a stream oriented XML parser. This means that you register handlers with
the parser prior to starting the parse. These handlers are called when the
parser discovers the associated structures in the document being parsed. A
start tag is an example of the kind of structures for which you may
register handlers."
