,name,label,text,y,y_predict
3686,mingw64-harfbuzz,库,HarfBuzz is an implementation of the OpenType Layout engine.MinGW Windows Harfbuzz library,0,0
5789,startdde,工具,Starter of deepin desktop environment.Starter of deepin desktop environment,1,2
2422,kf5-kitemmodels,工具,KDE Frameworks 5 Tier 1 addon with item models.KDE Frameworks 5 Tier 1 addon with item models,1,1
731,python3-dnf-plugins-core,库,"Core Plugins for DNF, Python 3 interface. This package enhances DNF with builddep,config-manager, copr, debug, debuginfo-install, download, groups-manager, needs-restarting,repoclosure, repograph, repomanage, reposync, changelog and repodiff commands.Additionally provides generate_completion_cache passive plugin.Core Plugins for DNF",0,0
1467,golang-src,库,Golang compiler source treeGolang compiler source tree,0,0
4472,perl-Encode,库,The Encode module provides the interface between Perl strings and the restof the system. Perl strings are sequences of characters.Character encodings in Perl,0,0
5802,subversion,工具,"Subversion is a concurrent version control system which enables oneor more users to collaborate in developing and maintaining ahierarchy of files and directories while keeping a history of allchanges.  Subversion only stores the differences between versions,instead of every complete file.  Subversion is intended to be acompelling replacement for CVS.A Modern Concurrent Version Control System",1,1
2050,inkscape,工具,"Inkscape is a vector graphics editor, with capabilities similar toIllustrator, CorelDraw, or Xara X, using the W3C standard Scalable VectorGraphics (SVG) file format.  It is therefore a very useful tool for webdesigners and as an interchange format for desktop publishing.Inkscape supports many advanced SVG features (markers, clones, alphablending, etc.) and great care is taken in designing a streamlinedinterface. It is very easy to edit nodes, perform complex path operations,trace bitmaps and much more.Vector-based drawing program using SVG",1,1
2589,lensfun,库,"The lensfun library provides an open source database of photographic lenses andtheir characteristics. It not only provides a way to read and search thedatabase, but also provides a set of algorithms for correcting images based ondetailed knowledge of lens properties. Right now lensfun is designed to correctdistortion, transversal (also known as lateral) chromatic aberrations,vignetting and color contribution of a lens.Library to rectify defects introduced by photographic lenses",0,0
8,abrt,工具,abrt is a tool to help users to detect defects in applications andto create a bug report with all information needed by maintainer to fix it.It uses plugin system to extend its functionality.Automatic bug detection and reporting tool,1,1
3538,maven-plugin-testing-javadoc,工具,API documentation for maven-plugin-testing.Javadoc for maven-plugin-testing,1,0
6007,tesseract-script-georgian,工具,This package contains the fast integer version of the Georgian scripttrained models for the Tesseract Open Source OCR Engine.Georgian script data for tesseract-tessdata,1,1
135,apache-commons-exec-javadoc,库,This package contains the API documentation for apache-commons-exec.Javadocs for apache-commons-exec,0,0
5505,rubygem-did_you_mean,库,"""did you mean?"" experience in Ruby: the error message will tell you the rightone when you misspelled something.""Did you mean?"" experience in Ruby",0,0
487,colord-libs,库,colord is a low level system activated daemon that maps color devicesto color profiles in the system context.Color daemon library,0,0
4959,protobuf-c,库,Protocol Buffers are a way of encoding structured data in an efficient yetextensible format. This package provides a code generator and run-timelibraries to use Protocol Buffers from pure C (not C++).It uses a modified version of protoc called protoc-c.C bindings for Google's Protocol Buffers,0,0
4672,perl-Test-Fatal,库,"Test::Fatal is an alternative to the popular Test::Exception. It does muchless, but should allow greater flexibility in testing exception-throwing codewith about the same amount of typing.Incredibly simple helpers for testing code with exceptions",0,0
2673,libdrm,库,Direct Rendering Manager runtime libraryDirect Rendering Manager runtime library,0,0
4557,perl-homedir,库,"perl-homedir configures the system to automatically create a ~/perl5directory in each user's $HOME on user login.  This allows each user toinstall CPAN packages via the CPAN to their $HOME, with no additionalconfiguration or privileges, and without installing them system-wide.If you want your users to be able to install and use their own Perl modules,install this package.Per-user Perl local::lib setup",0,1
145,apache-commons-logging-javadoc,库,API documentation for apache-commons-logging.API documentation for apache-commons-logging,0,0
1026,fdo-init,工具,dracut module for device initializationdracut module for device initialization,1,0
5436,redhat-support-tool,工具,"This package contains the Red Hat Support Tool.  The Red Hat Support Toolprovides console based access to Red Hat's subscriber services.  Theseservices include, but are not limited to, console based access toknowledge-base solutions, case management, automated diagnosticservices, etc.Tool for console access to Red Hat subscriber services",1,2
3335,lksctp-tools,库,"User-space access to Linux Kernel SCTPThis is the lksctp-tools package for Linux Kernel SCTP (Stream ControlTransmission Protocol) Reference Implementation.This package is intended to supplement the Linux Kernel SCTP ReferenceImplementation now available in the Linux kernel source tree inversions 2.5.36 and following.  For more information on LKSCTP see thepackage documentation README file, section titled ""LKSCTP - LinuxKernel SCTP.""This package contains the base run-time library and command-line tools.",0,1
4689,perl-Text-Tabs+Wrap,库,"Text::Tabs performs the same job that the UNIX expand(1) and unexpand(1)commands do: adding or removing tabs from a document.Text::Wrap::wrap() will reformat lines into paragraphs. All it does is breakup long lines, it will not join short lines together.Expand tabs and do simple line wrapping",0,0
849,edk2-ovmf,库,OVMF (Open Virtual Machine Firmware) is a project to enable UEFI support forVirtual Machines. This package contains a sample 64-bit UEFI firmware for QEMUand KVM.UEFI firmware for x86_64 virtual machines,0,1
435,pam_cifscreds,工具,"PAM module to manage NTLM credentials in kernel keyringThe pam_cifscreds PAM module is a tool for automatically addingcredentials (username and password) for the purpose of establishingsessions in multiuser mounts.When a cifs filesystem is mounted with the ""multiuser"" option, and doesnot use krb5 authentication, it needs to be able to get the credentialsfor each user from somewhere. The pam_cifscreds module can be used toprovide these credentials to the kernel automatically at login.",1,2
3476,maven-archiver-javadoc,工具,Javadoc for maven-archiver.Javadoc for maven-archiver,1,0
6714,xorg-x11-xauth,工具,xauth is used to edit and display the authorization informationused in connecting to an X server.X.Org X11 X authority utilities,1,1
6520,python3-vapoursynth,库,Python interface for VapourSynth/VSSCript.Python interface for VapourSynth,0,0
5584,sane-backends-drivers-cameras,工具,This package contains backend drivers to access digital cameras through SANE.Scanner backend drivers for digital cameras,1,2
4312,perl-base,库,"""base"" module allows you to both load one or more modules, while setting upinheritance from those modules at the same time.  Unless you are using the""fields"" pragma, consider this module discouraged in favor of thelighter-weight ""parent"".Establish an ISA relationship with base classes at compile time",0,0
5965,tesseract-langpack-ron,工具,This package contains the fast integer version of the Romanian languagetrained models for the Tesseract Open Source OCR Engine.Romanian language data for tesseract-tessdata,1,1
5818,swtpm-libs,库,A private library with callback functions for libtpms based swtpm TPM emulatorPrivate libraries for swtpm TPM emulators,0,0
4910,poppler-utils,库,Command line tools for manipulating PDF files and converting them toother formats.Command line utilities for converting PDF files,0,1
1523,google-noto-sans-devanagari-fonts,其它,Noto fonts aims to remove tofu from web by providing fonts for allUnicode supported scripts. Its design goal is to achieve visual harmonizationbetween multiple scripts. Noto family supports almost all scripts availablein Unicode.Noto Sans font for Devanagari.Sans Devanagari font,3,3
6083,texlive-cmap,工具,cmap packagecmap package,1,2
3625,mercurial-hgk,工具,"A Mercurial extension for displaying the change history graphicallyusing Tcl/Tk.  Displays branches and merges in an easilyunderstandable way and shows diffs for each revision.  Based ongitk for the git SCM.Adds the ""hg view"" command.  Seehttp://www.selenic.com/mercurial/wiki/index.cgi/UsingHgk for moredocumentation.Hgk interface for mercurial",1,0
5325,qrencode-libs,工具,The qrencode-libs package contains the shared libraries and header files forapplications that use qrencode.QR Code encoding library - Shared libraries,1,1
492,compat-libgfortran-48,库,This package includes a Fortran 95 runtime library for compatibilitywith GCC 4.8.x-RH compiled Fortran applications.Compatibility Fortran runtime library version 4.8.5,0,0
2902,libqtxdg,库,"QtXdg, a Qt5 implementation of XDG standards.QtXdg, a Qt5 implementation of XDG standards",0,0
1181,gcc-toolset-11-dyninst,工具,"Dyninst is an Application Program Interface (API) to permit the insertion ofcode into a running program. The API also permits changing or removingsubroutine calls from the application program. Run-time code changes areuseful to support a variety of applications including debugging, performancemonitoring, and to support composing applications out of existing packages.The goal of this API is to provide a machine independent interface to permitthe creation of tools and applications that use run-time code patching.An API for Run-time Code Generation",1,1
3097,libreport-plugin-ureport,库,Uploads micro-report to abrt serverlibreport's micro report plugin,0,2
3305,lightdm,库,Lightdm is a display manager that:* Is cross-desktop - supports different desktops* Supports different display technologies* Is lightweight - low memory usage and fast performanceA cross-desktop Display Manager,0,2
3183,libunicap,库,Unicap provides a uniform interface to video capture devices. It allowsapplications to use any supported video capture device via a single API.The unicap library offers a high level of hardware abstraction whilemaintaining maximum performance. Zero copy capture of video buffers ispossible for devices supporting it allowing fast video capture with lowCPU usage even on low-speed architectures.Library to access different kinds of (video) capture devices,0,0
2402,kf5-kdesignerplugin,工具,"This framework provides plugins for Qt Designer that allow it to displaythe widgets provided by various KDE frameworks, as well as a utility(kgendesignerplugin) that can be used to generate other such pluginsfrom ini-style description files.KDE Frameworks 5 Tier 3 integration module for Qt Designer",1,0
1629,qgpgme,库,Qt API bindings/wrapper for GPGME.Qt API bindings/wrapper for GPGME,0,0
802,dpdk,库,The Data Plane Development Kit is a set of libraries and drivers forfast packet processing in the user space.Set of libraries and drivers for fast packet processing,0,1
5291,python3-pyxattr,库,"Python extension module wrapper for libattr. It allows to query, list,add and remove extended attributes from files and directories.Python 3 version.Extended attributes library wrapper for Python 3",0,0
2732,libgtop2,库,"LibGTop is a library for portably obtaining information about processes,such as their PID, memory usage, etc.LibGTop library (version 2)",0,0
3617,mecab-ipadic,工具,MeCab IPA is a dictionary for MeCab using CRF estimationbased on IPA corpus.This dictionary is for UTF-8 use.IPA dictionary for MeCab,1,1
3375,lorax-lmc-virt,工具,Additional dependencies required by livemedia-creator when using it with qemu-kvm.livemedia-creator libvirt dependencies,1,1
575,cups-lpd,服务,CUPS printing system provides a portable printing layer forUNIX庐 operating systems. This is the package that provides standardlpd emulation.CUPS printing system - lpd emulation,2,1
4094,osbuild-selinux,工具,Contains the necessary SELinux policies that allowsosbuild to use labels unknown to the host inside thecontainers it uses to build OS artifacts.SELinux policies,1,1
3503,maven-doxia-module-latex,工具,This package provides Latex module for maven-doxia.Latex module for maven-doxia,1,1
294,boost-chrono,库,"Run-time support for Boost.Chrono, a set of useful time utilities.Run-time component of boost chrono library",0,0
4199,pcp-pmda-ds389log,服务,This package contains the PCP Performance Metrics Domain Agent (PMDA) forcollecting metrics from a 389 Directory Server log.Performance Co-Pilot (PCP) metrics for 389 Directory Server Loggers,2,2
541,crun,库,crun is a runtime for running OCI containersOCI runtime written in C,0,0
1885,hunspell-nso,工具,Northern Sotho hunspell dictionaries.Northern Sotho hunspell dictionaries,1,1
181,atlas-corei2,库,ATLAS libraries for Corei2 (Ivy/Sandy bridge) CPUsThis package contains the ATLAS (Automatically Tuned Linear AlgebraSoftware) libraries compiled with optimizations for the Corei2 (Ivy/Sandy bridge)CPUs. The base ATLAS builds for the x86_64 architecture are made for the hammer64 CPUs.,0,1
1601,google-noto-sans-tifinagh-fonts,其它,Noto fonts aims to remove tofu from web by providing fonts for allUnicode supported scripts. Its design goal is to achieve visual harmonizationbetween multiple scripts. Noto family supports almost all scripts availablein Unicode.Noto Sans font for Tifinagh.Sans Tifinagh font,3,3
4500,perl-File-HomeDir,库,"File::HomeDir is a module for locating the directories that are ""owned""by a user (typically your user) and to solve the various issues thatarise trying to find them consistently across a wide variety ofplatforms.Find your home and other directories on any platform",0,1
3264,libXdmcp,库,X Display Manager Control Protocol library.X Display Manager Control Protocol library,0,0
2722,libglvnd-egl,库,libEGL are the common dispatch interface for the EGL API.EGL support for libglvnd,0,0
1936,hwloc-gui,库,GUI-based tool for displaying system topology information.The gui-based hwloc program(s),0,1
4238,pcp-pmda-redis,服务,This package contains the PCP Performance Metrics Domain Agent (PMDA) forcollecting metrics from Redis servers (redis.io).Performance Co-Pilot (PCP) metrics for Redis,2,2
4242,pcp-pmda-sendmail,服务,This package contains the PCP Performance Metrics Domain Agent (PMDA) forcollecting metrics about Sendmail traffic.Performance Co-Pilot (PCP) metrics for Sendmail,2,2
5023,python38-pip-wheel,工具,A Python wheel of pip to use with venv.The pip wheel,1,0
3797,munge-maven-plugin,库,"Munge is a purposely-simple Java preprocessor. It only supportsconditional inclusion of source based on defined strings of theform ""if[tag]"", ""if_not[tag]"", ""else[tag]"", and ""end[tag]"".Unlike traditional preprocessors, comments, and formatting are allpreserved for the included lines. This is on purpose, as the outputof Munge will be distributed as human-readable source code.To avoid creating a separate Java dialect, the conditional tags arecontained in Java comments. This allows one build to compile thesource files without pre-processing, to facilitate faster incrementaldevelopment. Other builds from the same source have their code containedwithin that comment. The format of the tags is a little verbose, sothat the tags won't accidentally be used by other comment readerssuch as javadoc. Munge tags must be in C-style comments;C++-style comments may be used to comment code within a comment.Like any preprocessor, developers must be careful not to abuse itscapabilities so that their code becomes unreadable. Please use itas little as possible.Munge Maven Plugin",0,0
854,efivar,其它,Tools to manage UEFI variablesefivar provides a simple command line interface to the UEFI variable facility.,3,0
4187,pcp-pmda-bash,服务,This package contains the PCP Performance Metrics Domain Agent (PMDA) forcollecting metrics about the Bash shell.Performance Co-Pilot (PCP) metrics for the Bash shell,2,2
5516,rubygem-test-unit,库,"Test::Unit (test-unit) is unit testing framework for Ruby, based on xUnitprinciples. These were originally designed by Kent Beck, creator of extremeprogramming software development methodology, for Smalltalk's SUnit. It allowswriting tests, checking results and automated testing in Ruby.An xUnit family unit testing framework for Ruby",0,0
4660,perl-Sys-Virt,库,The Sys::Virt module provides a Perl XS binding to the libvirt virtualmachine management APIs. This allows machines running within arbitraryvirtualization containers to be managed with a consistent API.Represent and manage a libvirt hypervisor connection,0,0
2753,ruby-libguestfs,库,ruby-libguestfs contains Ruby bindings for libguestfs.Ruby bindings for libguestfs,0,0
5367,qt5-designer,库,Design GUIs for Qt5 applications.Design GUIs for Qt5 applications,0,0
832,e2fsprogs-libs,库,"E2fsprogs-libs contains libe2p and libext2fs, the libraries of thee2fsprogs package.These libraries are used to directly access ext2/3/4 file systemsfrom user space.Ext2/3/4 file system specific shared libraries",0,2
6556,vo-amrwbenc,库,This library contains an encoder implementation of the AdaptiveMulti Rate Wideband (AMR-WB) audio codec. The library is basedon a codec implementation by VisualOn as part of the Stagefrightframework from the Google Android project.VisualOn AMR-WB encoder library,0,0
5351,qt5-qtmultimedia-examples,库,Programming examples for qt5-qtmultimedia.Programming examples for qt5-qtmultimedia,0,0
671,deepin-reader,服务,"A simple PDF reader, supporting bookmarks, highlights and annotations.A simple PDF reader, supporting bookmarks, highlights and annotations",2,1
5037,python38-asn1crypto,库,"Fast ASN.1 parser and serializer with definitions for private keys,public keys, certificates, CRL, OCSP, CMS, PKCS#3, PKCS#7, PKCS#8,PKCS#12, PKCS#5, X.509 and TSP.Fast Python ASN.1 parser and serializer",0,0
666,deepin-manual,服务,"%{Summary}.Manual is designed to help users learn the operating system and its applications, providing specific instructions and function descriptions",2,0
4090,osbuild,工具,A build system for OS imagesA build system for OS images,1,0
879,epel-release,服务,This package contains the Extra Packages for Enterprise Linux (EPEL) repositoryGPG key as well as configuration for yum.Extra Packages for Enterprise Linux repository configuration,2,2
5819,swtpm-tools,库,Tools for the TPM emulator from the swtpm packageTools for the TPM emulator,0,0
4528,perl-inc-latest,库,The inc::latest module helps bootstrap configure-time dependencies for CPANdistributions. These dependencies get bundled into the inc directory withina distribution and are used by Makefile.PL or Build.PL.Use modules bundled in inc/ if they are newer than installed ones,0,1
6154,texlive-helvetic,工具,"A set of fonts for use as ""drop-in"" replacements for Adobe'sbasic set, comprising: - Century Schoolbook (substituting forAdobe's New Century Schoolbook); - Dingbats (substituting forAdobe's Zapf Dingbats); - Nimbus Mono L (substituting forAbobe's Courier); - Nimbus Roman No9 L (substituting forAdobe's Times); - Nimbus Sans L (substituting for Adobe'sHelvetica); - Standard Symbols L (substituting for Adobe'sSymbol); - URW Bookman; - URW Chancery L Medium Italic(substituting for Adobe's Zapf Chancery); - URW Gothic L Book(substituting for Adobe's Avant Garde); and - URW Palladio L(substituting for Adobe's Palatino).URW ""Base 35"" font pack for LaTeX",1,3
6425,tuned-gtk,服务,GTK GUI that can control tuned and provides simple profile editor.GTK GUI for tuned,2,0
1386,gnome-getting-started-docs-es,服务,Spanish (es) translations for the Getting Started guide videos.Spanish translations for gnome-getting-started-docs videos,2,2
4314,perl-blib,库,"This module looks for MakeMaker-like ""blib"" directory structure starting ingiven or current directory and working back up to five levels of directories.It is intended for use on command line with -M option as a way of testingarbitrary scripts against an uninstalled version of a package.Use uninstalled version of a package",0,0
4585,perl-Mozilla-CA,库,Mozilla::CA provides a path to ca-certificates copy of Mozilla's bundle ofcertificate authority certificates in a form that can be consumed by modulesand libraries based on OpenSSL.Mozilla's CA cert bundle in PEM format,0,0
2475,libknet1-crypto-plugins-all,库,meta package to install all of libknet1 crypto pluginsLibknet1 crypto plugins meta package,0,1
3682,mingw32-gstreamer1,库,"GStreamer is a streaming-media framework, based on graphs of filterswhich operate on media data. Applications using this library can doanything from real-time sound processing to playing videos, and justabout anything else media-related. Its plug-in-based architecturemeans that new data types or processing capabilities can be added byinstalling new plug-ins.MinGW Windows Streaming-Media Framework Runtime",0,0
6421,tss2,工具,"IBM's TCG Software Stack (TSS) for TPM 2.0 and related utilitiesTSS2 is a user space Trusted Computing Group's Software Stack (TSS) forTPM 2.0.  It implements the functionality equivalent to the TCG TSSworking group's ESAPI, SAPI, and TCTI layers (and perhaps more) but witha hopefully far simpler interface.It comes with about 80 ""TPM tools"" that can be used for rapid prototyping,education and debugging.",1,1
3165,python3-tdb,库,Python3 bindings for libtdbPython3 bindings for the Tdb library,0,0
6382,tigervnc-server-minimal,服务,"The VNC system allows you to access the same desktop from a widevariety of platforms. This package contains minimal installationof TigerVNC server, allowing others to access the desktop on yourmachine.A minimal installation of TigerVNC server",2,2
1503,google-noto-naskh-arabic-ui-fonts,其它,Noto fonts aims to remove tofu from web by providing fonts for allUnicode supported scripts. Its design goal is to achieve visual harmonizationbetween multiple scripts. Noto family supports almost all scripts availablein Unicode.Noto Naskh font for Arabic UI.Naskh Arabic UI font,3,3
2302,jsoncpp,库,jsoncpp is an implementation of a JSON (http://json.org) reader and writer inC++. JSON (JavaScript Object Notation) is a lightweight data-interchange format.It is easy for humans to read and write. It is easy for machines to parse andgenerate.JSON library implemented in C++,0,0
1438,gnome-system-monitor,服务,gnome-system-monitor allows to graphically view and manipulate the runningprocesses on your system. It also provides an overview of available resourcessuch as CPU and memory.Process and resource monitor,2,2
5916,tesseract-langpack-glg,工具,This package contains the fast integer version of the Galician languagetrained models for the Tesseract Open Source OCR Engine.Galician language data for tesseract-tessdata,1,1
6406,tpm2-tss,工具,"tpm2-tss is a software stack supporting Trusted Platform Module(TPM) 2.0 systemAPIs. It sits between TPM driver and applications, providing TPM2.0 specifiedAPIs for applications to access TPM module through kernel TPM drivers.TPM2.0 Software Stack",1,2
1959,hyphen-fr,库,French hyphenation rules.French hyphenation rules,0,0
2961,libreoffice-help-de,库,Provides German help for LibreOffice.German help for LibreOffice,0,0
2010,ibus-table-chinese,工具,ibus-table-chinese is provides the infrastructure for Chinese input methods.Input tables themselves are in subpackages.Chinese input tables for IBus,1,1
3717,mingw64-readline,库,"The Readline library provides a set of functions that allow users toedit command lines. Both Emacs and vi editing modes are available. TheReadline library includes additional functions for maintaining a listof previously-entered command lines for recalling or editing thoselines, and for performing csh-like history expansion on previouscommands.This is a port of the library and development tools to Windows.MinGW port of readline for editing typed command lines",0,0
3923,nmap,工具,"Nmap is a utility for network exploration or security auditing.  It supportsping scanning (determine which hosts are up), many port scanning techniques(determine what services the hosts are offering), and TCP/IP fingerprinting(remote host operating system identification). Nmap also offers flexible targetand port specification, decoy scanning, determination of TCP sequencepredictability characteristics, reverse-identd scanning, and more. In additionto the classic command-line nmap executable, the Nmap suite includes a flexibledata transfer, redirection, and debugging tool (netcat utility ncat), a utilityfor comparing scan results (ndiff), and a packet generation and responseanalysis tool (nping).Network exploration tool and security scanner",1,1
4479,perl-Exception-Class,库,"Exception::Class allows you to declare exception hierarchies in yourmodules in a ""Java-esque"" manner.Module that allows you to declare real exception classes in Perl",0,0
1419,gnome-shell-extension-drive-menu,服务,This GNOME Shell extension provides a panel status menu for accessing andunmounting removable devices.Drive status menu for GNOME Shell,2,2
1816,hunspell-es-MX,工具,Mexican Spanish hunspell dictionaryMexican Spanish hunspell dictionary,1,1
3504,maven-doxia-module-rtf,工具,This package provides RTF module for maven-doxia.RTF module for maven-doxia,1,1
6567,waf,库,"Waf is a Python-based framework for configuring, compiling andinstalling applications. It is a replacement for other tools such asAutotools, Scons, CMake or Ant.A Python-based build system",0,0
4247,pcp-pmda-sockets,服务,"This package contains the PCP Performance Metric Domain Agent (PMDA) forcollecting per-socket statistics, making use of utilities such as 'ss'.Performance Co-Pilot (PCP) per-socket metrics",2,2
3747,mod_auth_openidc,库,This module enables an Apache 2.x web server to operate asan OpenID Connect Relying Party and/or OAuth 2.0 Resource Server.OpenID Connect auth module for Apache HTTP Server,0,2
5171,python3-ply,库,"PLY is a straightforward lex/yacc implementation. Here is a list of itsessential features:* It is implemented entirely in Python.* It uses LR-parsing which is reasonably efficient and well suited for larger  grammars.* PLY provides most of the standard lex/yacc features including support  for empty productions, precedence rules, error recovery, and support  for ambiguous grammars.* PLY is straightforward to use and provides very extensive error checking.* PLY doesn't try to do anything more or less than provide the basic lex/yacc  functionality. In other words, it's not a large parsing framework or a  component of some larger system.Python 3 version.Python Lex-Yacc",0,0
2037,imlib2-id3tag-loader,库,"This package contains a plugin which makes imlib2 capable of parsing id3 tagsof mp3 files. This plugin is packaged separately because it links withlibid3tag which is GPLv2+, thus making imlib2 and apps using it subject to theconditions of the GPL version 2 (or at your option) any later version.Imlib2 id3tag-loader",0,2
4815,plexus-cli,库,"The Plexus project seeks to create end-to-end developer tools forwriting applications. At the core is the container, which can beembedded or for a full scale application server. There are manyreusable components for hibernate, form processing, jndi, i18n,velocity, etc. Plexus also includes an application server whichis like a J2EE application server, without all the baggage.Command Line Interface facilitator for Plexus",0,1
1095,frei0r-plugins,库,It is a minimalist plugin API for video sources and filters. The behavior ofthe effects can be controlled from the host by simple parameters. The intent isto solve the recurring re-implementation or adaptation issue of standard effectFrei0r - a minimalist plugin API for video effects,0,0
4364,perl-Search-Dict,库,This module sets file position in a file handle to be first line greater thanor equal (string-wise) to a key.Search for a key in a dictionary file,0,0
6230,texlive-overpic,工具,The overpic environment is a cross between the LaTeX pictureenvironment and the \includegraphics command of graphicx. Theresulting picture environment has the same dimensions as theincluded eps graphic. LaTeX commands can be placed on thegraphic at defined positions. A grid for orientation isavailable.Combine LaTeX commands over included graphics,1,1
1509,google-noto-sans-batak-fonts,其它,Noto fonts aims to remove tofu from web by providing fonts for allUnicode supported scripts. Its design goal is to achieve visual harmonizationbetween multiple scripts. Noto family supports almost all scripts availablein Unicode.Noto Sans font for Batak.Sans Batak font,3,3
3057,libreoffice-langpack-sv,库,Provides additional Swedish translations and resources for LibreOffice.Swedish language pack for LibreOffice,0,0
6040,texinfo,工具,Texinfo is a documentation system that can produce both onlineinformation and printed output from a single source file. The GNUProject uses the Texinfo file format for most of its documentation.Install texinfo if you want a documentation system for producing bothonline and print documentation from the same source file and/or if youare going to write documentation for the GNU Project.Tools needed to create Texinfo format documentation files,1,1
5951,tesseract-langpack-mon,工具,This package contains the fast integer version of the Mongolian languagetrained models for the Tesseract Open Source OCR Engine.Mongolian language data for tesseract-tessdata,1,1
211,avahi-libs,库,The avahi-libs package contains the libraries neededto run programs that use avahi.Libraries for avahi run-time use,0,1
5839,system-lsb-core,服务,"The Linux Standard Base (LSB) Core module support provides the fundamentalsystem interfaces, libraries, and runtime environment upon which all conformingapplications and libraries depend.LSB Core module support",2,2
4066,openssh-askpass,服务,"OpenSSH is a free version of SSH (Secure SHell), a program for logginginto and executing commands on a remote machine. This package containsan X11 passphrase dialog for OpenSSH.A passphrase dialog for OpenSSH and X",2,0
5382,qt5-qtwayland-examples,库,Programming examples for qt5-qtwayland.Programming examples for qt5-qtwayland,0,0
711,directory-maven-plugin-javadoc,库,Javadoc for directory-maven-plugin.Javadoc for directory-maven-plugin,0,0
6024,tesseract-script-malayalam,工具,This package contains the fast integer version of the Malayalam scripttrained models for the Tesseract Open Source OCR Engine.Malayalam script data for tesseract-tessdata,1,1
315,boost-program-options,库,"Run-time support of boost program options library, which allows programdevelopers to obtain (name, value) pairs from the user, viaconventional methods such as command-line and configuration file.Run-time component of boost program_options library",0,0
3527,maven-invoker-plugin-javadoc,工具,API documentation for maven-invoker-plugin.Javadoc for maven-invoker-plugin,1,1
2901,libqrtr-glib,库,Support library to use and manage the QRTR (Qualcomm IPC Router) bus.This package contains the libraries that make it easier to use andmanage the QRTR (Qualcomm IPC Router) bus.,0,0
6682,xorg-x11-drv-vesa,服务,X.Org X11 vesa video driver.Xorg X11 vesa video driver,2,2
5222,python2-requests,库,"Most existing Python modules for sending HTTP requests are extremely verbose andcumbersome. Python__ built-in urllib2 module provides most of the HTTPcapabilities you should need, but the API is thoroughly broken. This library isdesigned to make HTTP requests easy for developers.HTTP library, written in Python, for human beings",0,0
3046,libreoffice-langpack-pl,库,Provides additional Polish translations and resources for LibreOffice.Polish language pack for LibreOffice,0,0
3299,libyaml,库,YAML is a data serialization format designed for human readability andinteraction with scripting languages.  LibYAML is a YAML parser andemitter written in C.YAML 1.1 parser and emitter written in C,0,0
2865,libosinfo,库,libosinfo is a library that allows virtualization provisioning tools todetermine the optimal device settings for a hypervisor/operating systemcombination.A library for managing OS information for virtualization,0,0
5694,slf4j-manual,库,This package provides documentation for slf4j.Manual for slf4j,0,0
5368,qt5-doctools,库,Qt5 doc tools package.Qt5 doc tools package,0,1
5412,librdmacm,库,librdmacm provides a userspace RDMA Communication Management API.Userspace RDMA Connection Manager,0,2
4200,pcp-pmda-elasticsearch,服务,This package contains the PCP Performance Metrics Domain Agent (PMDA) forcollecting metrics about Elasticsearch.Performance Co-Pilot (PCP) metrics for Elasticsearch,2,2
2759,libgxps,库,libgxps is a GObject based library for handling and rendering XPSdocuments.GObject based library for handling and rendering XPS documents,0,0
1982,hyphen-pt,库,Portuguese hyphenation rules.Portuguese hyphenation rules,0,0
830,dyninst-testsuite,工具,dyninst-testsuite includes the test harness and target programs formaking sure that dyninst works properly.Programs for testing Dyninst,1,0
5219,python-qt5-rpm-macros,库,RPM macros python-qt5.RPM macros python-qt5,0,0
3658,mingw64-expat,工具,"This is expat, the C library for parsing XML, written by James Clark. Expatis a stream oriented XML parser. This means that you register handlers withthe parser prior to starting the parse. These handlers are called when theparser discovers the associated structures in the document being parsed. Astart tag is an example of the kind of structures for which you mayregister handlers.MinGW Windows port of expat XML parser library",1,0
3201,libvirt,服务,Libvirt is a C toolkit to interact with the virtualization capabilitiesof recent versions of Linux (and other OSes). The main package includesthe libvirtd server exporting the virtualization support.Library providing a simple virtualization API,2,0
238,bc,工具,"The bc package includes bc and dc. Bc is an arbitrary precisionnumeric processing arithmetic language. Dc is an interactivearbitrary precision stack based calculator, which can be used as atext mode calculator.Install the bc package if you need its number handling capabilities orif you would like to use its text mode calculator.GNU's bc (a numeric processing language) and dc (a calculator)",1,0
3914,nginx-mod-http-perl,服务,Nginx HTTP perl module.Nginx HTTP perl module,2,2
1007,fence-virtd-cpg,服务,Provides fence_virtd with a connection to libvirt to fencevirtual machines. Uses corosync CPG to keep track of VMlocations to allow for non-local VMs to be fenced when VMsare located on corosync cluster nodes.CPG/libvirt backend for fence-virtd,2,2
511,coreutils-common,工具,"Optional though recommended components,including documentation and translations.coreutils common optional components",1,1
5749,sqlite-libs,库,This package contains the shared library for sqlite.Shared library for the sqlite3 embeddable SQL database engine.,0,0
1843,hunspell-hil,工具,Hiligaynon hunspell dictionaries.Hiligaynon hunspell dictionaries,1,1
4824,plexus-components-pom,库,This package provides Plexus Components parent POM used by differentPlexus packages.Plexus Components POM,0,1
4414,perl-Compress-Bzip2,库,"The Compress::Bzip2 module provides a Perl interface to the Bzip2 compressionlibrary. A relevant subset of the functionality provided by Bzip2 is availablein Compress::Bzip2. Compress::Bzip2 is not well integrated into PerlIO, usethe preferred IO::Compress::Bzip2 instead.Interface to Bzip2 compression library",0,0
